contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_malgr_2a_76	DQ079906.1 |Coliphage NC10, complete genome	Gequatrovirus sp. ct9HE5H	5529	None	5	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_77	OP376989.1 |MAG: Microvirus sp. isolate PES_M_23, complete genome	Microviridae sp. ctIR30H	4265	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_78	OM154885.1 |MAG: Microviridae sp. isolate Miresoil microvirus 66, complete genome	Microviridae sp. ct2VX8O	5494	None	7	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_79	MH992155.1 |Apis mellifera associated microvirus 60 isolate BeeCFH_SP_3639, complete genome	Microviridae sp. ctYN18C	4557	None	7	2	1	0	minor capsid protein |Capsid protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_8	MK496708.1 |Capybara microvirus Cap1_SP_108, complete genome	Petitvirales sp. ctRSZ4Z	5490	None	7	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_80	MT202578.1 |MAG: Microviridae sp. isolate CN7_L15_362, complete genome	Microviridae sp. ctUEFAX	4745	None	6	3	1	0	Major Capsid protein|Scaffold protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_81	KX266466.1 |Enterobacteria phage ID11 clone alpha_6C_J15_4, complete genome	Gequatrovirus sp. ct4LTYG	5577	None	5	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_82	MW697696.1 |MAG: Arizlama microvirus isolate AZLM_250, complete genome	Microviridae sp. ctLL8AM	4519	None	5	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_83	MT204803.1 |MAG: Microviridae sp. isolate CN7_L16_402, complete genome	Microviridae sp. ct5E3J8	4597	None	4	2	1	0	Capsid protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_84	OM154910.1 |MAG: Microviridae sp. isolate Miresoil microvirus 91, complete genome	Microviridae sp. ctOFNG8	4348	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_85	MH649086.2 |MAG: Microviridae sp. isolate ctbc014, complete genome	Microviridae sp. ct2L39L	4098	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_86	MH552556.2 |MAG: Microviridae sp. isolate ctcc19, complete genome	Petitvirales sp. ctIXCPQ	5820	None	7	1	1	0	Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_87	MT310133.1 |MAG: Microvirus sp. isolate 6424_107, complete genome	Microviridae sp. ctV8XZK	4341	None	5	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_88	MT205181.1 |MAG: Microviridae sp. isolate CN7_L16_460, complete genome	Petitvirales sp. ctBTYBN	4525	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_89	MH572517.1 |Microviridae sp. isolate SD_HF_67, complete genome	Petitvirales sp. ctXYX8G	5321	None	5	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales	prodigal-gv	11	NaN
ct3_malgr_2a_9	MH572433.1 |Microviridae sp. isolate SD_MC_47, complete genome	Microviridae sp. ctLVNYV	4457	None	6	3	1	0	Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_90	MG883712.1 |Microviridae sp. isolate Pig170, complete genome	Microviridae sp. ctWTKNF	5754	None	5	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_91	MH572340.1 |Microviridae sp. isolate SD_SC_88, complete genome	Microviridae sp. ctERJ3Z	4153	None	6	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_92	MH992210.1 |Apis mellifera associated microvirus 18 isolate INH_SP_259, complete genome	Microviridae sp. ctLBNCO	4392	None	7	3	2	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein|Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_93	KT264783.1 |Gokushovirus WZ-2015a isolate 35Fra05, complete genome	Microviridae sp. ctHPTVD	4623	None	8	2	1	0	Major Capsid Protein|minor capsid protein 	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_94	MK249215.1 |Blackfly microvirus SF02 isolate 166, complete genome	Microvirus sp. ctCL3EH	4410	None	4	2	1	0	Capsid protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_unclassified Microviridae;g_Microvirus	prodigal-gv	11	NaN
ct3_malgr_2a_95	MG883709.1 |Microviridae sp. isolate CattleNoseS1, complete genome	Microviridae sp. ctXKOFA	5731	None	9	3	1	0	Major Capsid Protein|Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_96	KX266615.1 |Enterobacteria phage ID11 clone gamma_5F_F416_5_12_4, complete genome	Gequatrovirus sp. ctZWIDK	5577	None	6	4	1	0	Scaffold protein|capsid protein|Major Capsid Protein|Pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae;-_Bullavirinae;g_Gequatrovirus	prodigal-gv	11	NaN
ct3_malgr_2a_97	OM869652.1 |Peromfec virus RodF8_14, complete genome	Microviridae sp. ctEZAVH	6071	None	6	3	1	0	Major Capsid Protein|DNA pilot protein|Major Capsid Protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_98	MH617194.1 |MAG: Microviridae sp. isolate ctbf575, complete genome	Microviridae sp. ctQFX2H	5443	None	6	2	1	0	Major Capsid Protein|DNA pilot protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
ct3_malgr_2a_99	OX614387.1 |Microvirus sp. genome assembly, chromosome: 1	Microviridae sp. ctJ14NE	5565	DTR	7	3	1	0	Major Capsid protein|minor capsid protein |Scaffold protein	Rep protein		d_Viruses;-_Monodnaviria;k_Sangervirae;p_Phixviricota;c_Malgrandaviricetes;o_Petitvirales;f_Microviridae	prodigal-gv	11	NaN
