contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_picob_2a_75	KR902502.1 |Picobirnavirus Equ4, complete genome	Picobirnavirus sp. ctJGD8X	4224	None	3	1	0	1	capsid		RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_76	KR902503.1 |Picobirnavirus Equ1 segment 2, complete sequence	Picobirnavirus sp. ct17AUY	1864	None	2	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_77	KR902504.1 |Picobirnavirus Equ1 segment 1, complete sequence	Picobirnavirus sp. ctBIPP1	2274	None	3	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_78	KR902505.1 |Picobirnavirus Equ2 segment 2, complete sequence	Picobirnavirus sp. ct7K4E0	1730	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_79	KR902506.1 |Picobirnavirus Equ2 segment 1, complete sequence	Picobirnavirus sp. ctET0BC	2734	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_8	NC_034160.1 |Otarine picobirnavirus isolate HKG-PF080915 segment 1, complete sequence	Picobirnavirus sp. ct11LAR	2347	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_80	KR902507.1 |Picobirnavirus Equ3 segment 2, complete sequence	Picobirnavirus sp. ctFPPSR	1704	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_81	KR902508.1 |Picobirnavirus Equ3 segment 1, complete sequence	Picobirnavirus sp. ctBYGLU	2494	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_82	KF861767.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LA-2 segment L, complete sequence	Picobirnavirus sp. ctOPZIQ	2361	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_83	KF861768.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LA-5 segment L, complete sequence	Picobirnavirus sp. ctE0V34	2666	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_84	KF861769.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LA-7 segment L, complete sequence	Picobirnavirus sp. ctNE9R1	2351	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_85	KF861770.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LB-1 segment L, complete sequence	Picobirnavirus sp. ctLGYAH	2524	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_86	KF861771.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LB-3 segment L, complete sequence	Picobirnavirus sp. ct1XD84	2524	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_87	KF861772.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LB-4 segment L, complete sequence	Picobirnavirus sp. ctZWDC8	2524	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_88	KF861773.1 |Porcine picobirnavirus strain 221/04-16/ITA/2004 segment S, complete sequence	Picobirnavirus sp. ctLLF9K	1730	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_89	JQ776551.1 |Otarine picobirnavirus isolate HKG-PF080915 segment 1, complete sequence	Picobirnavirus sp. ctM9PA4	2347	None	2	1	0	0	capsid			d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_9	NC_034161.1 |Otarine picobirnavirus isolate HKG-PF080915 segment 2, complete sequence	Picobirnavirus sp. ctQ0A95	1688	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
ct3_picob_2a_90	JQ776552.1 |Otarine picobirnavirus isolate HKG-PF080915 segment 2, complete sequence	Picobirnavirus sp. ctZHKVO	1688	None	1	0	0	1			RNA dependent RNA polymerase	d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Duplopiviricetes;o_Durnavirales;f_Picobirnaviridae;g_Picobirnavirus	prodigal-gv	11	NaN
