contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_caudo_2a_54	OR253919.1 |Microbacterium phage Wayne3, complete genome	Squashvirus sp. ctZSXKF	62172	DTR	106	11	0	0	Tail protein|Tail protein|tail tape measure protein |type I neck protein|tail completion protein|head to tail adaptor|major tail protein|Major Capsid protein|minor head component F|Portal protein|Large Terminase			d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Squashvirus	prodigal-gv	11	NaN
ct3_caudo_2a_55	MH834621.1 |Arthrobacter phage Nandita, complete genome	Caudoviricetes sp. ct5JZIB	42378	None	68	11	0	0	Small Terminase|Large Terminase|Portal protein|minor capsid component|Major Capsid Protein|head to tail adaptor|tail completion protein|major tail protein|tail tape measure protein |Distal Tail protein|Hyaluronidase phage tail			d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_56	KP890822.1 |Proteus phage vB_PmiP_Pm5460, complete genome	Acadevirus sp. ctO2626	44573	None	50	11	1	0	virion assembly protein|Head Tail Connector Protein|capsid assembly protein|Major Capsid Protein|Tail tube protein|Phage stabilisation protein|Predicted internal virion protein B |tail fibre protein|Small terminase subunit |Large Terminase|Tailspike protein	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae;-_Molineuxvirinae;g_Acadevirus	prodigal-gv	11	NaN
ct3_caudo_2a_57	MK801680.1 |Staphylococcus phage SAP8, complete genome	Triavirus sp. ctW0LBG	45533	None	63	13	3	0	Small Terminase|Large Terminase|Portal protein|phage major capsid protein, HK97 family|Head Tail Connector protein|Head tail adaptor|tail component|tail component|major tail protein|minor tail protein|Distal Tail Protein|tail protein |Distal Tail protein	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Triavirus	prodigal-gv	11	NaN
ct3_caudo_2a_58	OM870970.1 |Pseudomonas phage vB_Paer_PsIn, complete genome	Pakpunavirus sp. ctV38E5	92515	None	182	13	1	0	Large Terminase|Portal Protein|Putative phage serine protease XkdF|Head decoration protein|Major Capsid protein|Virion morphogenesis family|Minor capsid protein|tail sheath|tail tape measure protein |tail protein|Baseplate wedge protein|tail fiber protein|Baseplate protein 	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Pakpunavirus	prodigal-gv	11	NaN
ct3_caudo_2a_59	OR126895.1 |Acinetobacter phage NJ02, complete genome	Obolenskvirus sp. ctHFQ9I	45832	None	82	14	1	0	Major Capsid Protein|Minor capsid component|Portal protein|Large Terminase|Small Terminase|tailspike|Tail fiber|Baseplate wedge protein|tail tape measure protein |tail sheath|tail completion protein|head closure knob|Virion morphogenesis family|head to tail adaptor	DNAB Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Obolenskvirus	prodigal-gv	11	NaN
ct3_caudo_2a_6	JX570707.1 |Propionibacterium phage PHL085M01, complete genome	Pahexavirus sp. ctIKBNY	29451	None	41	12	2	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid protein|head to tail adaptor|head closure knob|type I neck protein|tail completion protein|major tail protein|tail tape measure protein |tail protein|Minor capsid protein	DNA polymerase II, small subunit|DNAB replicative helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Pahexavirus	prodigal-gv	11	NaN
ct3_caudo_2a_60	MF140430.1 |Mycobacterium phage Tachez, complete genome	Anayavirus sp. ctQQ2OP	59556	None	93	15	3	0	Large Terminase|Portal Protein|Minor capsid protein|Major Capsid protein|Minor capsid protein|type I neck protein|Head Tail Connector Protein|tail protein |tail tape measure protein |tail protein|Minor tail protein |Minor tail protein |Minor tail protein |Minor tail protein |terminase	DNA polymerase II, small subunit|DNA annealing helicase and endonuclease|dsDNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Weiservirinae;g_Anayavirus	prodigal-gv	11	NaN
ct3_caudo_2a_61	OQ378934.1 |Escherichia phage LH2, complete genome	Tequatrovirus sp. ctZINM3	167132	DTR	269	39	3	0	Head assembly protein|Major Capsid Protein|Small outer capsid protein|tail fibre adhesin|Tail fiber|Long tail fiber|baseplate protein|baseplate protein|Baseplate hub distal subunit|Baseplate hub distal subunit|baseplate hub subunit|baseplate assembly protein|baseplate protein|Baseplate wedge protein|head outer capsid protein |capsid vertex protein|Major Capsid Protein|Scaffold protein |Prohead core protein protease|Prohead core protein|capsid assembly protein|Baseplate wedge protein|tail sheath|Large Terminase|Terminase DNA packaging enzyme|tail sheath stabilizer|Neck protein|Neck protein |Baseplate wedge protein|baseplate wedge subunit|Baseplate wedge protein|baseplate wedge tail fiber connector|T4 baseplate structural protein|baseplate wedge subunit|baseplate wedge subunit|Baseplate|Baseplate wedge protein|Baseplate wedge protein|DNA packaging protein	DNAB Like Replicative Helicase|DNA helicase|DNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Straboviridae;-_Tevenvirinae;g_Tequatrovirus	prodigal-gv	11	NaN
ct3_caudo_2a_62	NC_021300.1 |Pseudoalteromonas phage RIO-1, complete genome	Melvirus sp. ctPYSAB	43761	DTR	54	6	2	0	Phage stabilisation protein|Phage stabilisation protein|Tail tube protein|Major Capsid Protein|Portal Protein|Large Terminase	DNA polymerase B|DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Zobellviridae;g_Melvirus	prodigal-gv	11	NaN
ct3_caudo_2a_63	HE614281.1 |Staphylococcus phage SpaA1 complete genome	Caudoviricetes sp. ct344GK	42784	None	66	12	2	0	Terminase small subunit|Large Terminase|Portal Protein|minor capsid protein|capsid scaffolding protein|Major Capsid Protein|Head tail adaptor|putative tail component|tail completion protein|major tail protein|minor tail protein|Distal Tail protein	Replication protein O|Replicative helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_64	MN871474.1 |UNVERIFIED_ORG: Pseudomonas virus Pa-oumiga, complete genome	Iggyvirus sp. ctHDD65	60545	DTR	83	11	2	0	phage tail protein|Tail tape measure |type I neck protein|tail completion protein|head closure knob|Head Tail Connector Protein|Major Capsid Protein|minor structural protein |Portal Protein|Large Terminase|Terminase small subunit	DNA helicase|DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Iggyvirus	prodigal-gv	11	NaN
ct3_caudo_2a_65	KM279937.1 |Mycobacteriophage Estave1, complete genome	Cheoctovirus sp. ct6T6IW	60727	None	103	13	4	0	Terminase|Portal Protein|Major Capsid Protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|major tail protein|tail tape measure protein |tail protein|Minor tail protein |Minor tail protein |Putative structural protein 	DNA polymerase B|Helicase of the snf2 family|Helicase of the snf2 family|phage replisome organiser		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Gracegardnervirinae;g_Cheoctovirus	prodigal-gv	11	NaN
ct3_caudo_2a_66	NC_028911.1 |Lactobacillus phage iLp1308, complete genome	Colunavirus sp. ct10RKH	34176	None	45	16	4	0	Terminase small subunit|Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Head decoration protein|Major Capsid protein|head closure knob|type I neck protein|major tail protein|tail assembly chaperone protein|tail tape measure protein |Distal Tail protein|tail protein|Minor structural protein|Tail tape measure 	replisome organiser protein|replisome organiser protein|DNAB Like Replicative Helicase|DNA polymerase II, small subunit		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Colunavirus	prodigal-gv	11	NaN
ct3_caudo_2a_67	MZ375286.1 |Mutant Escherichia phage T7 clone T7_270S, complete genome	Teseptimavirus sp. ct6ROSJ	36400	DTR	39	12	1	0	tail fibre protein|DNA packaging protein|Terminase|virion assembly protein|Head Tail Connector Protein|capsid assembly protein|Major Capsid protein|Tail tube protein|Phage stabilisation protein|internal virion protein |internal virion protein B|internal virion protein C	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae;-_Studiervirinae;g_Teseptimavirus	prodigal-gv	11	NaN
ct3_caudo_2a_68	MT108727.1 |Pseudomonas phage Epa11, complete genome	Pbunavirus sp. ctFQ3WQ	66545	DTR	91	11	0	0	Baseplate wedge protein|tail tape measure protein |tail sheath|Virion morphogenesis family|tail completion protein|Minor capsid protein|head to tail adaptor|Major Capsid Protein|Minor capsid component|Portal Protein|Large Terminase			d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Pbunavirus	prodigal-gv	11	NaN
ct3_caudo_2a_69	NC_042318.1 |Mycobacterium virus Hammer, complete genome	Gladiatorvirus sp. ctQWIGT	51889	None	93	14	1	0	minor tail protein |Minor tail protein |Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Minor capsid protein|type I neck protein|tail completion protein|major tail protein|Tail assembly protein|Minor tail protein |tail protein|tail tape measure protein 	DNAB replicative helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Gladiatorvirus	prodigal-gv	11	NaN
ct3_caudo_2a_7	MH015257.1 |Ruegeria phage vB_RpoP-V14, complete genome	Aorunvirus sp. ctIS4JW	74792	None	82	4	0	0	Major Capsid Protein|Portal protein|head to tail adaptor|Large Terminase			d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Schitoviridae;-_Rhodovirinae;g_Aorunvirus	prodigal-gv	11	NaN
ct3_caudo_2a_70	MN062703.1 |Microbacterium phage McGalleon, complete genome	Ilzatvirus sp. ctYL4P4	42562	None	61	8	1	0	Large Terminase|Portal protein|minor capsid component|Major Capsid protein|putative tail component|major tail protein|tail tape measure protein |tail protein	replicative DNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Ilzatvirus	prodigal-gv	11	NaN
ct3_caudo_2a_71	AY055382.1 |Salmonella typhimurium phage ST64B complete sequence	Caudoviricetes sp. ctOW3XE	40149	None	58	17	1	0	Small Terminase|Large Terminase|Portal Protein|prohead serine protease|Major Capsid protein|Head Tail Connector protein|Head tail adaptor|Head tail adaptor|tail completion protein|tail component|Tail tube protein|minor tail protein|Tail protein|Baseplate J like protein|Baseplate J like protein|Tail fiber|tail fibre assembly protein	Replication protein O 		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_72	OP185508.1 |Salmonella phage JSS1, complete genome	Berlinvirus sp. ctQGGDH	40070	None	45	12	1	0	virion assembly protein|Head Tail Connector Protein|capsid assembly protein|Major Capsid protein|Tail tube protein|Phage stabilisation protein|internal virion protein |internal virion protein B|internal virion protein C|tail fibre protein|DNA packaging protein, small subunit|Terminase	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae;-_Studiervirinae;g_Berlinvirus	prodigal-gv	11	NaN
ct3_caudo_2a_73	MK613345.1 |Roseobacter phage CRP-3, complete genome	Caudoviricetes sp. ctWGJU1	52963	None	61	7	1	0	Neck appendage protein|Stabilisation protein|head to tail adaptor|Major Capsid Protein|Portal Protein|Large Terminase|Small Terminase	DNAB Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_74	OP328420.1 |Staphylococcus phage phiSa2wa-st923, complete genome	Triavirus sp. ctEBR2F	45893	DTR	62	13	3	0	minor tail protein|Distal Tail Protein|tail protein |Distal Tail protein|Small Terminase|Large Terminase|Portal protein|phage major capsid protein, HK97 family|Head Tail Connector protein|Head tail adaptor|tail component|tail component|major tail protein	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Triavirus	prodigal-gv	11	NaN
ct3_caudo_2a_75	MT074432.1 |Salmonella phage dunkel, complete genome	Jerseyvirus sp. ctUVFRM	43985	None	63	15	4	0	Terminase small subunit|Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid protein|Yqbg Putative Head Tail Connector Protein|Minor capsid protein|tail component|tail completion protein|Tail tube protein|tail assembly chaperone|tail length tape measure protein|tail protein|Tail protein	DNA polymerase II, small subunit|Helicase of the snf2 family|DNA Polymerase I|replicative DNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Guernseyvirinae;g_Jerseyvirus	prodigal-gv	11	NaN
ct3_caudo_2a_76	MG252693.1 |Lactobacillus phage Lenus, complete genome	Lenusvirus sp. ctI63FI	78764	DTR	131	13	2	0	minor tail protein|Distal Tail protein|Putative tail protein |Small Terminase|Large Terminase|Portal protein|prohead serine protease|phage major capsid protein, HK97 family|head to tail adaptor|head closure knob|type I neck protein|tail completion protein|major tail protein	DNA polymerase II, small subunit|DNAB Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Tybeckvirinae;g_Lenusvirus	prodigal-gv	11	NaN
ct3_caudo_2a_77	MK278859.1 |Acinetobacter phage AbKT21phiIII, complete genome	Friunavirus sp. ctLUC8H	40898	None	47	11	1	0	DNA packaging protein|Terminase large subunit|Structural protein |Head Tail Connector Protein|capsid assembly protein|capsid protein|Tail tube protein|Phage stabilisation protein|putative internal virion protein |putative internal virion protein; |tail fibre protein	DNAB Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae;-_Beijerinckvirinae;g_Friunavirus	prodigal-gv	11	NaN
ct3_caudo_2a_78	MW980068.1 |Rhizobium phage RHEph18, complete genome	Caudoviricetes sp. ctDZWPA	44197	None	82	8	0	0	Head Tail Connector protein|Scaffold protein |Major Capsid Protein|head to tail adaptor|head to tail adaptor|Stabilisation protein|Neck appendage protein|Large Terminase			d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_79	MN563785.1 |Pseudomonas phage vB_PA45_GUMS, complete genome	Pakpunavirus sp. ct42G4H	91949	DTR	183	13	1	0	tail tape measure protein |tail protein|Baseplate wedge protein|tail fiber protein|Baseplate protein |Large Terminase|Portal Protein|Putative phage serine protease XkdF|Head decoration protein|Major Capsid protein|Virion morphogenesis family|Minor capsid protein|tail sheath	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Pakpunavirus	prodigal-gv	11	NaN
ct3_caudo_2a_8	KJ019098.1 |Synechococcus phage ACG-2014f isolate Syn7803US39, complete genome	Atlauavirus sp. ctO3R47	222767	None	263	24	7	0	Baseplate wedge protein|Baseplate wedge protein|Base plate wedge protein|baseplate protein|Baseplate wedge protein|Baseplate wedge protein|Baseplate wedge protein|Baseplate wedge protein|phage neck protein|Virus neck protein|Tail connector protein|Terminase DNA packaging enzyme|Large Terminase|tail sheath|Baseplate wedge protein|Portal Protein|Prohead core protein protease|Scaffold protein |Major Capsid Protein|Baseplate wedge protein|structural protein |head to tail adaptor|Tail fiber|Tail fiber	DNA helicase|DNA helicase|DNA polymerase|DNA polymerase|Helicase ATPase|DNAB Like Replicative Helicase|DNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Kyanoviridae;g_Atlauavirus	prodigal-gv	11	NaN
ct3_caudo_2a_80	NC_070838.1 |Arthrobacter phage SilentRX, complete genome	Tankvirus sp. ct2Q079	64394	DTR	98	10	1	0	Tail protein|minor tail protein |type I neck protein|tail completion protein|head to tail adaptor|major tail protein|Major Capsid protein|minor head component F|Portal protein|Large Terminase	DNA polymerase B		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Tankvirus	prodigal-gv	11	NaN
ct3_caudo_2a_81	NC_009811.2 |Listeria phage A511, complete genome	Pecentumvirus sp. ctFLJ9D	134494	DTR	201	18	4	0	Baseplate wedge protein|Baseplate wedge protein|ORF68; Putative receptor binding protein|head outer capsid protein |Small Terminase|Large Terminase|Large Terminase|Portal protein|Major Capsid Protein|Major Capsid Protein|head to tail adaptor|Baseplate hub assembly protein |tail sheath|major tail protein|Tail assembly chaperone |Tail assembly chaperone |Minor tail fiber protein|Baseplate J like protein	DNA helicase|DNAB Like Replicative Helicase|DNA polymerase II, small subunit|NS1 Rep helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Herelleviridae;-_Jasinkavirinae;g_Pecentumvirus	prodigal-gv	11	NaN
ct3_caudo_2a_82	MW812338.1 |Erwinia phage pEa_SNUABM_4, complete genome	Machinavirus sp. ctA6HQV	249193	None	288	45	3	0	Putative virion structural protein |Baseplate wedge protein|baseplate protein|Putative virion structural protein 2 |internal head proteins|internal head proteins|Major Capsid protein|Virion structural protein |Putative virion structural protein |internal head proteins|Prohead core protein protease|Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein|Putative virion structural protein|Putative virion structural protein |Putative virion structural protein |Putative virion structural protein|Putative virion structural protein |Putative virion structural protein |Putative virion structural protein|Putative virion structural protein |Putative virion structural protein |Putative virion structural protein|Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Putative virion structural protein |Virion structural protein |Virion structural protein |Virion structural protein |central spike protein|Virion structural protein |Putative virion structural protein |DNA packaging protein|Prohead core protein protease|Tail protein|Major virion structural protein |Structural Protein|Large Terminase	DNA polymerase|DNA polymerase|DNA polymerase B Like Replicative Helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Machinavirus	prodigal-gv	11	NaN
ct3_caudo_2a_83	AP018715.1 |Enterococcus phage phiM1EF22 DNA, complete sequence	Kochikohdavirus sp. ctF7NO1	143046	None	209	18	3	0	Large Terminase|Large Terminase|Large Terminase|Portal protein|Major Capsid Protein|Major Capsid Protein|head to tail adaptor|Baseplate hub assembly protein |tail sheath|major tail protein|Tail assembly chaperone |Tail assembly chaperone |Minor tail fiber protein|Baseplate J like protein|Baseplate wedge protein|Baseplate wedge protein|head outer capsid protein |Small Terminase	DNA helicase|DNAB Like Replicative Helicase|DNA polymerase II, small subunit		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Herelleviridae;-_Brockvirinae;g_Kochikohdavirus	prodigal-gv	11	NaN
ct3_caudo_2a_84	MK907227.1 |Escherichia phage vB_EcoS-12210III, complete genome	Veterinaerplatzvirus sp. ct6KCMI	44092	DTR	68	17	2	0	tail protein|Tail protein|Terminase small subunit|Large Terminase|Portal protein|Minor capsid component|Scaffold protein |Major Capsid protein|head to tail adaptor|Head Tail Connector Protein|putative tail component|tail completion protein|tail tube protein|tail assembly chaperone|minor tail protein|minor tail protein |tail assembly protein I	primase helicase|DNA polymerase II, small subunit		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Drexlerviridae;-_Braunvirinae;g_Veterinaerplatzvirus	prodigal-gv	11	NaN
ct3_caudo_2a_85	MK448763.1 |Streptococcus phage Javan451, complete genome	Caudoviricetes sp. ctDPS1R	33798	None	54	13	2	0	Portal Protein|Large Terminase|Major Capsid protein|Major Capsid protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |tail tape measure protein |Distal Tail Protein|tail protein|Hyaluronidase phage tail	DNA polymerase B|Replication initiation and membrane attachment		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_86	NC_011167.1 |Bacillus phage IEBH, complete genome	Cecivirus sp. ct8L7N6	53104	None	81	14	2	0	Terminase small subunit|Large Terminase|Portal protein|Minor capsid protein|Major Capsid Protein|Major Capsid protein|Head Tail Connector Protein|Minor capsid protein|Minor capsid protein|Minor capsid protein|tail tube protein|tail tape measure protein |Distal Tail protein|Baseplate component	DnaD like replication protein|Replicative helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Cecivirus	prodigal-gv	11	NaN
ct3_caudo_2a_87	MW311372.1 |Salmonella phage SEP1, complete genome	Felixounavirus sp. ctXN62V	85703	None	139	14	1	0	Putative ATPase subunit of terminase|head outer capsid protein |Envelope protein|Large Terminase|Portal Protein|Head decoration protein|Major Capsid protein|Virion morphogenesis family|Minor capsid protein|tail sheath|tail tape measure protein |tail protein|Baseplate wedge protein|Virion structural protein 	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Ounavirinae;g_Felixounavirus	prodigal-gv	11	NaN
ct3_caudo_2a_88	MG603697.1 |Vibrio phage Vp_R1, complete genome	Dalianvirus sp. ct2C8J3	112127	None	170	6	1	0	Large Terminase|Portal protein|Scaffold protein |Major Capsid Protein|head to tail adaptor|Stabilisation protein	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Grimontviridae;g_Dalianvirus	prodigal-gv	11	NaN
ct3_caudo_2a_89	OM818331.1 |Arthrobacter phage BruhMoment, complete genome	Caudoviricetes sp. ctVAH48	66365	DTR	111	13	1	0	Putative tail fiber protein |Hyaluronidase phage tail|Hyaluronidase phage tail|Tail protein|tail tape measure protein |type I neck protein|tail completion protein|head to tail adaptor|major tail protein|Major Capsid protein|minor head component F|Portal protein|Large Terminase	DNA polymerase B		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_caudo_2a_9	MZ028625.1 |Gordonia phage DekHockey33, complete genome	Soupsvirus sp. ctGP4GA	52969	None	97	12	1	0	Minor tail protein |Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Minor capsid protein|type I neck protein|tail completion protein|major tail protein|Tail assembly protein|tail tape measure protein |tail protein	DNAB replicative helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Soupsvirus	prodigal-gv	11	NaN
ct3_caudo_2a_90	AP018471.1 |Mycobacterium phage Y10 DNA, complete genome, note: sample2	Fionnbharthvirus sp. ctNQFNH	57990	None	93	14	3	0	Large Terminase|Portal Protein|Minor capsid protein|Major Capsid protein|Minor capsid protein|Head Tail Connector Protein|Head Tail Connector Protein|tail protein |tail tape measure protein |tail protein|Minor tail protein |Minor tail protein |tail protein|Minor tail protein 	DNA polymerase II, small subunit|DNA annealing helicase and endonuclease|DNA helicase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Weiservirinae;g_Fionnbharthvirus	prodigal-gv	11	NaN
ct3_caudo_2a_91	NC_047770.1 |Escherichia phage ESCO13, complete genome	Phapecoctavirus sp. ctUHH4N	149813	None	286	14	2	0	Large Terminase|Portal protein|Putative phage serine protease XkdF|Head decoration protein|Major Capsid protein|Virion morphogenesis family|Minor capsid protein|tail sheath|tail tape measure protein |Tail protein|Baseplate wedge protein|tail fibre assembly protein|Tailspike protein|Tailspike protein	DNA polymerase B|DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;-_Stephanstirmvirinae;g_Phapecoctavirus	prodigal-gv	11	NaN
ct3_caudo_2a_92	OQ729742.1 |Proteus phage MidiMira-UFV02, complete genome	Autographiviridae sp. ctIJ84Z	43026	None	50	10	1	0	virion assembly protein|Head Tail Connector Protein|capsid assembly protein|Major Capsid Protein|Tail tube protein|Phage stabilisation protein|Predicted internal virion protein B |tail fibre protein|Small terminase subunit |Large Terminase	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae	prodigal-gv	11	NaN
ct3_caudo_2a_93	MH450131.1 |Arthrobacter phage Sergei, complete genome	Korravirus sp. ctQJHQC	43950	None	60	13	1	0	Large Terminase|Portal protein|prohead serine protease|Major Capsid Protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |minor tail protein |Putative structural protein |Putative structural protein |Minor capsid protein	Helicase of the snf2 family		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Korravirus	prodigal-gv	11	NaN
ct3_caudo_2a_94	OM716005.1 |Aeromonas phage vB_ AhaP_PT2, complete genome	Autographiviridae sp. ct5A6CX	41289	DTR	53	13	1	0	tail fibre protein|tail needle knob|Terminase|Terminase|virion assembly protein|Head Tail Connector Protein|capsid assembly protein|Major Capsid protein|Tail tube protein|Phage stabilisation protein|internal virion protein |Predicted internal virion protein B |internal virion protein C	DNA polymerase		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Autographiviridae	prodigal-gv	11	NaN
ct3_caudo_2a_95	MT497232.1 |Rheinheimera phage vB_RspM_barba_10-9E, complete genome	Barbavirus sp. ctNIVJV	80556	None	141	11	4	0	tail fiber protein|Baseplate protein |Baseplate wedge protein|Tail protein|tail tape measure protein |tail sheath|Minor capsid protein|Virion morphogenesis family|Major Capsid protein|Portal Protein|Large Terminase	DNA Polymerase I|DNA polymerase|DNA polymerase|DNA polymerase II, small subunit		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;g_Barbavirus	prodigal-gv	11	NaN
ct3_caudo_2a_96	NC_055841.1 |Agrobacterium phage OLIVR5, complete genome	Heverleevirus sp. ctORMR4	151073	None	235	26	3	0	Head decoration protein |Tail fibre adhesin|Tail fibre adhesin|Head decoration protein |Baseplate wedge protein|Baseplate wedge protein|Baseplate wedge protein|Baseplate wedge protein|Terminase DNA packaging enzyme|Large Terminase|baseplate protein|Baseplate wedge protein|Major Capsid Protein|tail sheath|Baseplate wedge protein|capsid assembly protein|Prohead core protein protease|Major Capsid Protein|Baseplate wedge protein|Baseplate wedge protein|Baseplate|phage neck protein|Virus neck protein|Tail connector protein|Baseplate wedge protein|baseplate wedge subunit	DNA helicase|DNAB Like Replicative Helicase|XPD; HELICAS		d_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;f_Pootjesviridae;g_Heverleevirus	prodigal-gv	11	NaN
