gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NC_042037.1_40	18472	18936	465	1	0.568	11	GGAGG	GENOMAD.049867.VV	6.833e-90	290	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_41	18948	20036	1089	1	0.552	11	AGGAG	GENOMAD.119421.VV	6.214e-132	423	0	0	0	2561	Caudoviricetes	NA	NA	PF19774;COG4834	Uncharacterized protein, linocin/CFP29 family
NC_042037.1_42	20080	20454	375	1	0.435	11	GGAG/GAGG	GENOMAD.009811.VV	1.311e-27	109	0	0	0	2561	Caudoviricetes	NA	NA	PF13876	Phage protein (N4 Gp49/phage Sf6 gene 66) family
NC_042037.1_43	20447	20641	195	1	0.482	11	GGAGG	GENOMAD.158722.VP	6.827e-23	92	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_44	20985	21497	513	1	0.509	11	GGA/GAG/AGG	GENOMAD.041765.VV	8.598e-36	135	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_45	21530	22108	579	-1	0.453	11	3Base/5BMM	GENOMAD.045322.VV	3.151e-18	85	0	0	0	2561	Caudoviricetes	NA	NA	PF02767	DNA polymerase III beta subunit, central domain
NC_042037.1_46	22066	22239	174	-1	0.437	11	GGAG/GAGG	GENOMAD.070660.VV	4.993e-30	112	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_47	22239	23054	816	-1	0.511	11	GGAG/GAGG	GENOMAD.196019.VP	4.782e-15	78	0	0	0	2561	Caudoviricetes	NA	NA	PF06147	dATP/dGTP pyrophosphohydrolase
NC_042037.1_48	23062	23178	117	-1	0.444	11	GGAG/GAGG	GENOMAD.093530.VV	3.485e-17	74	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_49	23175	23468	294	-1	0.503	11	GGAG/GAGG	GENOMAD.068234.VV	5.21e-33	123	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_50	23698	23985	288	1	0.528	11	GGAG/GAGG	GENOMAD.068981.VV	6.818e-53	180	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_51	23963	24355	393	1	0.555	11	GGAG/GAGG	GENOMAD.121379.VV	2.148e-41	149	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_52	24474	24818	345	1	0.507	11	GGAG/GAGG	GENOMAD.119187.VV	3.791e-44	156	0	0	1	2561	Caudoviricetes	NA	NA	PF10665	Minor capsid protein
NC_042037.1_53	24834	25238	405	1	0.494	11	None	GENOMAD.109727.VV	5.586e-33	125	0	0	1	2561	Caudoviricetes	NA	NA	PF11114;TIGR01725;COG5005	Minor capsid protein
NC_042037.1_54	25235	25618	384	1	0.461	11	GGA/GAG/AGG	GENOMAD.121609.VV	1.132e-38	141	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_55	25647	25745	99	-1	0.414	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NC_042037.1_56	26368	27123	756	1	0.537	11	GGAG/GAGG	GENOMAD.132625.VP	6.517e-12	68	0	0	1	2561	Caudoviricetes	NA	NA	TIGR02126	phage major tail protein, TP901-1 family
NC_042037.1_57	27188	27460	273	-1	0.498	11	3Base/5BMM	GENOMAD.072508.VV	4.402e-47	163	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_58	27460	27867	408	-1	0.387	11	None	GENOMAD.153186.VP	6.778e-14	70	0	0	0	2561	Caudoviricetes	NA	NA	PF13392	HNH endonuclease
NC_042037.1_59	27932	28066	135	-1	0.407	11	GGA/GAG/AGG	GENOMAD.071551.VV	2.202e-10	55	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_60	28063	28362	300	-1	0.387	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NC_042037.1_61	28456	29163	708	1	0.494	11	AGGA	GENOMAD.120994.VV	2.466e-32	128	0	0	0	2561	Caudoviricetes	NA	NA	PF19759;TIGR02216	NA
NC_042037.1_62	29163	32456	3294	1	0.508	11	AGGAG	GENOMAD.121065.VP	1.306e-203	666	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_63	32642	32926	285	1	0.421	11	AGGAG	GENOMAD.047193.VV	5.433e-39	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_64	32926	33396	471	1	0.437	11	GGAG/GAGG	GENOMAD.047518.VV	5.848e-76	250	0	0	1	2561	Caudoviricetes	NA	NA	PF08875;COG5449;TIGR01600	Uncharacterized conserved protein (DUF2163)
NC_042037.1_65	33359	33817	459	1	0.451	11	None	GENOMAD.037988.VV	1.149e-41	151	0	0	0	2561	Caudoviricetes	NA	NA	PF05382;K13695;TIGR02219	putative phage cell wall peptidase, NlpC/P60 family
NC_042037.1_66	33765	36245	2481	1	0.455	11	GGA/GAG/AGG	GENOMAD.019652.VV	2.491e-270	848	0	0	1	2561	Caudoviricetes	NA	NA	PF13550;COG4733;TIGR01683	Phage-related protein, tail component
NC_042037.1_67	36284	38440	2157	1	0.384	11	GGAG/GAGG	GENOMAD.067969.VV	9.096e-11	68	0	0	0	2561	Caudoviricetes	NA	NA	K16709	NA
NC_042037.1_68	38440	38709	270	1	0.304	11	3Base/5BMM	GENOMAD.133480.VV	4.268e-39	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_69	38769	39272	504	-1	0.462	11	GGA/GAG/AGG	GENOMAD.089027.VV	5.448e-06	48	0	0	0	7473	Chaseviridae	NA	NA	NA	NA
NC_042037.1_70	39282	40319	1038	-1	0.447	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NC_042037.1_71	40343	41299	957	-1	0.486	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NC_042037.1_72	41299	41487	189	-1	0.376	11	GGAG/GAGG	GENOMAD.144714.VV	2.483e-39	139	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_73	41535	41951	417	-1	0.475	11	AGGAG	GENOMAD.015221.VV	1.265e-83	271	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NC_042037.1_74	41938	43863	1926	-1	0.434	11	GGA/GAG/AGG	GENOMAD.104663.VV	2.393e-16	86	0	0	0	377	Drexlerviridae	NA	NA	PF04851;COG0556;TIGR04095	Excinuclease UvrABC helicase subunit UvrB
NC_042037.1_75	43863	44453	591	-1	0.376	11	GGA/GAG/AGG	GENOMAD.170134.VP	2.821e-22	97	0	0	0	2561	Caudoviricetes	NA	NA	PF13392	HNH endonuclease
NC_042037.1_76	44607	45500	894	1	0.503	11	AGGA	GENOMAD.223589.VP	3.22e-06	51	0	0	1	2561	Caudoviricetes	NA	NA	PF08273;COG4643;TIGR01391	Uncharacterized domain associated with phage/plasmid primase
NC_042037.1_77	45514	45747	234	-1	0.368	11	GGA/GAG/AGG	GENOMAD.205638.VP	2.778e-08	51	0	0	0	2561	Caudoviricetes	NA	NA	PF12961;COG3097	Uncharacterized protein YqfB, UPF0267 family
NC_042037.1_78	45744	47297	1554	-1	0.469	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NC_042037.1_79	47298	47555	258	-1	0.461	11	GGAG/GAGG	GENOMAD.053940.VV	8.499e-46	159	0	0	0	2561	Caudoviricetes	NA	NA	PF00847	AP2 domain
MZ005683.1_1	199	444	246	-1	0.557	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_2	481	621	141	1	0.525	11	AGGAG	GENOMAD.189024.VV	7.58e-21	85	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_3	630	1874	1245	1	0.545	11	AGGA	GENOMAD.010530.VV	1.983e-53	197	0	0	1	2561	Caudoviricetes	NA	NA	PF16532;PF18454	Sf6-type phage tail needle knob or tip of some Caudovirales; Major tropism determinant N-terminal domain
MZ005683.1_4	1899	2096	198	1	0.465	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_5	2068	2883	816	1	0.471	11	AGGAG	GENOMAD.022200.VV	8.103e-31	125	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_6	2912	3262	351	1	0.538	11	AGGAGG	GENOMAD.053310.VV	4.557e-19	84	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_7	3228	3572	345	1	0.516	11	GGA/GAG/AGG	GENOMAD.157802.VV	1.265e-55	189	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_8	3582	4415	834	1	0.571	11	AGGAGG	GENOMAD.015412.VV	7.61e-36	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_9	4461	5219	759	1	0.513	11	AGGA	GENOMAD.079969.VV	1.984e-100	326	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_10	5219	5659	441	1	0.469	11	GGAG/GAGG	GENOMAD.128768.VV	2.359e-12	66	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_11	5676	6029	354	1	0.489	11	GGA/GAG/AGG	GENOMAD.012121.VV	1.6e-38	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_12	5980	6429	450	1	0.438	11	None	GENOMAD.001416.VV	1.629e-61	208	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_13	6445	7731	1287	1	0.534	11	None	GENOMAD.147369.VP	1.656e-37	150	0	0	1	2561	Caudoviricetes	NA	NA	PF09355;COG5632	Phage protein Gp19/Gp15/Gp42
MZ005683.1_14	7731	8174	444	1	0.516	11	AGGA/GGAG/GAGG	GENOMAD.125713.VV	1.171e-30	119	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_15	8223	8570	348	1	0.500	11	AGxAGG/AGGxGG	GENOMAD.012304.VV	1.322e-47	166	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_16	8567	10279	1713	1	0.529	11	AGGA/GGAG/GAGG	GENOMAD.026003.VV	2.228e-191	606	0	0	0	2561	Caudoviricetes	NA	NA	PF10469;TIGR02258;COG1514	AKAP7 2'5' RNA ligase-like domain
MZ005683.1_17	10303	12048	1746	1	0.480	11	AGGAG	GENOMAD.068648.VV	4.543e-263	814	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF03354;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
MZ005683.1_18	12045	12887	843	1	0.459	11	AGGAGG	GENOMAD.022200.VV	2.769e-92	304	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_19	12884	13426	543	1	0.499	11	GGAG/GAGG	GENOMAD.053527.VV	2.579e-71	238	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_20	13463	14815	1353	1	0.483	11	AGGAGG	GENOMAD.003590.VV	9.594e-198	618	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	phage portal protein, HK97 family
MZ005683.1_21	14817	15425	609	1	0.524	11	GGAGG	GENOMAD.092871.VV	4.331e-76	253	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_22	15473	17593	2121	1	0.580	11	AGxAGG/AGGxGG	GENOMAD.009434.VV	3.637e-214	679	0	0	1	2561	Caudoviricetes	NA	NA	PF06673;PF04586;TIGR01543;COG3740;K06904	phage prohead protease, HK97 family
MZ005683.1_23	17602	17934	333	1	0.538	11	None	GENOMAD.011004.VV	3.139e-52	179	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_24	17915	18217	303	1	0.462	11	GGAGG	GENOMAD.012169.VV	7.236e-39	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_25	18232	19119	888	1	0.620	11	AGGAG	GENOMAD.002040.VV	2.57e-127	406	0	0	1	2561	Caudoviricetes	NA	NA	PF06488	Phage tail tube protein
MZ005683.1_26	19152	19718	567	1	0.474	11	GGA/GAG/AGG	GENOMAD.011998.VV	1.049e-50	179	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_27	19734	20537	804	1	0.484	11	GGAGG	GENOMAD.002040.VV	6.749e-56	198	0	0	1	2561	Caudoviricetes	NA	NA	PF06488	Phage tail tube protein
MZ005683.1_28	20547	21038	492	1	0.549	11	AGGAG	GENOMAD.101767.VV	1.332e-53	186	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_29	21031	22050	1020	1	0.479	11	GGxGG	GENOMAD.150948.VV	1.302e-47	177	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_30	22093	22881	789	1	0.560	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_31	22902	23285	384	1	0.466	11	GGA/GAG/AGG	GENOMAD.009733.VV	2.069e-40	146	0	0	1	2561	Caudoviricetes	NA	NA	PF04883;TIGR01725	phage protein, HK97 gp10 family
MZ005683.1_32	23285	28396	5112	1	0.519	11	AGxAGG/AGGxGG	GENOMAD.087127.VP	6.604e-111	399	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_33	28393	29244	852	1	0.525	11	AGGAG/GGAGG	GENOMAD.014132.VV	2.773e-15	79	0	0	0	2561	Caudoviricetes	NA	NA	PF20195;COG4722;TIGR01633	Phage-related protein
MZ005683.1_34	29247	30680	1434	1	0.492	11	GGA/GAG/AGG	GENOMAD.015850.VV	7.962e-19	93	0	0	0	2561	Caudoviricetes	NA	NA	PF14594;COG4926	Siphovirus ReqiPepy6 Gp37-like protein
MZ005683.1_35	31124	31435	312	1	0.538	11	AGGAG	GENOMAD.136672.VV	1.113e-51	177	0	0	0	2561	Caudoviricetes	NA	NA	PF04102;COG2900	NA
MZ005683.1_36	31496	31795	300	1	0.540	11	AGGA	GENOMAD.006915.VV	1.927e-28	110	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
MZ005683.1_37	31954	32175	222	1	0.527	11	AGGA	GENOMAD.161073.VV	9.033e-32	118	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_38	32317	32496	180	1	0.522	11	AGGA	GENOMAD.205123.VV	3.425e-27	104	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_39	32714	32887	174	1	0.563	11	GGA/GAG/AGG	GENOMAD.105283.VV	2.661e-14	67	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_40	32958	33227	270	1	0.507	11	GGA/GAG/AGG	GENOMAD.107107.VV	6.676e-27	105	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_41	33239	33502	264	1	0.523	11	GGA/GAG/AGG	GENOMAD.107107.VV	4.92e-29	111	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_42	33502	33756	255	1	0.467	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_43	33756	34007	252	1	0.484	11	AGxAGG/AGGxGG	GENOMAD.145213.VV	2.57e-11	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_44	34074	34166	93	1	0.484	11	AGGA	GENOMAD.140293.VV	1.486e-07	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_45	34249	34422	174	1	0.517	11	AGGA	GENOMAD.145221.VV	7.501e-19	80	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_46	34457	34765	309	1	0.563	11	AGGAG	GENOMAD.157799.VV	1.293e-57	194	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_47	34762	34869	108	1	0.444	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_48	34869	35060	192	1	0.531	11	AGGA	GENOMAD.145224.VV	2.093e-26	102	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_49	35106	35903	798	1	0.524	11	GGA/GAG/AGG	GENOMAD.003509.VV	4.076e-71	242	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
MZ005683.1_50	36121	36411	291	1	0.540	11	AGxAG	GENOMAD.166047.VV	7.226e-45	157	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_51	36651	36872	222	1	0.568	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_52	36981	37448	468	1	0.528	11	AGGA	GENOMAD.075529.VV	3.557e-21	92	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
MZ005683.1_53	37495	38130	636	1	0.588	11	AGGAG	GENOMAD.011922.VV	8.897e-24	102	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_54	38324	38572	249	1	0.506	11	AGGA	GENOMAD.074937.VV	1.016e-19	84	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_55	38648	39316	669	1	0.550	11	GGAG/GAGG	GENOMAD.010675.VV	2.257e-38	145	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
MZ005683.1_56	39369	40250	882	1	0.584	11	AGGAG	GENOMAD.003820.VV	7.35e-87	289	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
MZ005683.1_57	40264	41172	909	1	0.541	11	GGAG/GAGG	GENOMAD.015460.VV	1.665e-49	181	0	0	0	2561	Caudoviricetes	NA	NA	COG3105	NA
MZ005683.1_58	41169	41726	558	1	0.504	11	GGA/GAG/AGG	GENOMAD.013677.VV	7.14e-45	162	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_59	41755	45669	3915	1	0.513	11	GGA/GAG/AGG	GENOMAD.000591.VV	4.758e-264	852	0	0	0	2561	Caudoviricetes	NA	NA	PF05272;TIGR01613;COG0125	phage/plasmid primase, P4 family, C-terminal domain
MZ005683.1_60	45694	46044	351	1	0.550	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_61	46016	46177	162	1	0.556	11	GGAGG	GENOMAD.208713.VV	7.814e-24	94	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_62	46167	46613	447	1	0.568	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_63	46639	46803	165	1	0.497	11	AGGAG	GENOMAD.176454.VV	9.191e-23	91	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_64	46805	47389	585	1	0.564	11	AGGAG	GENOMAD.012161.VV	1.867e-64	219	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_65	47407	47922	516	1	0.500	11	AGGAG	GENOMAD.088804.VV	6.802e-20	89	0	0	0	2561	Caudoviricetes	NA	NA	COG3201	Nicotinamide riboside transporter PnuC
MZ005683.1_66	47935	48978	1044	1	0.525	11	None	GENOMAD.160766.VC	3.251e-15	80	0	0	0	2561	Caudoviricetes	NA	NA	PF02511;PF04042;K02323;COG1311;TIGR02170	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B
MZ005683.1_67	48975	49226	252	1	0.488	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_68	49235	49405	171	1	0.509	11	AGGAG	GENOMAD.145218.VV	4.087e-10	55	0	0	0	2561	Caudoviricetes	NA	NA	PF19126	NA
MZ005683.1_69	49462	49887	426	1	0.577	11	None	GENOMAD.083676.VV	4.505e-30	117	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_70	50077	50364	288	1	0.542	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_71	50447	50677	231	1	0.489	11	AGGAG	GENOMAD.189144.VV	7.637e-35	127	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_72	50674	50826	153	1	0.431	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_73	50869	50988	120	1	0.550	11	AGGAG	GENOMAD.066082.VV	1.094e-07	47	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_74	51025	51372	348	1	0.532	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
MZ005683.1_75	51344	51613	270	1	0.537	11	AGGAG	GENOMAD.125716.VV	3.211e-34	126	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_76	51595	51852	258	1	0.469	11	AGxAGG/AGGxGG	GENOMAD.125716.VV	8.98e-30	113	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_77	51842	52333	492	1	0.504	11	GGAG/GAGG	GENOMAD.176458.VV	7.131e-94	302	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_78	52342	52758	417	1	0.520	11	AGGAG	GENOMAD.093674.VV	1.283e-50	176	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_79	52758	53174	417	1	0.552	11	GGAG/GAGG	GENOMAD.093674.VV	3.215e-57	195	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_80	53351	53713	363	1	0.554	11	AGGA	GENOMAD.102973.VV	5.916e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	PF07453	NA
MZ005683.1_81	53800	54045	246	1	0.463	11	AGGAGG	GENOMAD.170099.VV	5.398e-33	122	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_82	54080	55294	1215	1	0.505	11	GGAG/GAGG	GENOMAD.061782.VV	7.069e-53	195	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_83	55666	56145	480	1	0.467	11	GGAG/GAGG	GENOMAD.142151.VV	1.579e-23	99	0	0	0	2561	Caudoviricetes	NA	NA	PF07463	NA
MZ005683.1_84	56249	56548	300	1	0.460	11	GGAGG	GENOMAD.011541.VV	8.466e-37	134	0	0	0	2561	Caudoviricetes	NA	NA	PF08109;COG1591	NA
MZ005683.1_85	56520	57077	558	1	0.475	11	AGGA	GENOMAD.000966.VV	8.641e-86	280	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
MZ005683.1_86	57100	59802	2703	1	0.501	11	GGAGG	GENOMAD.002318.VV	7.888e-180	588	0	0	1	2561	Caudoviricetes	NA	NA	PF11242;TIGR00721	NA
MZ005683.1_87	59811	60062	252	1	0.492	11	AGGAG	GENOMAD.005374.VV	7.34e-31	116	0	0	0	2561	Caudoviricetes	NA	NA	PF19880	NA
JX570707.1_1	2	373	372	1	0.556	11	None	GENOMAD.060084.VV	4.951e-78	254	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_2	378	1889	1512	1	0.556	11	AGxAGG/AGGxGG	GENOMAD.001649.VV	5.392e-90	308	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF03354;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
JX570707.1_3	1886	3211	1326	1	0.550	11	None	GENOMAD.075466.VV	8.654e-73	255	0	0	1	2561	Caudoviricetes	NA	NA	PF05133;TIGR01538;COG5511	phage portal protein, SPP1 family
JX570707.1_4	3215	3970	756	1	0.541	11	GGAG/GAGG	GENOMAD.054311.VV	6.601e-147	460	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_5	4081	4632	552	1	0.522	11	GGA/GAG/AGG	GENOMAD.056851.VV	6.786e-96	309	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_6	4639	5586	948	1	0.553	11	AGGAG	GENOMAD.013023.VV	2.583e-49	181	0	0	1	2561	Caudoviricetes	NA	NA	PF05065;TIGR01554;COG4653	phage major capsid protein, HK97 family
JX570707.1_7	5634	6095	462	1	0.519	11	AGxAGG/AGGxGG	GENOMAD.062537.VV	4.759e-26	106	0	0	1	2561	Caudoviricetes	NA	NA	PF09355	Phage protein Gp19/Gp15/Gp42
JX570707.1_8	6097	6444	348	1	0.526	11	GGAG/GAGG	GENOMAD.079101.VV	6.765e-79	256	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_9	6444	6740	297	1	0.559	11	AGxAGG/AGGxGG	GENOMAD.079100.VV	7.138e-54	183	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_10	6737	7108	372	1	0.516	11	None	GENOMAD.080052.VV	9.058e-80	259	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_11	7161	7802	642	1	0.505	11	GGxGG	GENOMAD.022612.VV	1.858e-133	419	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_12	7831	8127	297	1	0.586	11	GGA/GAG/AGG	GENOMAD.080053.VV	1.064e-57	194	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_13	8226	8513	288	1	0.597	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JX570707.1_14	8521	11286	2766	1	0.541	11	None	GENOMAD.103477.VP	0.0	1672	0	0	1	2561	Caudoviricetes	NA	NA	COG3941	Phage tail tape-measure protein, controls tail length
JX570707.1_15	11301	12242	942	1	0.530	11	GGA/GAG/AGG	GENOMAD.060238.VV	1.688e-210	647	0	0	0	2561	Caudoviricetes	NA	NA	PF20195;COG4722;TIGR01633	Phage-related protein
JX570707.1_16	12249	13406	1158	1	0.538	11	3Base/5BMM	GENOMAD.027765.VV	3.755e-20	96	0	0	0	2561	Caudoviricetes	NA	NA	PF14594	Siphovirus ReqiPepy6 Gp37-like protein
JX570707.1_17	13433	14251	819	1	0.567	11	GGA/GAG/AGG	GENOMAD.051421.VV	1.685e-155	486	0	0	0	2561	Caudoviricetes	NA	NA	PF09458	H-type lectin domain
JX570707.1_18	14549	15337	789	1	0.607	11	GGxGG	GENOMAD.210206.VV	3.509e-11	66	0	0	0	2561	Caudoviricetes	NA	NA	PF10651	BppU N-terminal domain
JX570707.1_19	15376	16233	858	1	0.536	11	GGxGG	GENOMAD.030430.VV	9.118e-108	349	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_20	16246	16644	399	1	0.541	11	GGxGG	GENOMAD.080877.VV	7.534e-29	113	0	0	1	2561	Caudoviricetes	NA	NA	PF16945	Putative lactococcus lactis phage r1t holin
JX570707.1_21	16728	17240	513	-1	0.528	11	GGA/GAG/AGG	GENOMAD.080399.VV	2.513e-100	321	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_22	17245	17643	399	-1	0.539	11	AGxAGG/AGGxGG	GENOMAD.080147.VV	8.594e-85	274	0	0	0	2561	Caudoviricetes	NA	NA	PF18010;TIGR00498;COG3415	SOS regulatory protein LexA
JX570707.1_23	17647	17931	285	-1	0.523	11	AGGA/GGAG/GAGG	GENOMAD.080844.VV	6.492e-53	180	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_24	17946	18266	321	-1	0.492	11	3Base/5BMM	GENOMAD.080892.VV	8.613e-56	189	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_25	18276	19322	1047	-1	0.560	11	GGAG/GAGG	GENOMAD.030430.VV	3.38e-159	501	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
JX570707.1_26	19319	19516	198	-1	0.545	11	GGA/GAG/AGG	GENOMAD.080120.VV	9.83e-35	126	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
