gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MH649151.1_CDS_0003	514	786	+	MH649151.1	32.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2374	29.556328	1.025422260627307e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	2374	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0004	872	2407	+	MH649151.1	236.3	19407	222.0	0.362	6.561000000000001e-63	p441524 VI_03937	19407	316.63858	6.337486109183604e-94	No_custom_HMM	No_custom_HMM	No_custom_HMM	19407	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0005	2409	2720	+	MH649151.1	41.2	1242	57.0	0.351	7.863e-12	p296981 VI_03025	1242	73.591194	2.167480746211546e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	1242	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0006	2717	4063	+	MH649151.1	122.1	1041	217.0	0.413	1.34e-62	p437592 VI_03139	1041	261.3367	4.187679694523887e-77	No_custom_HMM	No_custom_HMM	No_custom_HMM	1041	Pyrodigal-gv_0.3.1	CDS	#ff59f5	CTXphi Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0007	4529	4338	-	MH649151.1	16.5	5219	73.0	0.602	1.068e-18	p442034 VI_12008	5219	76.762085	1.883893941744138e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	5219	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0008	4594	4839	+	MH649151.1	1.4	2419	66.0	0.526	5.838e-16	p439431 VI_09332	2419	68.364609	1.1402701776742365e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	2419	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MH649151.1_CDS_0009	4839	5999	+	MH649151.1	152.6	453	201.0	0.353	6.1900000000000006e-58	p438425 VI_01048	453	359.04834	9.515395090408268e-107	No_custom_HMM	No_custom_HMM	No_custom_HMM	453	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0001	1	831	+	GQ153917.1	69.3	8855	239.0	1.0	1.92e-75	JF719734_p2	8855	323.708984	1.7991831673339196e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	8855	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0002	843	1106	+	GQ153917.1	20.8	1199	108.0	0.62	2.3390000000000002e-30	p382337 VI_06652	1199	107.28096	6.679207424215629e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1199	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0003	1301	1522	+	GQ153917.1	10.5	1646	80.0	0.549	5.698e-21	p443014 VI_02646	1646	96.688263	1.564127149302852e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	1646	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major coat protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0004	1579	2853	+	GQ153917.1	169.7	8482	753.0	0.853	1.9040000000000002e-247	p440642 VI_11161	8482	864.788513	2.057555126327772e-260	No_custom_HMM	No_custom_HMM	No_custom_HMM	8482	Pyrodigal-gv_0.3.1	CDS	#3e83f6	attachment protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0005	2856	3194	+	GQ153917.1	28.5	1944	117.0	0.54	4.0509999999999995e-33	NC_001954_p6	1944	135.241867	2.5714057193285156e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	1944	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0006	3196	4242	+	GQ153917.1	105.5	1675	574.0	0.774	1.39e-186	p443643 VI_01773	1675	539.833984	6.834233903341832e-162	No_custom_HMM	No_custom_HMM	No_custom_HMM	1675	Pyrodigal-gv_0.3.1	CDS	#3e83f6	morphogenesis (protein I of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
GQ153917.1_CDS_0007	4220	5500	+	GQ153917.1	143.6	1012	401.0	0.522	1.025e-125	p443333 VI_09893	1012	454.875336	4.09963960445025e-136	No_custom_HMM	No_custom_HMM	No_custom_HMM	1012	Pyrodigal-gv_0.3.1	CDS	#3e83f6	assembly (protein IV of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0001	432	1	-	ON170346.1	69.9	11797	359.0	1.0	1.3550000000000002e-116	NC_008575_p12	11797	325.507416	6.501714433412337e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	11797	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0002	1192	476	-	ON170346.1	64.3	9651	378.0	0.736	6.427e-121	p414131 VI_05565	9651	291.536652	1.050092171210309e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	9651	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0003	2391	1297	-	ON170346.1	109.3	197	177.0	0.436	1.205e-50	p439678 VI_01075	197	279.452454	1.621593712962152e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	197	Pyrodigal-gv_0.3.1	CDS	#ff59f5	Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0004	2663	2388	-	ON170346.1	28.1	1242	54.0	0.348	5.164e-11	p296981 VI_03025	1242	82.056824	4.954887466133658e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	1242	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0005	3940	2660	-	ON170346.1	89.0	13221	809.0	0.908	3.577e-267	NC_021866_p7	13221	820.633728	6.637680934622785e-247	No_custom_HMM	No_custom_HMM	No_custom_HMM	13221	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0006	4355	4020	-	ON170346.1	45.9	12382	246.0	1.0	4.744e-78	LC066596_p5	12382	231.393661	2.717326162004296e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	12382	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0007	4555	4355	-	ON170346.1	31.3	7106	88.0	0.66	1.019e-23	p440984 VI_08961	7106	102.915901	1.7408599764647228e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	7106	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0008	4933	4622	-	ON170346.1	55.2	4994	162.0	0.766	1.05e-48	LC066596_p3	4994	139.93895	6.359028833596652e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	4994	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0009	6065	4938	-	ON170346.1	135.2	453	367.0	0.586	4.105e-115	p438425 VI_01048	453	340.345154	4.4980024851360295e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	453	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170346.1_CDS_0010	6271	6065	-	ON170346.1	11.2	9247	151.0	1.0	1.3179999999999999e-45	NC_021862_p1	9247	138.856781	9.5843531653469e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	9247	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0001	1	831	+	AB334720.1	72.1	8855	241.0	1.0	5.426e-76	JF719734_p2	8855	321.723389	7.262254496927032e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	8855	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0002	843	1106	+	AB334720.1	20.8	1199	108.0	0.62	2.3390000000000002e-30	p382337 VI_06652	1199	107.28096	6.679207424215629e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1199	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0003	1301	1522	+	AB334720.1	7.0	1646	75.0	0.52	3.541e-19	p443014 VI_02646	1646	91.721542	5.548790899367316e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	1646	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major coat protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0004	1579	2853	+	AB334720.1	176.5	8482	769.0	0.868	8.819e-253	p440642 VI_11161	8482	871.999817	1.331843615362694e-262	No_custom_HMM	No_custom_HMM	No_custom_HMM	8482	Pyrodigal-gv_0.3.1	CDS	#3e83f6	attachment protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0005	2856	3194	+	AB334720.1	27.6	1944	123.0	0.563	3.528e-35	NC_001954_p6	1944	136.893982	7.899765217983196e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	1944	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0006	3196	4242	+	AB334720.1	106.9	1675	574.0	0.774	1.39e-186	p443643 VI_01773	1675	539.833984	6.834233903341832e-162	No_custom_HMM	No_custom_HMM	No_custom_HMM	1675	Pyrodigal-gv_0.3.1	CDS	#3e83f6	morphogenesis (protein I of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0007	4220	5500	+	AB334720.1	143.5	1012	403.0	0.523	2.924e-126	p443333 VI_09893	1012	459.464294	1.6567938633321592e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	1012	Pyrodigal-gv_0.3.1	CDS	#3e83f6	assembly (protein IV of M13)	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
AB334720.1_CDS_0008	6123	6407	+	AB334720.1	6.6	702	96.0	0.557	6.891999999999999e-23	p439551 VI_11958	702	98.606804	8.189029069569514e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	702	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0001	2	775	+	ON170273.1	161.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0002	1344	817	-	ON170273.1	83.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0003	1640	1374	-	ON170273.1	87.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0004	3114	1786	-	ON170273.1	337.3	2034	61.0	0.201	2.92e-11	p319745 VI_03960	2034	131.243591	7.187829292390067e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	2034	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0005	4021	3263	-	ON170273.1	160.3	3142	109.0	0.356	1.7040000000000001e-28	NC_025441_p76	3142	191.431335	4.513838964814194e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	3142	Pyrodigal-gv_0.3.1	CDS	#ff59f5	FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0006	5491	4055	-	ON170273.1	312.2	15577	242.0	0.339	3.994e-70	p391801 VI_09815	15577	352.210693	7.658014948046336e-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	15577	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0007	5631	6158	+	ON170273.1	148.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0008	6460	6639	+	ON170273.1	1.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0009	6731	6582	-	ON170273.1	-3.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0010	7954	6728	-	ON170273.1	185.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0011	8010	9650	+	ON170273.1	367.4	36784	479.0	0.482	6.482e-150	p30089 VI_10214	36784	529.59491	1.850050567826383e-158	No_custom_HMM	No_custom_HMM	No_custom_HMM	36784	Pyrodigal-gv_0.3.1	CDS	#838383	NAD synthetase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0012	9663	10289	+	ON170273.1	97.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0013	10305	10643	+	ON170273.1	99.7	28307	119.0	0.545	1.878e-33	p85672 VI_04017	28307	120.790688	7.064655436096683e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	28307	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0014	11303	10680	-	ON170273.1	137.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0015	12010	11345	-	ON170273.1	126.8	8434	58.0	0.295	1.439e-11	p319776 VI_03957	8434	96.0327	4.4443918258846944e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	8434	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0016	13095	12139	-	ON170273.1	224.1	6397	106.0	0.286	1.6570000000000002e-26	KY554769_p129	6397	205.819641	1.8367294885784922e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	6397	Pyrodigal-gv_0.3.1	CDS	#ffdf59	ribonucleotide reductase large subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0017	13314	15659	+	ON170273.1	554.7	3551	220.0	0.46	2.2339999999999998e-60	NC_022769_p221	1358	564.518677	9.206902596276058e-169	No_custom_HMM	No_custom_HMM	No_custom_HMM	3551	Pyrodigal-gv_0.3.1	CDS	#ff59f5	FtsK/SpoIIIE-like protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0018	15748	16395	+	ON170273.1	136.9	25624	175.0	0.505	2.0249999999999998e-51	p389097 VI_03407	25624	194.42041	3.2641727208645366e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	25624	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0019	16431	16847	+	ON170273.1	74.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0020	16918	18267	+	ON170273.1	292.7	5846	211.0	0.428	3.111e-62	KY606587_p99	5846	311.660248	1.6621180807325503e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	5846	Pyrodigal-gv_0.3.1	CDS	#ffdf59	clamp loader of DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0021	18334	19650	+	ON170273.1	310.6	16140	809.0	0.901	8.635e-267	p385484 VI_01828	16140	718.387939	4.8805775636753145e-216	No_custom_HMM	No_custom_HMM	No_custom_HMM	16140	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0022	19873	20463	+	ON170273.1	41.7	125	151.0	0.529	9.905e-44	p108293 VI_06205	125	243.740875	4.171241626386568e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	125	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA invertase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0023	20490	21203	+	ON170273.1	12.0	21784	606.0	1.0	4.091e-200	p414128 VI_05565	21784	562.569885	1.7645868291213848e-169	No_custom_HMM	No_custom_HMM	No_custom_HMM	21784	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0024	22146	21211	-	ON170273.1	43.5	3419	374.0	0.669	1.4059999999999999e-118	p439112 VI_05608	3419	399.3414	2.1147978086320093e-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	3419	Pyrodigal-gv_0.3.1	CDS	#ffdf59	rolling circle DNA replication initiation	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0025	23278	22565	-	ON170273.1	25.0	9651	359.0	0.795	4.4609999999999996e-114	p414131 VI_05565	9651	287.706757	1.5534978516926548e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	9651	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0026	24687	23365	-	ON170273.1	96.8	197	165.0	0.399	1.847e-46	p439678 VI_01075	197	334.679413	2.9140665596784413e-99	No_custom_HMM	No_custom_HMM	No_custom_HMM	197	Pyrodigal-gv_0.3.1	CDS	#ff59f5	Zot-like toxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0027	25021	24692	-	ON170273.1	32.3	974	123.0	0.575	2.939e-35	p437363 VI_05501	974	119.837601	1.7659041804870924e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	974	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0028	26569	25034	-	ON170273.1	30.5	4544	718.0	0.701	1.271e-233	AB981170_p9	4544	656.679871	5.85731280079542e-197	No_custom_HMM	No_custom_HMM	No_custom_HMM	4544	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0029	26869	26645	-	ON170273.1	29.4	2186	66.0	0.485	3.345e-16	AB981170_p8	2186	75.240639	6.208590556360115e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	2186	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0030	27120	26872	-	ON170273.1	6.8	969	81.0	0.51	4.413e-21	p438115 VI_01058	969	78.382088	8.278695298450503e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	969	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0031	27332	27123	-	ON170273.1	30.5	11094	164.0	1.0	2.139e-50	AB981170_p6	11094	152.445282	5.972779862257408e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	11094	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0032	27837	27541	-	ON170273.1	25.8	6333	132.0	0.663	1.718e-38	p437358 VI_05501	6333	137.539154	3.528511165508517e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	6333	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0033	28335	28147	-	ON170273.1	11.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0034	28730	28404	-	ON170273.1	39.0	2866	148.0	0.677	6.53e-44	NC_023586_p5	2866	142.288742	1.5231287087037193e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	2866	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0035	28909	29208	+	ON170273.1	6.0	4441	95.0	0.498	1.667e-25	p152087 VI_05530	4441	96.358955	2.00852488590836e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	4441	Pyrodigal-gv_0.3.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ON170273.1_CDS_0036	29329	31014	+	ON170273.1	127.0	1	66.0	0.199	3.508e-13	p428256 VI_04636	1	103.644386	3.2260497973954143e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	Pyrodigal-gv_0.3.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
