gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
NC_042083.1_CDS_0010	7678	7800	+	NC_042083.1	9.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0011	7802	7942	+	NC_042083.1	15.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0012	7955	9154	+	NC_042083.1	114.9	5863	392.0	0.6	6.017e-124	p394412 VI_00688	5863	393.224335	1.9759253669385972e-117	No_custom_HMM	No_custom_HMM	No_custom_HMM	5863	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0013	9158	9349	+	NC_042083.1	2.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0014	9355	9471	+	NC_042083.1	5.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0015	9496	9684	+	NC_042083.1	5.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0016	9694	9957	+	NC_042083.1	37.5	14462	183.0	0.986	1.336e-56	NC_001421_p18	14462	143.467163	4.832929006652459e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	14462	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0017	9958	10125	+	NC_042083.1	16.9	8052	102.0	0.888	3.422e-29	NC_001421_p19	8052	96.613228	9.859032212418754e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	8052	Pyrodigal-gv_0.3.1	CDS	#ff59f5	membrane DNA delivery	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0018	10130	10345	+	NC_042083.1	25.3	8052	102.0	0.888	3.422e-29	NC_001421_p19	8052	99.230148	1.501643994172483e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	8052	Pyrodigal-gv_0.3.1	CDS	#ff59f5	membrane DNA delivery	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0019	10359	10649	+	NC_042083.1	28.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0020	10646	11188	+	NC_042083.1	47.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0021	11190	11375	+	NC_042083.1	14.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0022	11385	11984	+	NC_042083.1	54.8	342	47.0	0.294	2.07e-06	NC_028880_p38	4067	38.733147	7.995804195704538e-10	No_custom_HMM	No_custom_HMM	No_custom_HMM	342	Pyrodigal-gv_0.3.1	CDS	#3e83f6	internal virion protein with endolysin domain	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0023	11981	12388	+	NC_042083.1	8.4	873	146.0	0.567	8.578e-43	p239814 VI_06239	873	154.94986	6.380412642945609e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	873	Pyrodigal-gv_0.3.1	CDS	#3e83f6	endolysin	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0024	12385	12798	+	NC_042083.1	24.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0025	12809	13039	+	NC_042083.1	34.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0026	13276	13953	+	NC_042083.1	79.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0027	14001	14207	+	NC_042083.1	14.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0028	14204	14371	+	NC_042083.1	4.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0029	14361	14606	+	NC_042083.1	9.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0030	14599	14778	+	NC_042083.1	14.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0031	15043	15210	+	NC_042083.1	14.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0032	15207	15344	+	NC_042083.1	-2.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_042083.1_CDS_0033	15839	16132	+	NC_042083.1	8.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0001	396	569	+	NC_022094.1	2.6	22151	145.0	1.0	5.43e-44	NC_022094_p1	22151	124.013603	4.781518357271547e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	22151	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0002	598	1188	+	NC_022094.1	64.0	24295	461.0	1.0	9.147e-151	NC_022094_p2	24295	404.717316	9.801374392167968e-122	No_custom_HMM	No_custom_HMM	No_custom_HMM	24295	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0003	1219	1557	+	NC_022094.1	50.5	1456	95.0	0.51	1.371e-25	p213209 VI_05299	3502	50.323608	4.769310088589485e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	1456	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0004	1690	1965	+	NC_022094.1	42.7	22355	208.0	1.0	3.6970000000000003e-65	p395386 VI_00694	22355	177.841629	5.795844947175427e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	22355	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0005	1958	2161	+	NC_022094.1	8.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0006	2121	2471	+	NC_022094.1	60.9	8764	190.0	0.785	3.355e-58	p391586 VI_05072	8764	156.293533	8.096632334011471e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	8764	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0007	2474	3019	+	NC_022094.1	35.1	14882	311.0	0.805	9.503e-98	NC_005258_p11	14882	319.753967	2.4760764446481194e-95	No_custom_HMM	No_custom_HMM	No_custom_HMM	14882	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0008	3125	3763	+	NC_022094.1	58.9	2666	274.0	0.653	8.538e-86	p394408 VI_00688	2666	232.020584	2.6465771004185293e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0009	3938	4081	+	NC_022094.1	9.0	7771	90.0	0.93	4.234e-25	p394410 VI_00688	7771	84.096367	8.471352610299514e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	7771	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0010	4081	5142	+	NC_022094.1	99.7	5863	644.0	0.876	5.095e-211	p394412 VI_00688	5863	565.828796	6.663561056546655e-170	No_custom_HMM	No_custom_HMM	No_custom_HMM	5863	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0011	5191	5415	+	NC_022094.1	18.6	8076	144.0	0.928	2.685e-43	p390139 VI_00957	8076	123.326851	7.166894475817392e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	8076	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0012	5421	5600	+	NC_022094.1	12.8	4898	63.0	0.856	1.686e-15	KY947509_p35	4898	89.955513	1.87103753149335e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	4898	Pyrodigal-gv_0.3.1	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0013	5677	6150	+	NC_022094.1	58.5	34580	381.0	1.0	6.654000000000001e-124	NC_011523_p20	34580	334.034912	3.552092449618329e-100	No_custom_HMM	No_custom_HMM	No_custom_HMM	34580	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0014	6147	6323	+	NC_022094.1	-2.1	15071	124.0	0.991	1.538e-36	NC_011523_p21	15071	112.585129	1.5802939239228115e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	15071	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0015	6323	6469	+	NC_022094.1	8.6	13072	106.0	1.0	1.9780000000000002e-30	NC_011523_p22	13072	99.186638	1.8828833785213157e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	13072	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0016	6482	6757	+	NC_022094.1	40.5	7846	149.0	0.787	1.26e-44	p395398 VI_00694	7846	120.265976	6.156117128306149e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	7846	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0017	6761	7402	+	NC_022094.1	42.9	33507	528.0	1.0	7.7719999999999995e-174	NC_022094_p19	33507	457.250732	1.5772015195219952e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	33507	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0018	7402	8058	+	NC_022094.1	62.6	8251	442.0	0.96	3.226e-143	NC_005258_p26	8251	401.055084	4.015142060665279e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	8251	Pyrodigal-gv_0.3.1	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0019	8055	8582	+	NC_022094.1	38.7	8240	358.0	0.985	1.523e-115	NC_005258_p27	8240	308.519867	2.129313421817738e-92	No_custom_HMM	No_custom_HMM	No_custom_HMM	8240	Pyrodigal-gv_0.3.1	CDS	#07e9a2	pentameric base spike protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0020	8593	9468	+	NC_022094.1	85.2	9224	506.0	0.808	2.622e-164	NC_005258_p28	9224	428.557434	2.3116757929077163e-128	No_custom_HMM	No_custom_HMM	No_custom_HMM	9224	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0021	9472	9825	+	NC_022094.1	44.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0022	9838	10194	+	NC_022094.1	62.2	3321	141.0	0.618	2.4209999999999997e-41	NC_021784_p5	3321	132.452881	2.0435726794982537e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	3321	Pyrodigal-gv_0.3.1	CDS	#838383	rhodanese-related sulfurtransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0023	10196	10342	+	NC_022094.1	11.7	29872	117.0	1.0	2.112e-34	NC_011523_p30	29872	121.072792	2.4577307110872404e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	29872	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0024	10344	10985	+	NC_022094.1	91.4	5115	149.0	0.598	2.7119999999999995e-41	p216909 VI_00802	465	218.000031	3.3067699046695684e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	5115	Pyrodigal-gv_0.3.1	CDS	#ff59f5	ferredoxin	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_022094.1_CDS_0025	14038	11342	-	NC_022094.1	367.3	20414	2237.0	1.0	0.0	p366680 VI_00695	20414	2011.864868	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	20414	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0001	411	563	+	NC_011523.1	8.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	66	27.114651	6.236720618631974e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	66	Pyrodigal-gv_0.3.1	CDS	#fea328	excisionase and transcriptional regulator	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0002	556	1098	+	NC_011523.1	65.9	6243	239.0	0.663	2.247e-74	p366703 VI_00695	6243	234.145462	1.3478616665136253e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	6243	Pyrodigal-gv_0.3.1	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0003	1163	1393	+	NC_011523.1	15.4	9076	142.0	0.905	1.1830000000000001e-42	p339763 VI_00685	9076	128.384552	2.0489655152701982e-37	No_custom_HMM	No_custom_HMM	No_custom_HMM	9076	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0004	1456	2157	+	NC_011523.1	84.6	8330	421.0	0.851	6.3179999999999994e-136	p339762 VI_00685	8330	342.666718	2.1564102211590152e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	8330	Pyrodigal-gv_0.3.1	CDS	#ffdf59	genome terminal protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0005	2141	4366	+	NC_011523.1	300.7	1907	268.0	0.341	4.801000000000001e-78	NC_001825_p5	1907	472.340332	5.0134448288575666e-141	No_custom_HMM	No_custom_HMM	No_custom_HMM	1907	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0006	4368	4571	+	NC_011523.1	6.4	3502	80.0	0.595	5.388e-21	p113785 VI_00114	3502	72.130394	8.659553939674799e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	3502	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0007	4587	4724	+	NC_011523.1	13.0	9714	86.0	0.889	1.7199999999999998e-23	p339759 VI_00685	9714	85.839859	2.5982269153110817e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	9714	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0008	4827	5060	+	NC_011523.1	27.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0009	5073	5246	+	NC_011523.1	10.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0010	5243	5587	+	NC_011523.1	56.3	8764	169.0	0.67	6.283e-51	p391586 VI_05072	8764	141.383469	3.3186504027587035e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	8764	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0011	5581	6135	+	NC_011523.1	30.6	14882	321.0	0.817	2.645e-101	NC_005258_p11	14882	327.827698	8.458114770610968e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	14882	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0012	6241	6879	+	NC_011523.1	60.6	2666	266.0	0.633	8.75e-83	p394408 VI_00688	2666	231.140411	4.890149216057238e-68	No_custom_HMM	No_custom_HMM	No_custom_HMM	2666	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0013	7196	8260	+	NC_011523.1	106.4	5863	638.0	0.866	7.873000000000001e-209	p394412 VI_00688	5863	561.141602	1.7726458027948312e-168	No_custom_HMM	No_custom_HMM	No_custom_HMM	5863	Pyrodigal-gv_0.3.1	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0014	8306	8530	+	NC_011523.1	21.4	8076	145.0	0.935	1.038e-43	p390139 VI_00957	8076	124.370438	3.385667344153849e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	8076	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0015	8542	8706	+	NC_011523.1	10.7	4898	80.0	0.805	1.397e-21	KY947509_p35	4898	64.870758	1.2699685393957638e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	4898	Pyrodigal-gv_0.3.1	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0016	8783	9256	+	NC_011523.1	46.9	34580	388.0	1.0	3.111e-126	NC_011523_p20	34580	335.713409	1.0812524719835728e-100	No_custom_HMM	No_custom_HMM	No_custom_HMM	34580	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0017	9256	9432	+	NC_011523.1	-5.9	15071	122.0	0.979	5.465e-36	NC_011523_p21	15071	112.086868	2.2611085162143474e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	15071	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_011523.1_CDS_0018	9432	9578	+	NC_011523.1	2.4	13072	107.0	1.0	5.56e-31	NC_011523_p22	13072	100.593575	6.845014316269964e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	13072	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
