gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MN694036.1_CDS_0008	2489	2902	+	MN694036.1	52.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	51	36.494263	8.647820946398976e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	51	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0009	2889	3137	+	MN694036.1	19.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	5823	28.926228	1.2179091466936772e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	5823	Pyrodigal-gv_0.3.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0010	3091	4644	+	MN694036.1	139.7	2	55.0	0.225	1.015e-08	NC_006953_p8	2	76.974121	2.8133425343594977e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	2	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0011	4741	5217	+	MN694036.1	35.9	4177	48.0	0.246	8.516e-08	MF150911_p11	4177	63.720783	3.6437079605172173e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	4177	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0012	5210	5470	+	MN694036.1	12.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0013	5472	7016	+	MN694036.1	134.2	332	122.0	0.21	7.358e-29	NC_003907_p60	332	297.248688	3.7538660977438916e-88	No_custom_HMM	No_custom_HMM	No_custom_HMM	332	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0014	7013	7270	+	MN694036.1	8.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0015	7263	8081	+	MN694036.1	70.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0016	8218	8712	+	MN694036.1	44.6	3437	62.0	0.263	3.272e-11	NC_020481_p9	3437	85.798676	5.8639945906538794e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	3437	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0017	8703	9056	+	MN694036.1	1.8	3437	73.0	0.392	1.177e-14	NC_020481_p9	3437	86.368896	3.93082593038678e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	3437	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0018	9066	9341	+	MN694036.1	29.8	18004	79.0	0.463	2.165e-19	p217454 VI_04209	18004	80.277069	1.8690575978245161e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	18004	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0019	9394	10017	+	MN694036.1	31.7	394	99.0	0.366	1.105e-24	p146291 VI_00096	394	111.399918	7.248024019332059e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	394	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0020	10059	10877	+	MN694036.1	60.5	376	75.0	0.499	1.718e-14	NC_027393_p15	376	161.916199	4.398313742102331e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	376	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0021	10819	11994	+	MN694036.1	107.2	376	104.0	0.291	1.776e-23	NC_027393_p15	376	240.717621	6.376111910426287e-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	376	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0022	11994	12560	+	MN694036.1	33.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	418	36.665844	8.724591865991969e-09	No_custom_HMM	No_custom_HMM	No_custom_HMM	418	Pyrodigal-gv_0.3.1	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0023	12560	14896	+	MN694036.1	167.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0024	14899	16998	+	MN694036.1	141.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0025	16995	18362	+	MN694036.1	64.8	684	158.0	0.358	1.309e-39	p143564 VI_02820	684	221.638367	4.138666042916245e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	684	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0026	18334	19470	+	MN694036.1	58.8	684	158.0	0.306	1.309e-39	p143564 VI_02820	684	284.311798	4.691015589386787e-84	No_custom_HMM	No_custom_HMM	No_custom_HMM	684	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0027	19470	21431	+	MN694036.1	120.0	38058	111.0	0.401	1.371e-25	KU886269_p8	38058	98.237923	7.172548004465899e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	38058	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0028	21445	21732	+	MN694036.1	23.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0029	21735	22088	+	MN694036.1	22.9	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0030	22085	22474	+	MN694036.1	11.8	894	76.0	0.332	1.066e-16	KR093626_p4	894	93.687981	2.3068884740728085e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	894	Pyrodigal-gv_0.3.1	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0031	22476	22892	+	MN694036.1	54.7	3427	101.0	0.404	9.670000000000001e-26	KF005319_p80	3427	108.137749	6.853936503286691e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	3427	Pyrodigal-gv_0.3.1	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0032	22896	23642	+	MN694036.1	62.1	8741	121.0	0.445	1.376e-29	p1111 VI_01814	8741	141.915985	6.042663946101667e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	8741	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0033	23942	23631	-	MN694036.1	8.0	3502	53.0	0.413	1.924e-10	p113785 VI_00114	3502	44.921062	2.2310128545182002e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	3502	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0034	24972	23932	-	MN694036.1	104.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	434	75.661949	7.917061919865526e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	434	Pyrodigal-gv_0.3.1	CDS	#ffdf59	RecE-like recombination exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0035	26344	25121	-	MN694036.1	112.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	1	76.289467	6.176709060852621e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	Pyrodigal-gv_0.3.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0036	27333	26521	-	MN694036.1	74.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0037	28252	27467	-	MN694036.1	85.9	125	67.0	0.298	6.632e-14	p108293 VI_06205	125	86.96846	2.937352907669717e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	125	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA invertase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0038	28506	28309	-	MN694036.1	7.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0039	28823	28503	-	MN694036.1	23.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2059	29.684368	1.3895466661550302e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	2059	Pyrodigal-gv_0.3.1	CDS	#ff59f5	anti-restriction protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0040	28932	29126	+	MN694036.1	9.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0041	29174	29482	+	MN694036.1	8.2	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0042	29475	30035	+	MN694036.1	42.7	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0043	30048	31904	+	MN694036.1	158.2	2850	139.0	0.386	3.752e-35	p280403 VI_02056	2850	173.336548	1.6495493964878123e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	2850	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0044	32222	32734	+	MN694036.1	44.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0045	33097	32738	-	MN694036.1	46.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0046	33341	33183	-	MN694036.1	13.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0047	33949	33620	-	MN694036.1	25.1	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0048	34284	33949	-	MN694036.1	25.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0049	34460	34284	-	MN694036.1	16.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0050	34644	34486	-	MN694036.1	5.8	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0051	34858	35538	+	MN694036.1	30.5	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	270	30.906902	3.5542754329082806e-07	No_custom_HMM	No_custom_HMM	No_custom_HMM	270	Pyrodigal-gv_0.3.1	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MN694036.1_CDS_0052	35613	35684	+	MN694036.1	5.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	Pyrodigal-gv_0.3.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0001	1	435	+	MF695815.1	19.8	12559	299.0	0.979	8.985e-95	MF695815_p1	12559	265.181366	2.4332485462254198e-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	12559	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0002	445	1977	+	MF695815.1	156.4	2699	256.0	0.499	1.714e-75	p400353 VI_01755	9	374.853363	2.6102287325607604e-111	No_custom_HMM	No_custom_HMM	No_custom_HMM	2699	Pyrodigal-gv_0.3.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0003	1980	3257	+	MF695815.1	120.5	12	285.0	0.433	1.758e-84	p213127 VI_06558	12	389.178619	1.043465952167327e-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	12	Pyrodigal-gv_0.3.1	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0004	3275	3943	+	MF695815.1	54.9	80	114.0	0.394	9.447000000000001e-30	MF678788_p6	80	196.096222	3.1490080538748285e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	80	Pyrodigal-gv_0.3.1	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0005	3955	5118	+	MF695815.1	176.6	10	128.0	0.328	6.273e-32	p205037 VI_04338	10	295.652557	2.352820784000526e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	10	Pyrodigal-gv_0.3.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0006	5155	5397	+	MF695815.1	10.3	18204	194.0	1.0	1.228e-59	p73358 VI_02719	18204	187.603226	8.560093479526689e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	18204	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0007	5345	5671	+	MF695815.1	16.4	40	79.0	0.428	8.216e-19	KY653124_p48	40	96.566185	2.58742453304312e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	40	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0008	5732	5929	+	MF695815.1	13.2	2612	56.0	0.455	9.256e-12	p326943 VI_02598	2612	91.666336	5.466106140850751e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	2612	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0009	5931	6263	+	MF695815.1	25.9	25	91.0	0.485	4.276e-23	p259995 VI_06031	25	143.589951	2.4250546893283563e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	25	Pyrodigal-gv_0.3.1	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0010	6256	6795	+	MF695815.1	45.0	17053	43.0	0.448	3.515e-07	KR093651_p23	5	75.306259	1.2552093786914208e-20	No_custom_HMM	No_custom_HMM	No_custom_HMM	17053	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0011	6792	7157	+	MF695815.1	22.2	78	66.0	0.357	2.57e-14	NC_024356_p11	78	89.152122	5.49074755141232e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	78	Pyrodigal-gv_0.3.1	CDS	#35d7ff	tail terminator	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0012	7214	7705	+	MF695815.1	38.3	158	90.0	0.352	1.115e-21	p201865 VI_02938	158	122.178841	6.752757555535707e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	158	Pyrodigal-gv_0.3.1	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0013	7749	8102	+	MF695815.1	57.3	1749	112.0	0.422	3.412e-29	p379479 VI_09071	1749	154.112595	4.7506395722768454e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	1749	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0014	8135	8398	+	MF695815.1	9.2	337	111.0	0.632	2.2880000000000002e-30	NC_016765_p18	337	77.121529	2.6402036346213354e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	337	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0015	8455	8826	+	MF695815.1	16.4	2320	81.0	0.402	3.838e-19	p69994 VI_10047	2320	108.930466	4.494523202818001e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	2320	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0016	8890	11325	+	MF695815.1	175.0	2854	677.0	0.504	1.0749999999999999e-213	p165767 VI_11886	2854	987.177795	2.046759651369009e-296	No_custom_HMM	No_custom_HMM	No_custom_HMM	2854	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0017	11325	11804	+	MF695815.1	23.9	384	130.0	0.483	7.420000000000001e-36	p257441 VI_10110	384	204.275879	7.75438414009458e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	384	Pyrodigal-gv_0.3.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0018	11791	12273	+	MF695815.1	61.8	396	123.0	0.467	1.8249999999999998e-33	p352115 VI_08543	396	208.631058	9.080464274657287e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	396	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0019	12283	12663	+	MF695815.1	35.2	329	65.0	0.33	1.75e-13	NC_015466_p83	329	46.466591	3.250529406536056e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	329	Pyrodigal-gv_0.3.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0020	12660	15728	+	MF695815.1	320.4	23466	743.0	0.986	2.674e-244	p327293 VI_02624	469	980.293945	1.831229941226771e-294	No_custom_HMM	No_custom_HMM	No_custom_HMM	23466	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0021	15803	19465	+	MF695815.1	217.6	18498	154.0	0.557	6.999999999999999e-41	JX483880_p54	18498	2806.928711	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	18498	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0022	20271	19513	-	MF695815.1	66.0	4390	179.0	0.401	6.589999999999999e-51	p356763 VI_06935	4390	178.926056	2.5298986881171955e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	4390	Pyrodigal-gv_0.3.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0023	22223	20271	-	MF695815.1	153.1	4201	482.0	0.418	6.65e-148	p186896 VI_03028	4201	534.172058	1.198734440799098e-159	No_custom_HMM	No_custom_HMM	No_custom_HMM	4201	Pyrodigal-gv_0.3.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MF695815.1_CDS_0024	22315	22866	+	MF695815.1	32.3	125	168.0	0.579	1.616e-48	p108293 VI_06205	125	290.766876	1.852272910847455e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	125	Pyrodigal-gv_0.3.1	CDS	#ffdf59	DNA invertase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
