locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
ON170207.1_13					phrog_969	VOG03439	VOG:VOG03439	83	9.9e-35	115.1		hypothetical protein
ON170207.1_14					phrog_11094	VOG36949	VOG:VOG36949	70	3.4e-46	151.8		tail tube protein
ON170207.1_15					phrog_14400	VOG36951	VOG:VOG36951	70	1.1e-45	150.2		hypothetical protein
ON170207.1_16					phrog_6333	VOG36950	VOG:VOG36950	93	8.1e-40	131.8		hypothetical protein
ON170207.1_17					phrog_13407	VOG36947	VOG:VOG36947	82	3.1e-54	177.2		gp264
ON170207.1_18					phrog_2866	VOG36946	VOG:VOG36946	109	5.1e-57	186.9		hypothetical protein
ON170207.1_19					phrog_638		PHROG:phrog_638	97	2.8e-25	85.1		transcriptional regulator
ON170245.1_1					phrog_638		PHROG:phrog_638	97	2.8e-25	85.1		transcriptional regulator
ON170245.1_2					phrog_2866	VOG36946	VOG:VOG36946	109	5.1e-57	186.9		hypothetical protein
ON170245.1_3					phrog_13407	VOG36947	VOG:VOG36947	82	3.1e-54	177.2		gp264
ON170245.1_4					phrog_6333	VOG36950	VOG:VOG36950	93	8.1e-40	131.8		hypothetical protein
ON170245.1_5					phrog_14400	VOG36951	VOG:VOG36951	70	1.1e-45	150.2		hypothetical protein
ON170245.1_6					phrog_11094	VOG36949	VOG:VOG36949	70	3.4e-46	151.8		tail tube protein
ON170245.1_7					phrog_969	VOG03439	VOG:VOG03439	83	9.9e-35	115.1		hypothetical protein
ON170245.1_8					phrog_2186	VOG36952	VOG:VOG36952	73	9.1e-46	150.5		hypothetical protein
ON170245.1_9					phrog_4544	VOG36887	VOG:VOG36887	508	3.1e-220	728.3		hypothetical protein
ON170245.1_10					phrog_974	VOG03318	VOG:VOG03318	110	6.6e-41	135.8		hypothetical protein
ON170245.1_11		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	438	1.9e-116	385.9		Protein OPG159
ON170245.1_12												Hypothetical
ON170245.1_13					phrog_3419	VOG36945	VOG:VOG36945	312	3.6e-175	577.8		hypothetical protein
ON170245.1_14					phrog_33990		PHROG:phrog_33990	93	1e-63	207.9		hypothetical
ON170245.1_15		K21528	COG1961		phrog_125	VOG00303	PHROG:phrog_125	197	4e-71	235.2		DNA invertase
ON170245.1_16		K01875	COG0172		phrog_16140	VOG02981	PHROG:phrog_16140	439	1.5e-220	728.4		hypothetical
ON170245.1_17		K07478	COG2256		phrog_5846		COG:COG2256	390	8.4e-145	479.9		Replication-associated recombination protein RarA (DNA-dependent ATPase)
ON170245.1_18		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	427	8.6e-40	129.0		Replication-associated protein
ON170245.1_19												Hypothetical
ON170249.1_1												Hypothetical
ON170249.1_2		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	427	8.6e-40	129.0		Replication-associated protein
ON170249.1_3		K07478	COG2256		phrog_5846		COG:COG2256	390	8.4e-145	479.9		Replication-associated recombination protein RarA (DNA-dependent ATPase)
ON170249.1_4		K01875	COG0172		phrog_16140	VOG02981	PHROG:phrog_16140	439	1.5e-220	728.4		hypothetical
ON170249.1_5		K21528	COG1961		phrog_125	VOG00303	PHROG:phrog_125	197	4e-71	235.2		DNA invertase
ON170249.1_6					phrog_33990		PHROG:phrog_33990	93	1e-63	207.9		hypothetical
ON170249.1_7					phrog_3419	VOG36945	VOG:VOG36945	312	3.6e-175	577.8		hypothetical protein
ON170249.1_8												Hypothetical
ON170249.1_9		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	438	1.9e-116	385.9		Protein OPG159
ON170249.1_10					phrog_974	VOG03318	VOG:VOG03318	110	6.6e-41	135.8		hypothetical protein
ON170249.1_11					phrog_4544	VOG36887	VOG:VOG36887	508	3.1e-220	728.3		hypothetical protein
ON170249.1_12					phrog_2186	VOG36952	VOG:VOG36952	73	9.1e-46	150.5		hypothetical protein
ON170249.1_13					phrog_969	VOG03439	VOG:VOG03439	83	9.9e-35	115.1		hypothetical protein
ON170249.1_14					phrog_11094	VOG36949	VOG:VOG36949	70	3.4e-46	151.8		tail tube protein
ON170249.1_15					phrog_14400	VOG36951	VOG:VOG36951	70	1.1e-45	150.2		hypothetical protein
ON170249.1_16					phrog_6333	VOG36950	VOG:VOG36950	93	8.1e-40	131.8		hypothetical protein
ON170249.1_17					phrog_13407	VOG36947	VOG:VOG36947	82	3.1e-54	177.2		gp264
ON170249.1_18					phrog_2866	VOG36946	VOG:VOG36946	109	5.1e-57	186.9		hypothetical protein
ON170249.1_19					phrog_638		PHROG:phrog_638	97	2.8e-25	85.1		transcriptional regulator
ON170299.1_1												Hypothetical
ON170299.1_2		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	427	8.6e-40	129.0		Replication-associated protein
ON170299.1_3		K07478	COG2256		phrog_5846		COG:COG2256	390	8.4e-145	479.9		Replication-associated recombination protein RarA (DNA-dependent ATPase)
ON170299.1_4		K01875	COG0172		phrog_16140	VOG02981	PHROG:phrog_16140	439	1.5e-220	728.4		hypothetical
ON170299.1_5		K21528	COG1961		phrog_125	VOG00303	PHROG:phrog_125	197	4e-71	235.2		DNA invertase
ON170299.1_6					phrog_33990		PHROG:phrog_33990	93	1e-63	207.9		hypothetical
ON170299.1_7					phrog_3419	VOG36945	VOG:VOG36945	312	3.6e-175	577.8		hypothetical protein
ON170299.1_8												Hypothetical
ON170299.1_9		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	438	1.9e-116	385.9		Protein OPG159
ON170299.1_10					phrog_974	VOG03318	VOG:VOG03318	110	6.6e-41	135.8		hypothetical protein
ON170299.1_11					phrog_4544	VOG36887	VOG:VOG36887	508	3.1e-220	728.3		hypothetical protein
ON170299.1_12					phrog_2186	VOG36952	VOG:VOG36952	73	9.1e-46	150.5		hypothetical protein
ON170299.1_13					phrog_969	VOG03439	VOG:VOG03439	83	9.9e-35	115.1		hypothetical protein
ON170299.1_14					phrog_11094	VOG36949	VOG:VOG36949	70	3.4e-46	151.8		tail tube protein
ON170299.1_15					phrog_14400	VOG36951	VOG:VOG36951	70	1.1e-45	150.2		hypothetical protein
ON170299.1_16					phrog_6333	VOG36950	VOG:VOG36950	93	8.1e-40	131.8		hypothetical protein
ON170299.1_17					phrog_13407	VOG36947	VOG:VOG36947	82	3.1e-54	177.2		gp264
ON170299.1_18					phrog_2866	VOG36946	VOG:VOG36946	109	5.1e-57	186.9		hypothetical protein
ON170299.1_19					phrog_638		PHROG:phrog_638	97	2.8e-25	85.1		transcriptional regulator
ON170308.1_1					phrog_638		PHROG:phrog_638	97	2.8e-25	85.1		transcriptional regulator
ON170308.1_2					phrog_2866	VOG36946	VOG:VOG36946	109	5.1e-57	186.9		hypothetical protein
ON170308.1_3					phrog_13407	VOG36947	VOG:VOG36947	82	3.1e-54	177.2		gp264
ON170308.1_4					phrog_6333	VOG36950	VOG:VOG36950	93	8.1e-40	131.8		hypothetical protein
ON170308.1_5					phrog_14400	VOG36951	VOG:VOG36951	70	1.1e-45	150.2		hypothetical protein
ON170308.1_6					phrog_11094	VOG36949	VOG:VOG36949	70	3.4e-46	151.8		tail tube protein
ON170308.1_7					phrog_969	VOG03439	VOG:VOG03439	83	9.9e-35	115.1		hypothetical protein
ON170308.1_8					phrog_2186	VOG36952	VOG:VOG36952	73	9.1e-46	150.5		hypothetical protein
ON170308.1_9					phrog_4544	VOG36887	VOG:VOG36887	508	3.1e-220	728.3		hypothetical protein
ON170308.1_10					phrog_974	VOG03318	VOG:VOG03318	110	6.6e-41	135.8		hypothetical protein
ON170308.1_11		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	438	1.9e-116	385.9		Protein OPG159
ON170308.1_12												Hypothetical
ON170308.1_13					phrog_3419	VOG36945	VOG:VOG36945	312	3.6e-175	577.8		hypothetical protein
ON170308.1_14					phrog_33990		PHROG:phrog_33990	93	1e-63	207.9		hypothetical
ON170308.1_15		K21528	COG1961		phrog_125	VOG00303	PHROG:phrog_125	197	4e-71	235.2		DNA invertase
ON170308.1_16		K01875	COG0172		phrog_16140	VOG02981	PHROG:phrog_16140	439	1.5e-220	728.4		hypothetical
ON170308.1_17		K07478	COG2256		phrog_5846		COG:COG2256	390	8.4e-145	479.9		Replication-associated recombination protein RarA (DNA-dependent ATPase)
ON170308.1_18		K14059	COG4974		phrog_1	VOG00056	VOG:VOG00056	427	8.6e-40	129.0		Replication-associated protein
ON170308.1_19												Hypothetical
ON170320.1_1					phrog_638	VOG01236	PHROG:phrog_638	157	2.1e-41	137.3		transcriptional regulator
ON170320.1_2												Hypothetical
ON170320.1_3			COG2946		phrog_453	VOG36849	VOG:VOG36849	379	2.5e-107	352.0		hypothetical protein
ON170320.1_4					phrog_4994	VOG36884	VOG:VOG36884	104	2.4e-59	194.6		hypothetical protein
ON170320.1_5					phrog_4644	VOG06326	VOG:VOG06326	78	3.5e-33	110.2		hypothetical protein
ON170320.1_6												Hypothetical
ON170320.1_7					phrog_4352	VOG37227	VOG:VOG37227	478	4.2e-149	491.8		clostripain precursor
ON170320.1_8					phrog_1242	VOG01896	VOG:VOG01896	106	3.1e-35	117.1		hypothetical protein
ON170320.1_9		K10954	COG4128		phrog_197	VOG36850	VOG:VOG36850	385	2e-95	316.7		Protein OPG159
ON170320.1_10					phrog_9651	VOG36888	PHROG:phrog_9651	206	1.1e-63	203.2		hypothetical
ON170320.1_11					phrog_11797	VOG36889	PHROG:phrog_11797	144	2.2e-98	322.3		hypothetical
ON170320.1_12		K07052	COG1266				COG:COG1266	340	7e-27	88.6		Membrane protease YdiL, CAAX protease family
ON170320.1_13												Hypothetical
ON170320.1_14												Hypothetical
ON170320.1_15		K00208	COG0623		phrog_3142		COG:COG0623	261	7.9e-118	389.9		Enoyl-[acyl-carrier-protein] reductase FabI
ON170320.1_16	K00925	K00925	COG0282				COG:COG0282	393	1.9e-169	560.9		Acetate kinase
ON170320.1_17	K00625	K00625	COG0280				FOAM:K00625	314	2.2e-123	409.0	2.3.1.8	E2.3.1.8, pta; phosphate acetyltransferase
ON170320.1_18			COG3243				COG:COG3243	761	3.2e-90	299.9		Poly-beta-hydroxybutyrate synthase
ON170320.1_19		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	569	3.4e-55	184.3		Site-specific recombinase XerD
ON170320.1_20		K16370	COG1105				KEGG:K16370	318	4.7e-136	450.3	2.7.1.11	6-phosphofructokinase 2
ON170320.1_21												Hypothetical
ON170320.1_22		K20150					KEGG:K20150	447	7e-67	170.0	1.16.9.1	Iron:rusticyanin reductase
ON170320.1_23			COG2863				COG:COG2863	154	5e-47	157.3		Cytochrome c553
ON170320.1_24	K00525	K00525	COG0209		phrog_84	VOG00122	COG:COG0209	610	1.5e-157	522.5		Ribonucleotide reductase alpha subunit
ON170320.1_25												Hypothetical
ON170320.1_26		K03798	COG0465		phrog_30773	VOG00842	COG:COG0465	433	8.6e-180	595.8		ATP-dependent Zn proteases
ON170320.1_27												Hypothetical
ON170320.1_28												Hypothetical
ON170320.1_29												Hypothetical
MW202766.1_1												Hypothetical
MW202766.1_2												Hypothetical
MW202766.1_3					phrog_757	VOG02611	VOG:VOG02611	203	3e-23	78.6		hypothetical protein
MW202766.1_4												Hypothetical
MW202766.1_5												Hypothetical
MW202766.1_6												Hypothetical
MZ474491.1_1					phrog_5219		PHROG:phrog_5219	60	6.8e-25	83.2		hypothetical
MZ474491.1_2					phrog_702		PHROG:phrog_702	377	1.8e-113	375.7		replication protein
MZ474491.1_3					phrog_7248		PHROG:phrog_7248	91	1.1e-36	121.3		hypothetical
MZ474491.1_4					phrog_2866		PHROG:phrog_2866	100	1.1e-23	80.1		single strand DNA binding protein
MZ474491.1_5												Hypothetical
MZ474491.1_6					phrog_3354	VOG36904	PHROG:phrog_3354	45	7.5e-27	89.3		major capsid protein
MZ474491.1_7					phrog_4544		PHROG:phrog_4544	464	6.2e-76	252.5		hypothetical
MZ474491.1_8					phrog_974	VOG03318	PHROG:phrog_974	113	1.5e-25	86.5		minor head protein
MZ474491.1_9		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	376	3.1e-78	260.1		Zot-like toxin
MZ474491.1_10												Hypothetical
MZ474491.1_11					phrog_13909		PHROG:phrog_13909	77	6.9e-30	99.3		hypothetical
MZ474491.1_12												Hypothetical
MT188662.1_1					phrog_638	VOG01236	PHROG:phrog_638	123	2.2e-52	173.1		transcriptional regulator
MT188662.1_2					phrog_24173		PHROG:phrog_24173	102	4.7e-63	206.2		hypothetical
MT188662.1_3					phrog_3104		PHROG:phrog_3104	72	3.1e-43	142.3		hypothetical
MT188662.1_4			COG2946		phrog_453	VOG36849	PHROG:phrog_453	383	1.8e-127	421.9		replication initiation protein
MT188662.1_5					phrog_1410	VOG36903	VOG:VOG36903	120	2e-56	185.2		Uncharacterized protein L631
MT188662.1_6					phrog_969	VOG03439	VOG:VOG03439	77	3.4e-31	103.8		hypothetical protein
MT188662.1_7					phrog_1859	VOG37128	VOG:VOG37128	82	4e-53	174.0		hypothetical protein
MT188662.1_8					phrog_1698	VOG03342	VOG:VOG03342	487	1.2e-179	594.6		hypothetical protein
MT188662.1_9					phrog_306	VOG36876	VOG:VOG36876	115	6.8e-59	193.7		hypothetical protein
MT188662.1_10		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	462	3.8e-101	335.4		Zot-like toxin
MT188662.1_11					phrog_25106		PHROG:phrog_25106	53	8.4e-32	105.7		hypothetical
MT188662.1_12					phrog_10360		PHROG:phrog_10360	52	2.8e-24	81.0		hypothetical
MT188662.1_13					phrog_15613		PHROG:phrog_15613	82	5.2e-48	157.5		hypothetical
MT188662.1_14												Hypothetical
MT188662.1_15												Hypothetical
MT188662.1_16					phrog_9329		PHROG:phrog_9329	237	4.3e-135	445.3		hypothetical
MT188662.1_17												Hypothetical
MT188662.1_18												Hypothetical
MT188662.1_19					phrog_1668	VOG06407	VOG:VOG06407	122	2.7e-66	218.1		hypothetical protein
OF064846.1_1					phrog_8855	VOG06218	VOG:VOG06218	277	8.3e-174	574.6		hypothetical protein
OF064846.1_2					phrog_1199	VOG36851	VOG:VOG36851	88	9e-34	112.0		hypothetical protein
OF064846.1_3					phrog_1646	VOG36872	VOG:VOG36872	74	1.6e-39	130.3		hypothetical protein
OF064846.1_4					phrog_8482	VOG06220	PHROG:phrog_8482	425	8.9e-265	874.3		attachment protein
OF064846.1_5					phrog_1944	VOG01881	VOG:VOG01881	113	2.5e-50	166.1		Highly immunogenic outer capsid protein
OF064846.1_6		K10954			phrog_1675	VOG36873	VOG:VOG36873	349	1.3e-184	609.5		hypothetical protein
OF064846.1_7		K02507	COG1450		phrog_1012	VOG36874	VOG:VOG36874	427	2.9e-198	654.9		gp6
OF064846.1_8	K12111	K12111	COG3250				FOAM:K12111	169	3.5e-39	130.5	3.2.1.23	ebgA; evolved beta-galactosidase subunit alpha
OF064846.1_9					phrog_702	VOG06218	VOG:VOG06218	134	1.9e-83	276.9		hypothetical protein
BK025893.1_1		K05874	COG4564		phrog_8572		KEGG:K05874	227	9.7e-64	212.6		Methyl-accepting chemotaxis protein I, serine sensor receptor
BK025893.1_2			COG4974		phrog_1	VOG00056	COG:COG4974	98	8.7e-21	70.8		Site-specific recombinase XerD
BK025893.1_3			COG1443				COG:COG1443	161	1.2e-24	83.8		Isopentenyldiphosphate isomerase
BK025893.1_4		K14394	COG0394		phrog_12429		PHROG:phrog_12429	152	2.5e-41	137.7		hypothetical
BK025893.1_5		K03733	COG4974		phrog_1	VOG00056	KEGG:K03733	358	5.6e-73	243.3		Integrase/recombinase XerC
BK025893.1_6												Hypothetical
BK025893.1_7												Hypothetical
BK025893.1_8												Hypothetical
BK025893.1_9												Hypothetical
BK025893.1_10												Hypothetical
BK025893.1_11												Hypothetical
BK025893.1_12												Hypothetical
BK025893.1_13												Hypothetical
BK025893.1_14												Hypothetical
BK025893.1_15	K01624	K01624	COG0191		phrog_32062		FOAM:K01624	154	2.9e-54	181.2	4.1.2.13	FBA, fbaA; fructose-bisphosphate aldolase, class II
BK026233.1_1	K01955	K01955	COG0458		phrog_29784		FOAM:K01955	225	6.3e-110	364.9	6.3.5.5	carB, CPA2; carbamoyl-phosphate synthase large subunit
BK026233.1_2		K15971	COG3315		phrog_36408		PHROG:phrog_36408	278	5e-68	225.8		hypothetical
BK026233.1_3												Hypothetical
BK026233.1_4		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	326	2.7e-69	230.6		Site-specific recombinase XerD
BK026233.1_5		K07467	COG2946		phrog_453		KEGG:K07467	385	2.5e-61	203.9		Phage replication initiation protein
BK026233.1_6		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	228	3.1e-38	128.4		Zona occludens toxin
BK026233.1_7												Hypothetical
BK026233.1_8												Hypothetical
BK026233.1_9												Hypothetical
BK026233.1_10												Hypothetical
BK026233.1_11												Hypothetical
BK026233.1_12												Hypothetical
BK026233.1_13												Hypothetical
BK026233.1_14					phrog_13890		PHROG:phrog_13890	58	1.1e-20	69.9		hypothetical
BK026233.1_15					phrog_21557		PHROG:phrog_21557	208	3.5e-26	88.5		hypothetical
BK026415.1_1												Hypothetical
BK026415.1_2												Hypothetical
BK026415.1_3		K10954	COG4128		phrog_197		KEGG:K10954	209	3.5e-34	115.1		Zona occludens toxin
BK026415.1_4												Hypothetical
BK026415.1_5												Hypothetical
BK026415.1_6												Hypothetical
BK026415.1_7												Hypothetical
BK026415.1_8												Hypothetical
BK026415.1_9												Hypothetical
BK026415.1_10												Hypothetical
BK026415.1_11												Hypothetical
BK026415.1_12		K10954	COG4128		phrog_197		KEGG:K10954	206	1.1e-33	113.6		Zona occludens toxin
BK026415.1_13					phrog_3419		PHROG:phrog_3419	271	1.1e-18	63.6		rolling circle DNA replication initiation
BK026415.1_14												Hypothetical
BK026415.1_15												Hypothetical
BK026415.1_16												Hypothetical
BK026415.1_17		K07560	COG1490				COG:COG1490	150	7.1e-68	223.9		D-aminoacyl-tRNA deacylase
BK026415.1_18			COG1102				COG:COG1102	56	7.8e-20	67.4		Cytidylate kinase
BK026520.1_1		K06180	COG0564				COG:COG0564	98	1.2e-38	129.8		Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific
BK026520.1_2		K07149	COG1102		phrog_29548		COG:COG1102	212	3e-78	260.1		Cytidylate kinase
BK026520.1_3												Hypothetical
BK026520.1_4												Hypothetical
BK026520.1_5												Hypothetical
BK026520.1_6												Hypothetical
BK026520.1_7		K10954	COG4128		phrog_197		KEGG:K10954	207	4.7e-35	118.0		Zona occludens toxin
BK026520.1_8												Hypothetical
BK026520.1_9												Hypothetical
BK026520.1_10												Hypothetical
BK026520.1_11												Hypothetical
BK026520.1_12												Hypothetical
BK026520.1_13												Hypothetical
BK026520.1_14												Hypothetical
BK026520.1_15												Hypothetical
BK026520.1_16		K16422	COG1304				COG:COG1304	341	1e-77	258.2		FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
BK026520.1_17		K24180	COG0679				COG:COG0679	311	5.4e-60	199.1		Predicted permease, AEC (auxin efflux carrier) family
BK026520.1_18		K06158	COG0488		phrog_293, phrog_293	VOG06047	COG:COG0488	518	1.7e-181	601.4		ATPase components of ABC transporters with duplicated ATPase domains
BK026520.1_19		K13572	COG2378				COG:COG2378	350	4.1e-43	144.5		Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains
BK026520.1_20												Hypothetical
BK026520.1_21		K19286	COG0778				COG:COG0778	173	1e-39	133.2		Nitroreductase
BK026520.1_22			COG4443		phrog_26484		COG:COG4443	69	3.3e-40	133.9		Uncharacterized conserved protein
BK026520.1_23		K01156	COG3587		phrog_11902, phrog_11902	VOG25100	COG:COG3587	1035	2.1e-253	840.1		Restriction endonuclease, type III RM system
BK026520.1_24		K07316	COG2189		phrog_67	VOG00306	COG:COG2189	636	3.1e-153	508.1		Adenine specific DNA methylase Mod
BK026520.1_25												Hypothetical
BK026520.1_26												Hypothetical
BK026520.1_27		K14058	COG0037		phrog_27769		KEGG:K14058	248	4e-84	279.5		TRNA 2-thiocytidine biosynthesis protein TtcA
BK026520.1_28		K07560	COG1490				COG:COG1490	149	1.4e-66	219.7		D-aminoacyl-tRNA deacylase
BK026520.1_29			COG2013				COG:COG2013	178	2.1e-66	220.0		AIM24 protein, required for mitochondrial respiration
BK026520.1_30												Hypothetical
BK026520.1_31												Hypothetical
BK026520.1_32		K03437	COG0566, COG0566				KEGG:K03437	308	3.4e-47	154.4		RNA methyltransferase, TrmH family
BK026520.1_33		K03733	COG4974		phrog_1	VOG00056	COG:COG4974	350	4.9e-69	229.7		Site-specific recombinase XerD
BK026859.1_1			COG1228				COG:COG1228	388	4.2e-81	269.4		Imidazolonepropionase or related amidohydrolase
BK026859.1_2						VOG00144	VOG:VOG00144	340	4e-32	108.4		Uncharacterized 7.8 kDa protein in ral-gp17 intergenic region
BK026859.1_3		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	207	2e-37	125.9		Zona occludens toxin
BK026859.1_4												Hypothetical
BK026859.1_5												Hypothetical
BK026859.1_6												Hypothetical
BK026859.1_7												Hypothetical
BK026859.1_8												Hypothetical
BK026859.1_9												Hypothetical
BK026859.1_10												Hypothetical
BK026859.1_11												Hypothetical
BK026859.1_12												Hypothetical
BK026859.1_13												Hypothetical
BK027000.1_1		K15599	COG0600		phrog_6743		COG:COG0600	265	8.6e-85	281.3		ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
BK027000.1_2			COG0011				COG:COG0011	99	8e-34	113.4		Thiamin-binding stress-response protein YqgV, UPF0045 family
BK027000.1_3												Hypothetical
BK027000.1_4												Hypothetical
BK027000.1_5												Hypothetical
BK027000.1_6					phrog_15077		PHROG:phrog_15077	237	6.5e-26	87.8		hypothetical
BK027000.1_7												Hypothetical
BK027000.1_8												Hypothetical
BK027000.1_9												Hypothetical
BK027000.1_10												Hypothetical
BK027000.1_11												Hypothetical
BK027000.1_12												Hypothetical
BK027000.1_13												Hypothetical
BK027000.1_14												Hypothetical
BK027000.1_15												Hypothetical
BK027000.1_16		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	220	9.4e-37	123.5		Zona occludens toxin
BK027000.1_17												Hypothetical
BK027158.1_1												Hypothetical
BK027158.1_2												Hypothetical
BK027158.1_3												Hypothetical
BK027158.1_4												Hypothetical
BK027158.1_5												Hypothetical
BK027158.1_6		K10954					KEGG:K10954	266	4.2e-18	62.1		Zona occludens toxin
BK027158.1_7												Hypothetical
BK027158.1_8												Hypothetical
BK027158.1_9												Hypothetical
BK027158.1_10												Hypothetical
BK027321.1_1												Hypothetical
BK027321.1_2		K10954	COG4128		phrog_197	VOG36850	PHROG:phrog_197	327	2.7e-56	187.9		Zot-like toxin
BK027321.1_3		K02453	COG1450		phrog_1012	VOG36874	PHROG:phrog_1012	405	3.4e-107	355.0		assembly (protein IV of M13)
BK027321.1_4												Hypothetical
BK027321.1_5					phrog_702		PHROG:phrog_702	373	8.1e-103	340.5		replication protein
BK027321.1_6					phrog_1199	VOG36851	PHROG:phrog_1199	95	4.4e-28	93.7		single strand DNA binding protein
BK027321.1_7												Hypothetical
BK027321.1_8												Hypothetical
BK027377.1_1												Hypothetical
BK027377.1_2		K10954	COG4128		phrog_197		KEGG:K10954	207	5.1e-35	117.9		Zona occludens toxin
BK027377.1_3												Hypothetical
BK027377.1_4												Hypothetical
BK027377.1_5												Hypothetical
BK027377.1_6												Hypothetical
BK027377.1_7												Hypothetical
BK027377.1_8												Hypothetical
BK027377.1_9		K01662	COG1154, COG1154				KEGG:K01662	585	5.2e-198	649.6	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
BK027377.1_10		K21745	COG0789		phrog_11671		KEGG:K21745	126	2.1e-50	166.7		MerR family transcriptional regulator, aldehyde-responsive regulator
BK027377.1_11		K16422	COG1304				COG:COG1304	342	3.3e-77	256.5		FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
BK027377.1_12		K06158	COG0488		phrog_293, phrog_293, phrog_293	VOG06047	COG:COG0488	518	4.4e-181	600.0		ATPase components of ABC transporters with duplicated ATPase domains
BK027377.1_13		K13573	COG2378				COG:COG2378	255	1.2e-35	119.8		Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains
BK027377.1_14												Hypothetical
BK027377.1_15		K06199	COG0239				COG:COG0239	122	4e-44	147.6		Fluoride ion exporter CrcB/FEX, affects chromosome condensation
BK027377.1_16		K19286	COG0778				COG:COG0778	173	9.3e-39	130.1		Nitroreductase
BK027377.1_17			COG4443		phrog_26484		COG:COG4443	69	7.1e-40	132.8		Uncharacterized conserved protein
BK027483.1_1	K01958	K01958	COG1038				FOAM:K01958	381	4.4e-147	488.1	6.4.1.1	PC, pyc; pyruvate carboxylase
BK027483.1_2		K03327	COG0534		phrog_6241		COG:COG0534	362	1.7e-72	240.4		Na+-driven multidrug efflux pump, DinF/NorM/MATE family
BK027483.1_3												Hypothetical
BK027483.1_4		K07467	COG2946		phrog_453	VOG36849	KEGG:K07467	330	1.3e-58	194.9		Phage replication initiation protein
BK027483.1_5		K10954	COG4128		phrog_197	VOG36850	KEGG:K10954	262	7.3e-39	130.7		Zona occludens toxin
BK027483.1_6												Hypothetical
BK027483.1_7												Hypothetical
BK027483.1_8												Hypothetical
BK027483.1_9												Hypothetical
BK027483.1_10												Hypothetical
BK027483.1_11												Hypothetical
BK027483.1_12												Hypothetical
BK027483.1_13												Hypothetical
BK027663.1_1												Hypothetical
BK027663.1_2												Hypothetical
BK027663.1_3												Hypothetical
BK027663.1_4												Hypothetical
BK027663.1_5												Hypothetical
BK027663.1_6		K17256			phrog_35892, phrog_35892, phrog_18805	VOG35372	PHROG:phrog_35892	659	1.7e-118	119.7		hypothetical
BK027663.1_7		K14060	COG1961		phrog_125	VOG00303	PHROG:phrog_125	193	8.3e-58	191.7		DNA invertase
BK027663.1_8												Hypothetical
BK027663.1_9					phrog_3419		PHROG:phrog_3419	296	8.4e-20	67.3		rolling circle DNA replication initiation
BK027663.1_10												Hypothetical
BK027663.1_11												Hypothetical
BK027663.1_12												Hypothetical
BK027663.1_13												Hypothetical
BK027663.1_14												Hypothetical
BK027663.1_15												Hypothetical
BK027663.1_16												Hypothetical
BK027663.1_17					phrog_8		PHROG:phrog_8	74	1.8e-18	63.5		transcriptional regulator
BK027663.1_18					phrog_3419		PHROG:phrog_3419	296	5e-20	68.0		rolling circle DNA replication initiation
BK027663.1_19												Hypothetical
BK027663.1_20												Hypothetical
BK027663.1_21												Hypothetical
BK027663.1_22												Hypothetical
BK027663.1_23												Hypothetical
BK027663.1_24												Hypothetical
BK027663.1_25					phrog_8		PHROG:phrog_8	70	1.6e-18	63.6		transcriptional regulator
BK027663.1_26					phrog_8		PHROG:phrog_8	65	2.6e-18	63.1		transcriptional regulator
BK027663.1_27		K06180	COG0564		phrog_9266		KEGG:K06180	285	5.6e-123	407.9	5.4.99.23	23S rRNA pseudouridine1911/1915/1917 synthase
BK028848.1_1	K07407	K07407	COG3345	GH36			CAZy:GH36	472	1.7e-195	647.9	3.2.1.22	alpha-galactosidase
BK028848.1_2												Hypothetical
BK028848.1_3		K07482	COG2826		phrog_4646	VOG00376	PHROG:phrog_4646	347	2.5e-98	325.7		transposase
BK028848.1_4												Hypothetical
BK028848.1_5												Hypothetical
BK028848.1_6		K10954	COG4128		phrog_197	VOG36873	KEGG:K10954	220	4.3e-37	124.8		Zona occludens toxin
BK028848.1_7												Hypothetical
BK028848.1_8												Hypothetical
BK028848.1_9												Hypothetical
BK028848.1_10												Hypothetical
BK028848.1_11												Hypothetical
BK028848.1_12												Hypothetical
BK028848.1_13												Hypothetical
