locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_006945.1_4_24	K01448	K01448	COG0860		phrog_435	VOG37273	VOG:VOG37273	264	9e-168	552.8		virion structural protein
NC_005258.1_1												Hypothetical
NC_005258.1_2					phrog_6243	VOG02756	PHROG:phrog_6243	168	5.4e-71	233.6		single strand DNA binding protein
NC_005258.1_3					phrog_9076	VOG37026	VOG:VOG37026	75	2.7e-46	152.2		hypothetical protein
NC_005258.1_4					phrog_8330	VOG37028	VOG:VOG37028	246	1.4e-137	453.6		tail fiber protein
NC_005258.1_5		K21237			phrog_1907	VOG00710	PHROG:phrog_1907	735	7.6e-168	556.3		DNA polymerase
NC_005258.1_6					phrog_3502		PHROG:phrog_3502	67	1.4e-24	82.7		hypothetical
NC_005258.1_7					phrog_9714	VOG37221	PHROG:phrog_9714	51	1.9e-35	116.6		hypothetical
NC_005258.1_8					phrog_23030		PHROG:phrog_23030	41	9.9e-34	111.3		hypothetical
NC_005258.1_9					phrog_21361		PHROG:phrog_21361	58	3.7e-44	144.8		hypothetical
NC_005258.1_10					phrog_8764	VOG37056	PHROG:phrog_8764	146	1.6e-53	176.1		virion structural protein
NC_005258.1_11					phrog_9100	VOG37029	PHROG:phrog_9100	81	4.5e-53	173.8		hypothetical
NC_005258.1_12					phrog_29621	VOG37220	VOG:VOG37220	103	4.1e-70	228.7		hypothetical protein
NC_005258.1_13					phrog_2666	VOG01157	PHROG:phrog_2666	213	5.3e-79	261.3		terminase large subunit
NC_005258.1_14					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
NC_005258.1_15					phrog_7771	VOG37031	PHROG:phrog_7771	47	3.9e-33	109.3		hypothetical
NC_005258.1_16					phrog_9939	VOG37222	VOG:VOG37222	85	2.3e-54	178.0		Uncharacterized protein 9
NC_005258.1_17					phrog_5863	VOG06972	PHROG:phrog_5863	357	8.4e-194	639.3		minor head protein
NC_005258.1_18					phrog_8076	VOG37032	PHROG:phrog_8076	77	7.9e-47	153.6		hypothetical
NC_005258.1_19					phrog_4898	VOG00675	VOG:VOG00675	69	5.8e-27	89.8		Uncharacterized HNH endonuclease L245
NC_005258.1_20					phrog_9080	VOG37033	PHROG:phrog_9080	144	6.8e-93	304.5		hypothetical
NC_005258.1_21					phrog_15071	VOG37034	VOG:VOG37034	59	8.6e-37	121.4		hypothetical protein
NC_005258.1_22					phrog_13072	VOG37035	PHROG:phrog_13072	49	8.6e-35	114.6		hypothetical
NC_005258.1_23					phrog_7846	VOG37036	PHROG:phrog_7846	92	1.9e-50	165.3		hypothetical
NC_005258.1_24					phrog_8814	VOG37224	VOG:VOG37224	205	7.1e-144	472.7		hypothetical protein
NC_005258.1_25		K02395	COG1705	GH73	phrog_8251	VOG37037	PHROG:phrog_8251	251	1.8e-164	541.3		endolysin
NC_005258.1_26					phrog_8240	VOG37038	PHROG:phrog_8240	171	4.9e-113	370.7		pentameric base spike protein
NC_005258.1_27					phrog_9224	VOG37039	PHROG:phrog_9224	305	3.7e-174	573.9		hypothetical
NC_005258.1_28					phrog_10120	VOG37223	VOG:VOG37223	294	6.7e-210	691.0		hypothetical protein
NC_005258.1_29		K07273	COG3757	GH25	phrog_291		PHROG:phrog_291	266	3.6e-55	183.8		endolysin
NC_001421.2_1												Hypothetical
NC_001421.2_2					phrog_15886	VOG37077	VOG:VOG37077	260	1.7e-183	603.7		hypothetical protein
NC_001421.2_3			COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	1.3e-124	413.5		DNA polymerase
NC_001421.2_4					phrog_2860	VOG02356	PHROG:phrog_2860	150	4.8e-38	124.7		endolysin
NC_001421.2_5					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1362.2		hypothetical
NC_001421.2_6					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
NC_001421.2_7					phrog_15674	VOG37079	PHROG:phrog_15674	341	3.7e-231	762.1		major spike protein
NC_001421.2_8					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
NC_001421.2_9					phrog_14809	VOG37081	VOG:VOG37081	69	8.2e-50	162.9		hypothetical protein
NC_001421.2_10					phrog_15059	VOG37082	VOG:VOG37082	167	2.1e-106	349.1		hypothetical protein
NC_001421.2_11					phrog_14814	VOG37084	PHROG:phrog_14814	108	5.7e-72	237.8		hypothetical
NC_001421.2_12					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
NC_001421.2_13					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
NC_001421.2_14					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
NC_001421.2_15					phrog_5863	VOG06972	VOG:VOG06972	396	9.9e-178	587.0		hypothetical protein
NC_001421.2_16					phrog_15626	VOG37085	VOG:VOG37085	48	1.6e-38	126.4		hypothetical protein
NC_001421.2_17					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
NC_001421.2_18					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
NC_001421.2_19					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
NC_001421.2_20					phrog_15441	VOG37089	VOG:VOG37089	85	7.5e-61	198.4		hypothetical protein
NC_001421.2_21					phrog_16567	VOG37091	VOG:VOG37091	208	2.4e-143	471.1		hypothetical protein
NC_001421.2_22					phrog_15637	VOG37092	VOG:VOG37092	118	7e-83	270.8		hypothetical protein
NC_001421.2_23		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	266	4.1e-179	590.0		hypothetical protein
NC_001421.2_24					phrog_785	VOG00193	PHROG:phrog_785	118	1.1e-30	101.8		holin
NC_001421.2_25						VOG37094	VOG:VOG37094	121	5.8e-82	267.8		hypothetical protein
NC_001421.2_26					phrog_15890	VOG37095	VOG:VOG37095	95	2.8e-67	219.3		Protein Ku
NC_001421.2_27					phrog_14847	VOG37096	PHROG:phrog_14847	161	7.3e-109	357.0		single strand DNA binding protein
NC_001421.2_28												Hypothetical
OR220911.1_1												Hypothetical
OR220911.1_2												Hypothetical
OR220911.1_3												Hypothetical
OR220911.1_4												Hypothetical
OR220911.1_5					phrog_1907	VOG00710	PHROG:phrog_1907	348	5.1e-36	120.4		DNA polymerase
OR220911.1_6					phrog_1907		PHROG:phrog_1907	187	8.5e-19	63.8		DNA polymerase
OR220911.1_7												Hypothetical
OR220911.1_8												Hypothetical
OR220911.1_9												Hypothetical
OR220911.1_10												Hypothetical
OR220911.1_11												Hypothetical
OR220911.1_12					phrog_2666	VOG01157	PHROG:phrog_2666	226	2.6e-44	147.8		terminase large subunit
OR220911.1_13												Hypothetical
OR220911.1_14												Hypothetical
OR220911.1_15												Hypothetical
OR220911.1_16												Hypothetical
OR220911.1_17												Hypothetical
OR220911.1_18												Hypothetical
OR220911.1_19												Hypothetical
OR220911.1_20												Hypothetical
OR220911.1_21												Hypothetical
OR220911.1_22												Hypothetical
OR220912.1_1												Hypothetical
OR220912.1_2												Hypothetical
OR220912.1_3												Hypothetical
OR220912.1_4					phrog_1907	VOG00710	PHROG:phrog_1907	560	2e-55	184.6		DNA polymerase
OR220912.1_5												Hypothetical
OR220912.1_6												Hypothetical
OR220912.1_7												Hypothetical
OR220912.1_8												Hypothetical
OR220912.1_9					phrog_2666	VOG01157	PHROG:phrog_2666	226	2.6e-44	147.8		terminase large subunit
OR220912.1_10												Hypothetical
OR220912.1_11												Hypothetical
OR220912.1_12												Hypothetical
OR220912.1_13												Hypothetical
OR220912.1_14												Hypothetical
OR220912.1_15												Hypothetical
OR220912.1_16												Hypothetical
OR220912.1_17												Hypothetical
OR220912.1_18												Hypothetical
OR220912.1_19												Hypothetical
OR220913.1_1												Hypothetical
OR220913.1_2												Hypothetical
OR220913.1_3												Hypothetical
OR220913.1_4					phrog_1907	VOG00710	PHROG:phrog_1907	348	1.7e-36	122.0		DNA polymerase
OR220913.1_5					phrog_1907		PHROG:phrog_1907	187	4.3e-18	61.5		DNA polymerase
OR220913.1_6												Hypothetical
OR220913.1_7												Hypothetical
OR220913.1_8												Hypothetical
OR220913.1_9												Hypothetical
OR220913.1_10												Hypothetical
OR220913.1_11					phrog_2666	VOG01157	PHROG:phrog_2666	226	2.6e-44	147.8		terminase large subunit
OR220913.1_12												Hypothetical
OR220913.1_13												Hypothetical
OR220913.1_14												Hypothetical
OR220913.1_15												Hypothetical
OR220913.1_16												Hypothetical
OR220913.1_17												Hypothetical
OR220913.1_18												Hypothetical
OR220913.1_19												Hypothetical
OR220913.1_20												Hypothetical
OR220913.1_21												Hypothetical
OR220913.1_22												Hypothetical
OQ791408.1_1												Hypothetical
OQ791408.1_2												Hypothetical
OQ791408.1_3												Hypothetical
OQ791408.1_4												Hypothetical
OQ791408.1_5												Hypothetical
OQ791408.1_6												Hypothetical
OQ791408.1_7					phrog_1907	VOG00710	PHROG:phrog_1907	757	2.1e-37	125.0		DNA polymerase
OQ791408.1_8												Hypothetical
OQ791408.1_9												Hypothetical
OQ791408.1_10					phrog_2666	VOG01157	PHROG:phrog_2666	203	4.8e-49	163.3		terminase large subunit
OQ791408.1_11												Hypothetical
OQ791408.1_12					phrog_5863	VOG06972	PHROG:phrog_5863	348	5.1e-48	159.7		minor head protein
OQ791408.1_13												Hypothetical
OQ791408.1_14												Hypothetical
OQ791408.1_15												Hypothetical
OQ791408.1_16												Hypothetical
OQ791408.1_17												Hypothetical
OQ791408.1_18												Hypothetical
OQ791408.1_19												Hypothetical
OQ791408.1_20		K02395	COG1705	GH73	phrog_3513	VOG12059	COG:COG1705	254	1e-59	199.2		Flagellum-specific peptidoglycan hydrolase FlgJ
OQ791408.1_21												Hypothetical
OQ791408.1_22												Hypothetical
OQ791408.1_23		K02395	COG1705	GH73	phrog_3513	VOG12059	PHROG:phrog_3513	249	3.4e-64	213.5		endolysin
OQ791408.1_24												Hypothetical
OQ791408.1_25												Hypothetical
OQ791408.1_26												Hypothetical
OQ709206.1_1												Hypothetical
OQ709206.1_2												Hypothetical
OQ709206.1_3												Hypothetical
OQ709206.1_4					phrog_11768	VOG37002	VOG:VOG37002	697	9e-85	281.1		hypothetical protein
OQ709206.1_5												Hypothetical
OQ709206.1_6												Hypothetical
OQ709206.1_7												Hypothetical
OQ709206.1_8												Hypothetical
OQ709206.1_9					phrog_2666	VOG01157	VOG:VOG01157	230	8.8e-25	83.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OQ709206.1_10												Hypothetical
OQ709206.1_11						VOG37003	VOG:VOG37003	374	9.2e-41	136.0		tail fiber protein
OQ709206.1_12												Hypothetical
OQ709206.1_13		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	4.4e-31	104.4		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
OQ709206.1_14												Hypothetical
OQ709206.1_15												Hypothetical
OQ709206.1_16												Hypothetical
OQ709206.1_17												Hypothetical
OQ709206.1_18												Hypothetical
OQ709206.1_19												Hypothetical
OQ709206.1_20												Hypothetical
OQ709206.1_21												Hypothetical
OQ709206.1_22												Hypothetical
OQ709206.1_23												Hypothetical
OQ709206.1_24												Hypothetical
OQ709206.1_25												Hypothetical
OQ709206.1_26												Hypothetical
OQ709206.1_27												Hypothetical
OQ709213.1_1												Hypothetical
OQ709213.1_2												Hypothetical
OQ709213.1_3					phrog_11768	VOG37002	VOG:VOG37002	697	4.1e-84	278.9		hypothetical protein
OQ709213.1_4												Hypothetical
OQ709213.1_5												Hypothetical
OQ709213.1_6												Hypothetical
OQ709213.1_7												Hypothetical
OQ709213.1_8					phrog_2666	VOG01157	VOG:VOG01157	230	2.2e-25	85.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OQ709213.1_9												Hypothetical
OQ709213.1_10						VOG37003	VOG:VOG37003	374	1.5e-40	135.3		tail fiber protein
OQ709213.1_11												Hypothetical
OQ709213.1_12		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	4.4e-31	104.4		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
OQ709213.1_13												Hypothetical
OQ709213.1_14												Hypothetical
OQ709213.1_15												Hypothetical
OQ709213.1_16												Hypothetical
OQ709213.1_17												Hypothetical
OQ709213.1_18												Hypothetical
OQ709213.1_19												Hypothetical
OQ709213.1_20												Hypothetical
OQ709213.1_21												Hypothetical
OQ709213.1_22												Hypothetical
OQ709213.1_23												Hypothetical
OQ709213.1_24												Hypothetical
OQ709213.1_25												Hypothetical
OQ709213.1_26												Hypothetical
OP434453.1_1						VOG37243	VOG:VOG37243	60	4.7e-45	147.6		tail length tape measure protein
OP434453.1_2												Hypothetical
OP434453.1_3						VOG37245	VOG:VOG37245	98	1.6e-69	226.6		hypothetical protein
OP434453.1_4					phrog_301	VOG37247	VOG:VOG37247	139	2.3e-77	253.7		hypothetical protein
OP434453.1_5						VOG37248	VOG:VOG37248	112	7.9e-55	179.8		hypothetical protein
OP434453.1_6						VOG37249	VOG:VOG37249	64	1.4e-41	136.6		hypothetical protein
OP434453.1_7						VOG37252	VOG:VOG37252	129	8.6e-85	277.3		hypothetical protein
OP434453.1_8						VOG37251	VOG:VOG37251	86	1.7e-56	184.8		hypothetical protein
OP434453.1_9						VOG37250	VOG:VOG37250	108	9.1e-73	237.6		hypothetical protein
OP434453.1_10					phrog_11768	VOG37002	VOG:VOG37002	716	0.0	1315.9		hypothetical protein
OP434453.1_11						VOG37253	VOG:VOG37253	132	2.8e-94	308.4		hypothetical protein
OP434453.1_12		K03111	COG0629		phrog_44	VOG00906	COG:COG0629	141	9.6e-44	146.0		Single-stranded DNA-binding protein
OP434453.1_13						VOG37254	VOG:VOG37254	125	7.5e-67	219.6		hypothetical protein
OP434453.1_14						VOG37004	VOG:VOG37004	192	5.1e-113	371.4		hypothetical protein
OP434453.1_15					phrog_2666	VOG01157	VOG:VOG01157	263	1.8e-66	220.1		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OP434453.1_16						VOG37255	VOG:VOG37255	46	5.4e-36	118.6		hypothetical protein
OP434453.1_17						VOG37003	VOG:VOG37003	394	4.8e-248	818.6		tail fiber protein
OP434453.1_18						VOG37256	VOG:VOG37256	52	1.9e-40	132.9		hypothetical protein
OP434453.1_19						VOG37257	VOG:VOG37257	39	9.8e-32	105.1		hypothetical protein
OP434453.1_20						VOG37258	VOG:VOG37258	112	1.3e-63	208.6		hypothetical protein
OP434453.1_21						VOG03248	VOG:VOG03248	50	2.5e-28	93.5		hypothetical protein
OP434453.1_22						VOG37005	VOG:VOG37005	238	5.5e-130	428.4		hypothetical protein
OP434453.1_23						VOG37260	VOG:VOG37260	239	9.9e-164	538.6		hypothetical protein
OP434453.1_24						VOG37259	VOG:VOG37259	66	9.7e-24	79.2		Uncharacterized protein B-129
OP434453.1_25						VOG37007	VOG:VOG37007	217	2.7e-111	367.1		hypothetical protein
OP434453.1_26						VOG37261	VOG:VOG37261	80	1.4e-54	178.2		hypothetical protein
OP434453.1_27						VOG03248	VOG:VOG03248	50	5.5e-28	92.4		hypothetical protein
OP434453.1_28						VOG37262	VOG:VOG37262	88	1.2e-52	172.5		hypothetical protein
OP434453.1_29		K19304	COG0739		phrog_6700	VOG00137	COG:COG0739	227	2.4e-50	168.0		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
OP434453.1_30						VOG37006	VOG:VOG37006	94	4.4e-48	157.4		hypothetical protein
OP434453.1_31						VOG37264	VOG:VOG37264	199	5e-141	463.2		hypothetical protein
OP434453.1_32						VOG37263	VOG:VOG37263	114	2.4e-76	249.2		Movement and RNA silencing protein VP6
OP434453.1_33						VOG37265	VOG:VOG37265	412	2.9e-195	645.4		hypothetical protein
OP434453.1_34					phrog_880	VOG01034	VOG:VOG01034	259	2.2e-95	316.0		Gene 41 protein
OP434453.1_35						VOG37267	VOG:VOG37267	109	3.5e-66	216.3		hypothetical protein
OP434453.1_36						VOG37268	VOG:VOG37268	61	6.3e-34	112.2		hypothetical protein
OM630588.1_1					phrog_14847	VOG37096	PHROG:phrog_14847	171	8.4e-87	285.1		single strand DNA binding protein
OM630588.1_2					phrog_15890	VOG37095	VOG:VOG37095	81	9.7e-49	159.8		Protein Ku
OM630588.1_3						VOG37094	VOG:VOG37094	131	1.8e-39	130.2		hypothetical protein
OM630588.1_4					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
OM630588.1_5		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	2.7e-183	603.7		hypothetical protein
OM630588.1_6					phrog_15637	VOG37092	VOG:VOG37092	92	8.4e-61	199.6		hypothetical protein
OM630588.1_7					phrog_16567	VOG37091	VOG:VOG37091	208	7.3e-142	466.2		hypothetical protein
OM630588.1_8					phrog_15441	VOG37089	VOG:VOG37089	85	4.5e-61	199.1		hypothetical protein
OM630588.1_9					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
OM630588.1_10					phrog_8052	VOG03248	PHROG:phrog_8052	55	6.6e-34	111.6		membrane DNA delivery
OM630588.1_11					phrog_15626	VOG37085	PHROG:phrog_15626	48	1.1e-38	127.0		hypothetical
OM630588.1_12					phrog_5863	VOG06972	VOG:VOG06972	121	1.4e-56	188.2		hypothetical protein
OM630588.1_13					phrog_5863	VOG06972	VOG:VOG06972	242	3.4e-89	295.4		hypothetical protein
OM630588.1_14					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
OM630588.1_15					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
OM630588.1_16					phrog_2666	VOG01157	VOG:VOG01157	203	3.5e-56	186.4		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OM630588.1_17					phrog_14814	VOG37084	PHROG:phrog_14814	68	9.6e-45	148.9		hypothetical
OM630588.1_18					phrog_15059	VOG37082	PHROG:phrog_15059	81	6.5e-38	126.3		minor head protein
OM630588.1_19												Hypothetical
OM630588.1_20					phrog_14809	VOG37081	PHROG:phrog_14809	69	6.6e-49	160.0		hypothetical
OM630588.1_21					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
OM630588.1_22					phrog_15674	VOG37079	PHROG:phrog_15674	106	5e-67	222.5		major spike protein
OM630588.1_23					phrog_15674	VOG37079	PHROG:phrog_15674	233	1e-156	517.3		major spike protein
OM630588.1_24					phrog_15879	VOG37079	PHROG:phrog_15879	85	2.7e-57	188.4		hypothetical
OM630588.1_25					phrog_15879		PHROG:phrog_15879	43	4.1e-22	74.7		hypothetical
OM630588.1_26					phrog_16118	VOG37078	PHROG:phrog_16118	81	6.8e-38	126.8		hypothetical
OM630588.1_27					phrog_16118	VOG37078	PHROG:phrog_16118	109	4.2e-67	223.2		hypothetical
OM630588.1_28					phrog_16118	VOG37078	PHROG:phrog_16118	136	9.8e-88	291.2		hypothetical
OM630588.1_29					phrog_2860	VOG02356	PHROG:phrog_2860	150	2.6e-37	122.3		endolysin
OM630588.1_30					phrog_1907	VOG00710	PHROG:phrog_1907	326	8.7e-62	206.0		DNA polymerase
OM630588.1_31												Hypothetical
OM630588.1_32												Hypothetical
OM630588.1_33					phrog_15886	VOG37077	VOG:VOG37077	247	1.1e-171	565.1		hypothetical protein
OP068334.1_1												Hypothetical
OP068334.1_2												Hypothetical
OP068334.1_3												Hypothetical
OP068334.1_4												Hypothetical
OP068334.1_5					phrog_11768	VOG37002	VOG:VOG37002	684	1.2e-83	277.4		hypothetical protein
OP068334.1_6												Hypothetical
OP068334.1_7												Hypothetical
OP068334.1_8												Hypothetical
OP068334.1_9												Hypothetical
OP068334.1_10					phrog_2666	VOG01157	VOG:VOG01157	230	2.2e-25	85.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OP068334.1_11												Hypothetical
OP068334.1_12						VOG37003	VOG:VOG37003	374	9.2e-41	136.0		tail fiber protein
OP068334.1_13												Hypothetical
OP068334.1_14		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	1e-30	103.2		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
OP068334.1_15												Hypothetical
OP068334.1_16												Hypothetical
OP068334.1_17												Hypothetical
OP068334.1_18												Hypothetical
OP068334.1_19												Hypothetical
OP068334.1_20												Hypothetical
OP068334.1_21												Hypothetical
OP068334.1_22												Hypothetical
OP068334.1_23												Hypothetical
OP068334.1_24												Hypothetical
OP068334.1_25												Hypothetical
OP068334.1_26												Hypothetical
OP068334.1_27												Hypothetical
OP068334.1_28												Hypothetical
OL455892.1_1												Hypothetical
OL455892.1_2												Hypothetical
OL455892.1_3												Hypothetical
OL455892.1_4												Hypothetical
OL455892.1_5					phrog_11768	VOG37002	VOG:VOG37002	684	1.8e-84	280.2		hypothetical protein
OL455892.1_6												Hypothetical
OL455892.1_7												Hypothetical
OL455892.1_8												Hypothetical
OL455892.1_9												Hypothetical
OL455892.1_10					phrog_2666	VOG01157	VOG:VOG01157	230	8.8e-25	83.8		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OL455892.1_11												Hypothetical
OL455892.1_12						VOG37003	VOG:VOG37003	374	9.2e-41	136.0		tail fiber protein
OL455892.1_13												Hypothetical
OL455892.1_14		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	4.4e-31	104.4		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
OL455892.1_15												Hypothetical
OL455892.1_16												Hypothetical
OL455892.1_17												Hypothetical
OL455892.1_18												Hypothetical
OL455892.1_19												Hypothetical
OL455892.1_20												Hypothetical
OL455892.1_21												Hypothetical
OL455892.1_22												Hypothetical
OL455892.1_23												Hypothetical
OL455892.1_24												Hypothetical
OL455892.1_25												Hypothetical
OL455892.1_26												Hypothetical
OL455892.1_27												Hypothetical
OL455892.1_28												Hypothetical
OK041468.1_1					phrog_15886	VOG37077	VOG:VOG37077	260	3.2e-182	599.6		hypothetical protein
OK041468.1_2		K21237	COG0417		phrog_1907	VOG00710	PHROG:phrog_1907	554	1.4e-122	406.8		DNA polymerase
OK041468.1_3					phrog_2860	VOG02356	PHROG:phrog_2860	150	5.5e-38	124.4		endolysin
OK041468.1_4					phrog_16118	VOG37078	PHROG:phrog_16118	592	0.0	1351.6		hypothetical
OK041468.1_5					phrog_15879	VOG37079	PHROG:phrog_15879	127	1.2e-89	292.9		hypothetical
OK041468.1_6					phrog_15674	VOG37079	PHROG:phrog_15674	341	7.1e-231	761.1		major spike protein
OK041468.1_7					phrog_15795	VOG37080	VOG:VOG37080	87	1.1e-62	204.4		hypothetical protein
OK041468.1_8					phrog_14809	VOG37081	PHROG:phrog_14809	69	3.9e-49	160.7		hypothetical
OK041468.1_9					phrog_15059	VOG37082	PHROG:phrog_15059	167	4.6e-104	341.5		minor head protein
OK041468.1_10					phrog_14814	VOG37084	PHROG:phrog_14814	108	1.3e-72	239.9		hypothetical
OK041468.1_11					phrog_2666	VOG01157	VOG:VOG01157	228	1.6e-63	210.5		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
OK041468.1_12					phrog_15703	VOG37083	VOG:VOG37083	43	5e-34	111.9		hypothetical protein
OK041468.1_13					phrog_16195	VOG37086	VOG:VOG37086	43	1.1e-35	117.2		Cysteine dioxygenase
OK041468.1_14					phrog_5863	VOG06972	VOG:VOG06972	396	8.9e-177	583.8		hypothetical protein
OK041468.1_15					phrog_15626	VOG37085	PHROG:phrog_15626	48	1.1e-38	127.0		hypothetical
OK041468.1_16					phrog_14462	VOG36854	PHROG:phrog_14462	91	7.9e-53	173.2		hypothetical
OK041468.1_17					phrog_8052	VOG03248	PHROG:phrog_8052	55	1.7e-33	110.3		membrane DNA delivery
OK041468.1_18					phrog_8052	VOG03248	PHROG:phrog_8052	69	1.3e-33	110.5		membrane DNA delivery
OK041468.1_19					phrog_15441	VOG37089	VOG:VOG37089	85	4.5e-61	199.1		hypothetical protein
OK041468.1_20					phrog_16567	VOG37091	VOG:VOG37091	208	2.4e-143	471.1		hypothetical protein
OK041468.1_21					phrog_15637	VOG37092	VOG:VOG37092	118	3.4e-82	268.6		hypothetical protein
OK041468.1_22		K08309	COG0741	GH23	phrog_13449	VOG37093	VOG:VOG37093	270	9.2e-183	602.0		hypothetical protein
OK041468.1_23					phrog_785	VOG00193	PHROG:phrog_785	118	5.4e-31	102.8		holin
OK041468.1_24						VOG37094	VOG:VOG37094	121	5.8e-82	267.8		hypothetical protein
OK041468.1_25					phrog_15890	VOG37095	VOG:VOG37095	95	5.8e-67	218.3		Protein Ku
OK041468.1_26					phrog_14847	VOG37096	PHROG:phrog_14847	161	7.3e-109	357.0		single strand DNA binding protein
OK041468.1_27												Hypothetical
MZ150790.1_1												Hypothetical
MZ150790.1_2												Hypothetical
MZ150790.1_3												Hypothetical
MZ150790.1_4					phrog_11768	VOG37002	VOG:VOG37002	697	4.6e-84	278.8		hypothetical protein
MZ150790.1_5												Hypothetical
MZ150790.1_6												Hypothetical
MZ150790.1_7												Hypothetical
MZ150790.1_8												Hypothetical
MZ150790.1_9					phrog_2666	VOG01157	VOG:VOG01157	230	6.2e-25	84.3		Uncharacterized 36.7 kDa protein in nrdC-mobD intergenic region
MZ150790.1_10												Hypothetical
MZ150790.1_11						VOG37003	VOG:VOG37003	374	9.2e-41	136.0		tail fiber protein
MZ150790.1_12												Hypothetical
MZ150790.1_13		K19304	COG0739		phrog_10030	VOG04016	COG:COG0739	211	4.4e-31	104.4		Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
MZ150790.1_14												Hypothetical
MZ150790.1_15												Hypothetical
MZ150790.1_16												Hypothetical
MZ150790.1_17												Hypothetical
MZ150790.1_18												Hypothetical
MZ150790.1_19												Hypothetical
MZ150790.1_20												Hypothetical
MZ150790.1_21												Hypothetical
MZ150790.1_22												Hypothetical
MZ150790.1_23												Hypothetical
MZ150790.1_24												Hypothetical
MZ150790.1_25												Hypothetical
MZ150790.1_26												Hypothetical
MZ150790.1_27												Hypothetical
MZ089978.1_1		K03111	COG0629		phrog_44	VOG00906	PHROG:phrog_44	113	3.8e-50	166.2		single strand DNA binding protein
MZ089978.1_2												Hypothetical
MZ089978.1_3					phrog_8330	VOG37028	PHROG:phrog_8330	246	4.5e-30	99.8		genome terminal protein
MZ089978.1_4					phrog_1907	VOG00710	PHROG:phrog_1907	675	1.3e-81	270.9		DNA polymerase
MZ089978.1_5												Hypothetical
MZ089978.1_6					phrog_3502		PHROG:phrog_3502	67	7.6e-23	77.1		hypothetical
MZ089978.1_7					phrog_9714	VOG37221	VOG:VOG37221	46	2.1e-23	78.3		hypothetical protein
MZ089978.1_8												Hypothetical
MZ089978.1_9												Hypothetical
MZ089978.1_10					phrog_8764	VOG37056	PHROG:phrog_8764	121	5.6e-44	145.5		virion structural protein
MZ089978.1_11					phrog_9100	VOG37029	PHROG:phrog_9100	81	3e-50	164.7		hypothetical
MZ089978.1_12					phrog_29621	VOG37220	VOG:VOG37220	103	1.1e-68	224.1		hypothetical protein
MZ089978.1_13					phrog_2666	VOG01157	PHROG:phrog_2666	213	3.9e-77	255.2		terminase large subunit
MZ089978.1_14					phrog_8056	VOG37030	PHROG:phrog_8056	47	1.3e-33	110.8		hypothetical
MZ089978.1_15					phrog_7771	VOG37031	PHROG:phrog_7771	47	2.7e-32	106.6		hypothetical
MZ089978.1_16					phrog_9939	VOG37222	VOG:VOG37222	85	8.3e-53	173.0		Uncharacterized protein 9
