locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
DQ079876.1_1												Hypothetical
DQ079876.1_2												Hypothetical
DQ079876.1_3												Hypothetical
DQ079876.1_4					phrog_713	VOG06231	VOG:VOG06231	495	4.9e-238	785.8		unknown similar to AMEV104
DQ079876.1_5					phrog_1465	VOG36865	VOG:VOG36865	69	6.1e-34	111.3		hypothetical protein
DQ079876.1_6					phrog_1386	VOG36866	VOG:VOG36866	153	5.7e-87	284.5		hypothetical protein
DQ079876.1_7					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	428	7e-128	246.1		major head protein
DQ079876.1_8					phrog_1483	VOG36868	VOG:VOG36868	182	3.9e-77	253.2		hypothetical protein
DQ079876.1_9					phrog_1471	VOG36867	VOG:VOG36867	326	1.8e-173	571.4		R-transactivator
OP549798.1_1												Hypothetical
OP549798.1_2												Hypothetical
OP549798.1_3		K17733					KEGG:K17733	201	7.4e-18	60.1	3.4.-.-	Peptidoglycan LD-endopeptidase CwlK
OP549798.1_4												Hypothetical
OP549798.1_5					phrog_942	VOG04962	VOG:VOG04962	427	2.9e-33	110.9		hypothetical protein
OP549798.1_6												Hypothetical
OP549798.1_7												Hypothetical
OP549798.1_8												Hypothetical
OP549798.1_9												Hypothetical
KX513877.1_1					phrog_942	VOG04962	PHROG:phrog_942	319	3.4e-97	320.7		replication initiation protein
KX513877.1_2												Hypothetical
KX513877.1_3		K08640	COG3108		phrog_894	VOG02154	PHROG:phrog_894	131	1e-42	140.9		endolysin
KX513877.1_4												Hypothetical
KX513877.1_5												Hypothetical
KX513877.1_6					phrog_1670		PHROG:phrog_1670	80	5.1e-19	63.0		DNA binding protein
KX513877.1_7					phrog_24309		PHROG:phrog_24309	137	3.3e-89	291.2		virion structural protein
KX513877.1_8					phrog_514	VOG01687	PHROG:phrog_514	560	1.9e-200	662.0		major head protein
KX513877.1_9					phrog_8742	VOG06975	PHROG:phrog_8742	285	2.8e-127	419.1		pilot protein for DNA ejection
MW697647.1_1					phrog_514	VOG01687	VOG:VOG01687	488	5e-167	551.7		major tail protein
MW697647.1_2												Hypothetical
MW697647.1_3												Hypothetical
MW697647.1_4												Hypothetical
MW697647.1_5					phrog_942	VOG04962	VOG:VOG04962	294	4.3e-64	211.9		hypothetical protein
KP087957.1_1												Hypothetical
KP087957.1_2												Hypothetical
KP087957.1_3												Hypothetical
KP087957.1_4					phrog_1386	VOG36866	VOG:VOG36866	170	1.7e-67	221.2		hypothetical protein
KP087957.1_5												Hypothetical
KP087957.1_6												Hypothetical
KP087957.1_7					phrog_514, phrog_514	VOG01687, VOG01687	VOG:VOG01687	429	4.2e-100	196.9		major tail protein
KP087957.1_8												Hypothetical
KP087957.1_9												Hypothetical
KP087957.1_10												Hypothetical
KP087957.1_11												Hypothetical
MG945207.1_1					phrog_942	VOG04962	PHROG:phrog_942	334	1.2e-99	328.9		replication initiation protein
MG945207.1_2												Hypothetical
MG945207.1_3												Hypothetical
MG945207.1_4												Hypothetical
MG945207.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	82	8e-29	94.6		DNA binding protein
MG945207.1_6					phrog_1642	VOG36852	PHROG:phrog_1642	172	9.9e-41	134.4		virion structural protein
MG945207.1_7					phrog_514	VOG01687	PHROG:phrog_514	563	5.5e-233	769.4		major head protein
MG945207.1_8					phrog_5158	VOG06975	PHROG:phrog_5158	348	2.5e-103	335.0		hypothetical
MT203174.1_1					phrog_514	VOG01687	PHROG:phrog_514	524	1.7e-221	731.4		major head protein
MT203174.1_2					phrog_11693	VOG06975	VOG:VOG06975	257	4.5e-34	113.9		hypothetical protein
MT203174.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	152	7.3e-40	131.7		virion structural protein
MT203174.1_4												Hypothetical
MT203174.1_5					phrog_10695	VOG01235	PHROG:phrog_10695	41	1e-21	71.9		hypothetical
MT203174.1_6					phrog_942	VOG04962	PHROG:phrog_942	349	7.4e-106	349.3		replication initiation protein
OX614532.1_1					phrog_514	VOG01687	VOG:VOG01687	555	1.5e-74	245.9		major tail protein
OX614532.1_2												Hypothetical
OX614532.1_3												Hypothetical
OX614532.1_4					phrog_942	VOG04962	VOG:VOG04962	330	1.1e-56	187.8		hypothetical protein
OX614532.1_5												Hypothetical
OX614532.1_6												Hypothetical
OX614532.1_7												Hypothetical
OX614532.1_8												Hypothetical
OX614532.1_9					phrog_514	VOG01687	VOG:VOG01687	176	3.5e-40	133.0		major tail protein
KX266628.1_1					phrog_713	VOG06231	VOG:VOG06231	555	3.6e-300	990.8		unknown similar to AMEV104
KX266628.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	1.5e-50	164.5		terminase
KX266628.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
KX266628.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	441	1.1e-128	243.6		major head protein
KX266628.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.9e-85	280.3		major spike protein
KX266628.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2.6e-183	603.7		pilot protein for DNA ejection
MN988498.1_1												Hypothetical
MN988498.1_2												Hypothetical
MN988498.1_3												Hypothetical
MN988498.1_4												Hypothetical
MN988498.1_5												Hypothetical
MN988498.1_6												Hypothetical
MN988498.1_7												Hypothetical
OM154893.1_1					phrog_514	VOG01687	VOG:VOG01687	670	7e-49	103.8		major tail protein
OM154893.1_2												Hypothetical
OM154893.1_3												Hypothetical
OM154893.1_4					phrog_942	VOG04962	VOG:VOG04962	352	3.6e-37	123.5		hypothetical protein
OM154893.1_5												Hypothetical
OM154893.1_6												Hypothetical
MK496755.1_1					phrog_514	VOG01687	PHROG:phrog_514	570	4.7e-82	271.1		major head protein
MK496755.1_2												Hypothetical
MK496755.1_3					phrog_942	VOG04962	PHROG:phrog_942	295	3.3e-59	195.8		replication initiation protein
MK496755.1_4												Hypothetical
MK496755.1_5												Hypothetical
KX266561.1_1					phrog_713	VOG06231	VOG:VOG06231	555	3.6e-300	990.8		unknown similar to AMEV104
KX266561.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	7.7e-50	162.3		terminase
KX266561.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
KX266561.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	441	1e-128	243.6		major head protein
KX266561.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.9e-85	280.3		major spike protein
KX266561.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2.6e-183	603.7		pilot protein for DNA ejection
MK249198.1_1					phrog_514	VOG01687	PHROG:phrog_514	536	3.3e-223	737.1		major head protein
MK249198.1_2					phrog_11693	VOG06975	VOG:VOG06975	288	2.9e-32	108.1		hypothetical protein
MK249198.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	151	3.5e-39	129.5		virion structural protein
MK249198.1_4												Hypothetical
MK249198.1_5					phrog_942	VOG04962	PHROG:phrog_942	305	6.7e-102	336.4		replication initiation protein
MK249198.1_6					phrog_1670	VOG36856	PHROG:phrog_1670	98	1.4e-23	77.7		DNA binding protein
MW697628.1_1					phrog_514	VOG01687	PHROG:phrog_514	540	9.7e-211	696.0		major head protein
MW697628.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	182	5.1e-27	90.3		pilot protein for DNA ejection
MW697628.1_3												Hypothetical
MW697628.1_4					phrog_942	VOG04962	PHROG:phrog_942	325	1.7e-93	308.8		replication initiation protein
MW697628.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	84	8.3e-30	97.8		DNA binding protein
MW697628.1_6					phrog_1642	VOG36852	PHROG:phrog_1642	159	3.7e-38	126.0		virion structural protein
MH992199.1_1					phrog_942	VOG04962	PHROG:phrog_942	278	2.6e-61	202.6		replication initiation protein
MH992199.1_2					phrog_514	VOG01687	VOG:VOG01687	507	3.8e-169	558.7		major tail protein
MH992199.1_3												Hypothetical
MH992199.1_4												Hypothetical
MH992199.1_5												Hypothetical
MH992199.1_6												Hypothetical
MH622929.2_1					phrog_514	VOG01687	PHROG:phrog_514	533	1.9e-221	731.3		major head protein
MH622929.2_2					phrog_22637	VOG06975	VOG:VOG06975	274	2.7e-27	87.5		hypothetical protein
MH622929.2_3					phrog_1642	VOG36852	PHROG:phrog_1642	180	5.5e-37	122.1		virion structural protein
MH622929.2_4					phrog_942	VOG04962	PHROG:phrog_942	298	1.6e-101	335.1		replication initiation protein
MH622929.2_5					phrog_1670	VOG36856	PHROG:phrog_1670	75	1.1e-26	87.7		DNA binding protein
DQ079906.1_1					phrog_713	VOG06231	VOG:VOG06231	555	2.8e-297	981.3		unknown similar to AMEV104
DQ079906.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	2.1e-49	160.9		terminase
DQ079906.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
DQ079906.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	428	4.7e-127	242.6		major head protein
DQ079906.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.5e-84	277.3		major spike protein
DQ079906.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2e-180	594.2		pilot protein for DNA ejection
OP376989.1_1					phrog_514	VOG01687	PHROG:phrog_514	536	6.9e-226	746.0		major head protein
OP376989.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	233	1.1e-33	112.2		pilot protein for DNA ejection
OP376989.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	142	6.6e-30	99.3		virion structural protein
OP376989.1_4												Hypothetical
OP376989.1_5					phrog_942	VOG04962	PHROG:phrog_942	330	2.9e-86	284.8		replication initiation protein
OP376989.1_6					phrog_1670	VOG36856	PHROG:phrog_1670	88	1.7e-24	80.7		DNA binding protein
OM154885.1_1					phrog_514, phrog_514	VOG01687, VOG01687	VOG:VOG01687	664	5.3e-54	108.1		major tail protein
OM154885.1_2												Hypothetical
OM154885.1_3												Hypothetical
OM154885.1_4					phrog_942	VOG04962	VOG:VOG04962	349	3.8e-31	101.9		hypothetical protein
OM154885.1_5												Hypothetical
OM154885.1_6												Hypothetical
OM154885.1_7												Hypothetical
MH992155.1_1					phrog_942	VOG04962	PHROG:phrog_942	295	7.7e-75	247.3		replication initiation protein
MH992155.1_2					phrog_1670	VOG36856	PHROG:phrog_1670	87	7.6e-21	68.9		DNA binding protein
MH992155.1_3												Hypothetical
MH992155.1_4												Hypothetical
MH992155.1_5					phrog_11693	VOG06975	PHROG:phrog_11693	199	1.1e-31	105.5		pilot protein for DNA ejection
MH992155.1_6					phrog_514	VOG01687	PHROG:phrog_514	552	2.3e-192	635.1		major head protein
MT202578.1_1					phrog_514	VOG01687	PHROG:phrog_514	531	6.4e-218	719.7		major head protein
MT202578.1_2					phrog_1670	VOG36856	PHROG:phrog_1670	95	2.7e-29	96.1		DNA binding protein
MT202578.1_3					phrog_942	VOG04962	PHROG:phrog_942	320	4.2e-99	327.2		replication initiation protein
MT202578.1_4					phrog_1642	VOG36852	VOG:VOG36852	168	5e-43	141.6		hypothetical protein
MT202578.1_5					phrog_11693	VOG06975	PHROG:phrog_11693	242	3.6e-33	110.4		pilot protein for DNA ejection
MT202578.1_6												Hypothetical
KX266466.1_1					phrog_713	VOG06231	VOG:VOG06231	555	3.6e-300	990.8		unknown similar to AMEV104
KX266466.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	1.1e-49	161.8		terminase
KX266466.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
KX266466.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	441	1.1e-128	243.6		major head protein
KX266466.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.9e-85	280.3		major spike protein
KX266466.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2.6e-183	603.7		pilot protein for DNA ejection
MW697696.1_1					phrog_514	VOG01687	PHROG:phrog_514	529	3.6e-227	750.2		major head protein
MW697696.1_2					phrog_27063	VOG06975	PHROG:phrog_27063	274	3.8e-33	110.1		pilot protein for DNA ejection
MW697696.1_3					phrog_1642	VOG36852	VOG:VOG36852	203	2.2e-41	136.5		hypothetical protein
MW697696.1_4					phrog_942	VOG04962	PHROG:phrog_942	307	5.8e-108	356.3		replication initiation protein
MW697696.1_5												Hypothetical
MW697696.1_6												Hypothetical
MT204803.1_1					phrog_514	VOG01687	VOG:VOG01687	515	4e-177	585.0		major tail protein
MT204803.1_2					phrog_942	VOG04962	VOG:VOG04962	244	2.3e-61	203.2		hypothetical protein
MT204803.1_3												Hypothetical
MT204803.1_4												Hypothetical
MT204803.1_5					phrog_8689	VOG07022	PHROG:phrog_8689	297	1.7e-60	200.2		pilot protein for DNA ejection
OM154910.1_1					phrog_514	VOG01687	PHROG:phrog_514	538	6.3e-208	686.5		major head protein
OM154910.1_2					phrog_22637	VOG06975	VOG:VOG06975	209	2.6e-29	98.5		hypothetical protein
OM154910.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	156	1.2e-31	104.9		virion structural protein
OM154910.1_4												Hypothetical
OM154910.1_5					phrog_942	VOG04962	PHROG:phrog_942	305	3.5e-102	337.3		replication initiation protein
OM154910.1_6					phrog_1670	VOG36856	PHROG:phrog_1670	91	6.7e-21	69.1		DNA binding protein
MH649086.2_1					phrog_514	VOG01687	PHROG:phrog_514	536	1.3e-228	754.8		major head protein
MH649086.2_2					phrog_11693	VOG06975	PHROG:phrog_11693	201	9.5e-32	105.6		pilot protein for DNA ejection
MH649086.2_3					phrog_1642	VOG36852	PHROG:phrog_1642	154	3.4e-49	161.9		virion structural protein
MH649086.2_4												Hypothetical
MH649086.2_5					phrog_942	VOG04962	PHROG:phrog_942	304	1.8e-101	334.9		replication initiation protein
MH649086.2_6					phrog_1670		PHROG:phrog_1670	87	3.7e-23	76.4		DNA binding protein
MH552556.2_1					phrog_514	VOG01687	PHROG:phrog_514	705	5.8e-39	87.1		major head protein
MH552556.2_2												Hypothetical
MH552556.2_3												Hypothetical
MH552556.2_4												Hypothetical
MH552556.2_5												Hypothetical
MH552556.2_6												Hypothetical
MH552556.2_7					phrog_942	VOG04962	VOG:VOG04962	390	2.4e-32	106.4		hypothetical protein
MT310133.1_1					phrog_514	VOG01687	PHROG:phrog_514	527	2e-209	691.5		major head protein
MT310133.1_2					phrog_11693	VOG06975	VOG:VOG06975	198	5.2e-34	113.8		hypothetical protein
MT310133.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	161	4.4e-43	142.0		virion structural protein
MT310133.1_4					phrog_1670	VOG36856	VOG:VOG36856	86	2.1e-28	93.2		hypothetical protein
MT310133.1_5					phrog_942	VOG04962	PHROG:phrog_942	310	7.7e-83	273.7		replication initiation protein
MT205181.1_1					phrog_942	VOG04962	VOG:VOG04962	246	3.1e-60	199.5		hypothetical protein
MT205181.1_2					phrog_514	VOG01687	PHROG:phrog_514	555	2.2e-136	450.6		major head protein
MT205181.1_3												Hypothetical
MT205181.1_4												Hypothetical
MT205181.1_5					phrog_8689	VOG07022	VOG:VOG07022	266	1.4e-24	82.0		hypothetical protein
MH572517.1_1												Hypothetical
MH572517.1_2												Hypothetical
MH572517.1_3												Hypothetical
MH572517.1_4					phrog_942	VOG04962	PHROG:phrog_942	395	1.6e-31	104.9		replication initiation protein
MH572517.1_5												Hypothetical
MG883712.1_1					phrog_942	VOG04962	VOG:VOG04962	451	6.5e-42	138.9		hypothetical protein
MG883712.1_2		K08640	COG3108		phrog_894	VOG02154	PHROG:phrog_894	129	2.7e-27	90.7		endolysin
MG883712.1_3					phrog_514	VOG01687	VOG:VOG01687	721	2.4e-116	384.0		major tail protein
MG883712.1_4												Hypothetical
MG883712.1_5												Hypothetical
MH572340.1_1					phrog_514	VOG01687	PHROG:phrog_514	531	2.7e-220	727.4		major head protein
MH572340.1_2					phrog_11693	VOG06975	PHROG:phrog_11693	175	2e-36	116.4		pilot protein for DNA ejection
MH572340.1_3					phrog_1642	VOG36852	PHROG:phrog_1642	159	5.6e-42	138.3		virion structural protein
MH572340.1_4					phrog_942	VOG04962	PHROG:phrog_942	302	9.2e-106	349.1		replication initiation protein
MH572340.1_5					phrog_1670	VOG36856	PHROG:phrog_1670	125	4.9e-23	75.8		DNA binding protein
MH992210.1_1					phrog_942	VOG04962	PHROG:phrog_942	245	8.9e-81	267.0		replication initiation protein
MH992210.1_2					phrog_1670	VOG36856	PHROG:phrog_1670	97	2e-25	83.6		DNA binding protein
MH992210.1_3					phrog_514	VOG01687	PHROG:phrog_514	539	5e-230	759.5		major head protein
MH992210.1_4					phrog_11693	VOG06975	PHROG:phrog_11693	285	2.3e-35	117.4		pilot protein for DNA ejection
MH992210.1_5					phrog_1642	VOG36852	PHROG:phrog_1642	146	4e-38	126.0		virion structural protein
MH992210.1_6												Hypothetical
KT264783.1_1					phrog_514	VOG01687	PHROG:phrog_514	558	1e-191	633.2		major head protein
KT264783.1_2												Hypothetical
KT264783.1_3												Hypothetical
KT264783.1_4					phrog_35928	VOG06975	VOG:VOG06975	139	5.1e-27	90.8		hypothetical protein
KT264783.1_5					phrog_942	VOG04962	PHROG:phrog_942	285	1.8e-81	269.2		replication initiation protein
KT264783.1_6												Hypothetical
KT264783.1_7												Hypothetical
KT264783.1_8												Hypothetical
MK249215.1_1					phrog_514	VOG01687	VOG:VOG01687	532	7.8e-174	574.1		major tail protein
MK249215.1_2												Hypothetical
MK249215.1_3												Hypothetical
MK249215.1_4					phrog_8689	VOG07022	PHROG:phrog_8689	291	5.5e-36	119.5		pilot protein for DNA ejection
MK249215.1_5					phrog_942	VOG04962	VOG:VOG04962	281	1.5e-68	226.8		hypothetical protein
MG883709.1_1					phrog_942	VOG04962	VOG:VOG04962	319	1.4e-36	121.7		hypothetical protein
MG883709.1_2												Hypothetical
MG883709.1_3												Hypothetical
MG883709.1_4												Hypothetical
MG883709.1_5												Hypothetical
MG883709.1_6						VOG01687	VOG:VOG01687	365	7.4e-19	62.5		major tail protein
MG883709.1_7					phrog_514	VOG01687	VOG:VOG01687	286	2.6e-30	100.5		major tail protein
MG883709.1_8												Hypothetical
MG883709.1_9												Hypothetical
KX266615.1_1					phrog_713	VOG06231	VOG:VOG06231	555	3.6e-300	990.8		unknown similar to AMEV104
KX266615.1_2					phrog_1465	VOG36865	PHROG:phrog_1465	85	1.5e-50	164.5		terminase
KX266615.1_3					phrog_1386	VOG36866	VOG:VOG36866	153	9.6e-89	290.3		hypothetical protein
KX266615.1_4					phrog_514, phrog_514	VOG01687, VOG01687	PHROG:phrog_514	441	1.1e-128	243.6		major head protein
KX266615.1_5					phrog_1483	VOG36868	PHROG:phrog_1483	178	1.9e-85	280.3		major spike protein
KX266615.1_6					phrog_1471	VOG36867	PHROG:phrog_1471	338	2.6e-183	603.7		pilot protein for DNA ejection
OM869652.1_1					phrog_514	VOG01687	VOG:VOG01687	616	5e-92	303.8		major tail protein
OM869652.1_2												Hypothetical
OM869652.1_3					phrog_8689	VOG07022	VOG:VOG07022	346	3.6e-30	99.2		hypothetical protein
OM869652.1_4					phrog_942	VOG04962	VOG:VOG04962	434	5.8e-43	142.4		hypothetical protein
OM869652.1_5		K08640	COG3108		phrog_894	VOG02154	PHROG:phrog_894	159	1.1e-20	69.1		endolysin
OM869652.1_6					phrog_514	VOG01687	VOG:VOG01687	147	1.4e-37	124.5		major tail protein
MH617194.1_1					phrog_514	VOG01687	VOG:VOG01687	672	4e-49	111.1		major tail protein
MH617194.1_2												Hypothetical
MH617194.1_3												Hypothetical
MH617194.1_4						VOG04962	VOG:VOG04962	333	1.1e-18	62.6		hypothetical protein
MH617194.1_5												Hypothetical
OX614387.1_1												Hypothetical
OX614387.1_2					phrog_942	VOG04962	PHROG:phrog_942	294	5.5e-78	257.8		replication initiation protein
OX614387.1_3												Hypothetical
OX614387.1_4												Hypothetical
OX614387.1_5					phrog_1642	VOG36852	PHROG:phrog_1642	135	6.6e-33	109.0		virion structural protein
OX614387.1_6					phrog_514	VOG01687	PHROG:phrog_514	552	7.3e-210	693.1		major head protein
OX614387.1_7					phrog_18604	VOG06975	PHROG:phrog_18604	304	6.7e-68	223.6		minor tail protein
OX614387.1_8												Hypothetical
MN862334.1_1					phrog_942	VOG04962	PHROG:phrog_942	286	4e-81	268.1		replication initiation protein
MN862334.1_2												Hypothetical
MN862334.1_3					phrog_514	VOG01687	PHROG:phrog_514	560	1.8e-204	675.2		major head protein
MN862334.1_4					phrog_5158	VOG06975	VOG:VOG06975	236	2.6e-26	88.5		hypothetical protein
MN862334.1_5												Hypothetical
MN862334.1_6												Hypothetical
MN862334.1_7												Hypothetical
