contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_ERR10905741_1b_232	u3341120ctg_len-125134_circular-yes_depth-18-15-1_mult-1.82 (with DTR)	Caudoviricetes sp. ctTAUN1	125164	DTR	131	4	1	0	Portal protein|Large Terminase|Portal protein|Large Terminase	Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_234	u4088763ctg_len-89092_circular-yes_depth-23-7-1_mult-1.00 (with DTR)	Crassvirales sp. ctD8BUH	89122	DTR	87	6	1	0	Virion structural protein |Terminase large subunit|Portal protein|Structural protein |Structural protein |stabilisation protein	Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes;o_Crassvirales	prodigal-gv	11	NaN
ct3_ERR10905741_1b_235	u4282104ctg_len-51421_circular-yes_depth-13-13-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctH03A9	51451	DTR	83	14	3	0	Small Terminase|Large Terminase|Portal Protein|minor capsid protein|putative tail component|minor structural protein|Head decoration protein|capsid protein|head closure knob|major tail protein|tail tape measure protein |tail protein|Receptor Binding Protein|tail fibre	DNA polymerase|dsDNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_236	u613841ctg_len-34242_circular-yes_depth-15-13-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctH64YV	34272	DTR	54	9	2	0	Small Terminase|Large Terminase|Portal Protein|phage prohead protease|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail tube protein	Helicase of the snf2 family|DNA polymerase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_25	u919589ctg_len-31897_circular-yes_depth-366-225-23_mult-1.00 (with DTR)	Caudoviricetes sp. ctQKDUB	31927	DTR	55	10	1	0	Receptor Binding Protein|tail protein|tail completion protein|putative tail component|head closure knob|Major Capsid Protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_256	u4243007ctg_len-24589_circular-yes_depth-20-10-2_mult-1.00 (with DTR)	unclassified virus sp. ct3W8J9	24619	DTR	39	2	0	0	Tail collar fibre protein|DNA packaging NTPase				prodigal-gv	11	NaN
ct3_ERR10905741_1b_259	u4196507ctg_len-9222_circular-yes_depth-21-13-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctXM0B6	9252	DTR	14	2	1	0	Minor capsid protein|Minor capsid protein	Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_266	u4258712ctg_len-33802_circular-yes_depth-16-15-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctK6FQ5	33832	DTR	56	9	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Head Tail Connector protein|tail component|tail completion protein|major tail protein|tail tape measure protein 	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_267@C50	u755617ctg_len-2352707_circular-yes_depth-9-9-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctHQ7W1	15696	None	17	4	0	0	Terminase small subunit|Large Terminase|Portal protein|Major Capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_267@C94	u755617ctg_len-2352707_circular-yes_depth-9-9-9_mult-1.00 (with DTR)	unclassified virus sp. ctM655A	22807	None	10	2	0	0	head to tail adaptor|tail completion protein				prodigal-gv	11	NaN
ct3_ERR10905741_1b_267@C166	u755617ctg_len-2352707_circular-yes_depth-9-9-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctUWJA6	46400	None	49	14	1	0	type I neck protein|Tail assembly chaperone|Baseplate component|tail protein|Distal Tail Protein|tail tape measure protein |major tail protein|head closure knob|head to tail adaptor|phage major capsid protein, HK97 family|prohead serine protease|Portal protein|Large Terminase|Small Terminase	Rep protein		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_267@C0	u755617ctg_len-2352707_circular-yes_depth-9-9-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctJASOB	50274	None	53	13	4	0	Small Terminase|Large Terminase|Portal|Major Capsid protein|Head fiber protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail component|tail tube protein|tail tape measure protein |Distal Tail protein|tail protein	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family|DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C203	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctJETF5	25635	None	41	2	1	0	Major Capsid Protein|type I neck protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C157	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ct8JV31	42495	None	63	4	2	0	Major Capsid protein|Portal Protein|Large Terminase|Terminase small subunit	DNA helicase|DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C37	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctD7YRK	43134	None	72	3	1	0	Large Terminase|Portal Protein|Major Capsid protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C25	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctQ7IMN	47591	None	41	3	0	0	Large Terminase|Portal Protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C167	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctZCPYD	57306	None	74	17	4	0	Terminase small subunit|Large Terminase|Portal Protein|minor capsid protein|minor structural protein|Major Capsid protein|head to tail adaptor|head closure knob|type I neck protein|tail completion protein|Tail sheath protein |tail tube protein|Tail tape measure |Tail protein|Baseplate J like protein|tail protein|Virion structural protein 	DNAB Like Replicative Helicase|DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C213	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	unclassified virus sp. ctWTS38	63401	None	72	4	1	0	Portal|Large Terminase|Small Terminase|Small Terminase	Helicase of the snf2 family		unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C145	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctEW4BJ	63451	None	71	14	2	0	Small Terminase|Large Terminase|Portal|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|tail completion protein|Tail sheath protein |Tail tube protein|tail tape measure protein |Tail protein|Baseplate J like protein|tail protein|Portal Protein	Helicase of the snf2 family|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_268@C35	u234991ctg_len-3006764_circular-yes_depth-11-11-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctZUQ4F	79170	None	93	13	4	0	tail protein|Baseplate J like protein|Tail protein|tail tape measure protein |Tail tube protein|Tail sheath protein |tail completion protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid Protein|Portal|Large Terminase|Small Terminase	Replicative helicase|Helicase of the snf2 family|Helicase of the snf2 family|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_27	u4207615ctg_len-31892_circular-yes_depth-362-175-31_mult-1.00 (with DTR)	Caudoviricetes sp. ctXMIJN	31922	DTR	58	10	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid Protein|Major Capsid Protein|head closure knob|putative tail component|tail completion protein|tail protein|Receptor Binding Protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_270@C64	u2433078ctg_len-1711955_circular-yes_depth-12-11-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctKBB70	19057	None	21	4	0	0	Major Capsid protein|Stabilisation protein|Large Terminase|Portal Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_270@C8	u2433078ctg_len-1711955_circular-yes_depth-12-11-4_mult-1.00 (with DTR)	Caudoviricetes sp. ct2RH6C	59154	None	60	9	0	0	Large Terminase|Large Terminase|Portal|Major Capsid protein|Head Tail Connector Protein|Head tail adaptor|type I neck protein|tail component|tail tube protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_273	u374387ctg_len-57964_circular-yes_depth-9-9-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctYEMZM	57994	DTR	80	11	1	0	Major Capsid protein|tail completion protein|Tail tube protein|type I neck protein|tail tape measure protein |tail protein|Receptor Binding Protein|Structural protein |Large Terminase|Portal protein|Major Capsid protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_277	u282192ctg_len-41047_circular-yes_depth-12-12-2_mult-1.00 (with DTR)	Caudoviricetes sp. ct8GSSP	41077	DTR	62	8	1	0	Large Terminase|Portal Protein|minor capsid protein|Major Capsid protein|head to tail adaptor|Minor capsid protein|tail tube protein|tail tape measure protein 	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_281	u2486065ctg_len-50193_circular-yes_depth-25-1-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctCSMXD	50223	DTR	61	5	0	0	Receptor Binding Protein|Major Capsid protein|Large Terminase|Large Terminase|Small Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_284	u4569596ctg_len-49248_circular-yes_depth-12-12-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctQCKC8	49278	DTR	49	3	1	0	Portal Protein|Large Terminase|Putative tail fiber 	replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_285	u4771306ctg_len-38132_circular-yes_depth-12-10-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctRCUK6	38162	DTR	59	7	1	0	minor tail protein|major tail protein|putative tail component|Major Capsid protein|Portal Protein|Large Terminase|Small Terminase	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_288	u4699012ctg_len-28367_circular-yes_depth-17-4-3_mult-1.00 (with DTR)	Caudoviricetes sp. ctMRP3C	28397	DTR	45	12	0	0	Receptor Binding Protein|Portal Protein|Large Terminase|Large Terminase|Major Capsid protein|Major Capsid protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |tail tape measure protein 			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_29	u2933855ctg_len-39195_circular-yes_depth-161-161-158_mult-1.00 (with DTR)	Caudoviricetes sp. ct9TVWQ	39225	DTR	47	6	0	0	tail tape measure protein |Tail collar fibre protein|minor structural protein |tail protein |Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_302	u2585606ctg_len-28684_circular-yes_depth-17-6-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctVCNWG	28714	DTR	49	14	1	0	Major Capsid protein|head to tail adaptor|Minor capsid protein|type I neck protein|tail completion protein|tail protein |tail tape measure protein |tail protein|Baseplate wedge protein|Portal Protein|Large Terminase|Large Terminase|Major Capsid protein|Major Capsid protein	Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_31@C169	u4654723ctg_len-2694976_circular-yes_depth-169-169-88_mult-1.00 (with DTR)	Caudoviricetes sp. ctH4S7G	49486	None	55	12	3	0	tail protein|Distal Tail Protein|minor tail protein|tail tube protein|tail completion protein|putative tail component|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase|Small Terminase	DNA Polymerase I|Helicase of the snf2 family|replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_31@C197	u4654723ctg_len-2694976_circular-yes_depth-169-169-88_mult-1.00 (with DTR)	Caudoviricetes sp. ctUQ0UR	89958	None	88	12	2	0	Minor structural protein|Distal Tail Protein|minor tail protein|tail tube protein|tail completion protein|putative tail component|Head tail adaptor|Head Tail Connector protein|Major Capsid protein|Portal|Large Terminase|Small Terminase	DNA Polymerase I|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_312	u1602195ctg_len-29401_circular-yes_depth-14-7-4_mult-1.00 (with DTR)	Caudoviricetes sp. ct543UX	29431	DTR	47	5	0	0	Minor capsid protein|Major Capsid protein|Portal protein|Large Terminase|Terminase small subunit			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_314	u4066220ctg_len-614547_circular-yes_depth-8-8-4_mult-1.00 (with DTR)	Caudoviricetes sp. ct4DLVA	614577	DTR	536	2	0	0	Terminase|head closure knob			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_315@C242	u3375974ctg_len-3868224_circular-yes_depth-9-8-3_mult-1.00 (with DTR)	Caudoviricetes sp. ct9QRHD	14173	None	14	3	0	0	Large Terminase|Portal protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_316	u2891252ctg_len-35362_circular-yes_depth-13-4-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctKVV5U	35392	DTR	59	7	2	0	minor tail protein|head to tail adaptor|Major Capsid Protein|Portal protein|Large Terminase|phage terminase, small subunit, putative, P27 family|tail protein	Helicase of the snf2 family|Primosomal protein 1		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_317@C154	u4138270ctg_len-1903436_circular-yes_depth-9-6-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctYW2X9	10035	None	10	3	0	0	Large Terminase|Portal protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_322	u3825904ctg_len-42827_circular-yes_depth-13-8-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctV578D	42857	DTR	65	3	0	0	Large Terminase|Portal Protein|minor capsid protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_323	u3642689ctg_len-37385_circular-yes_depth-6-6-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctLJ8OV	37415	DTR	48	6	2	0	Baseplate wedge protein|Baseplate protein |head to tail adaptor|Major Capsid Protein|Portal protein|Large Terminase	Helicase of the snf2 family|DNAB Like Replicative Helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_325	u1111826ctg_len-225980_circular-yes_depth-10-6-3_mult-1.55 (with DTR)	Caudoviricetes sp. ctCGXMK	226010	DTR	281	10	9	0	Tail fiber protein|minor tail protein|Portal protein|Large Terminase|Head tail adaptor|Tail fiber protein|Minor structural protein|minor tail protein|Portal protein|Large Terminase	Helicase of the snf2 family|DNA polymerase III, beta subunit|DNAB Like Replicative Helicase|DNAB Like Replicative Helicase|Helicase of the snf2 family|Helicase of the snf2 family|DNA polymerase III, beta subunit|DNAB Like Replicative Helicase|DNAB Like Replicative Helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_326	u4155213ctg_len-43440_circular-yes_depth-10-8-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctKNAQW	43470	DTR	61	6	2	0	Tail collar fibre protein|type I neck protein|Major Capsid Protein|minor capsid protein|Portal Protein|Large Terminase	replisome organizer|phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_327	u283166ctg_len-41444_circular-yes_depth-7-7-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctSBVBL	41474	DTR	55	3	1	0	Large Terminase|Portal Protein|Major Capsid Protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_329	u1978414ctg_len-52955_circular-yes_depth-10-5-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctD21GR	52985	DTR	58	11	3	0	Large Terminase|Portal|Major Capsid protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail component|tail tube protein|tail tape measure protein |Distal Tail Protein|tail protein	DNA Polymerase I|replicative DNA helicase|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_330	u1327408ctg_len-36274_circular-yes_depth-7-7-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctWJY88	36304	DTR	47	6	1	0	tail tape measure protein |Tail tube protein|minor tail protein|Major Capsid Protein|Portal Protein|Large Terminase	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_331	u489313ctg_len-49955_circular-yes_depth-17-4-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctHZNBP	49985	DTR	60	5	0	0	Small Terminase|Large Terminase|Large Terminase|Major Capsid protein|Receptor Binding Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_333	u2976152ctg_len-53948_circular-yes_depth-15-5-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctJ0YVA	53978	DTR	77	14	2	0	Baseplate J like protein|tail protein|Large Terminase|Portal Protein|minor capsid protein|Putative phage serine protease XkdF|terminase|Major Capsid Protein|Head Tail Connector protein|type I neck protein|Tail sheath protein |minor tail protein|Tail protein|Baseplate J like protein	phage replisome organiser|Replicative helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_335	u861002ctg_len-49788_circular-yes_depth-11-5-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctF4R12	49818	DTR	86	2	2	0	Tail length tape measure protein |Large Terminase	Helicase of the snf2 family|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_336	u2908601ctg_len-38951_circular-yes_depth-13-6-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctDIEK4	38981	DTR	65	6	1	0	Large Terminase|minor tail protein|tail tape measure protein |Major Capsid protein|Portal Protein|Tail collar fibre protein	phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_337	u2191948ctg_len-42725_circular-yes_depth-9-7-6_mult-1.00 (with DTR)	Caudoviricetes sp. ct75A2P	42755	DTR	76	8	4	0	Minor structural protein|minor tail protein|major tail protein|major tail protein|major capsid subunit gpT|Prohead core protein protease|Portal protein|Large Terminase	Replicative helicase|phage replisome organiser|Helicase of the snf2 family|DNA polymerase sliding clamp		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_338	u4708835ctg_len-38581_circular-yes_depth-15-4-1_mult-1.00 (with DTR)	Caudoviricetes sp. ct5FT1G	38611	DTR	79	10	0	0	Distal Tail Protein|minor tail protein|major tail protein|head closure knob|Major Capsid protein|minor structural protein|putative tail component|minor capsid protein|Portal Protein|Terminase large subunit			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_340	u2668744ctg_len-35650_circular-yes_depth-9-9-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctK4PT4	35680	DTR	43	3	1	0	Major Capsid protein|Receptor Binding Protein|Large Terminase	Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_341	u4516822ctg_len-40047_circular-yes_depth-16-1-1_mult-1.00 (with DTR)	Caudoviricetes sp. ct17Z4R	40077	DTR	63	11	2	0	Large Terminase|head to tail adaptor|Distal Tail protein|minor tail protein|tail completion protein|putative tail component|Head Tail Connector protein|major capsid subunit gpT|Prohead core protein protease|Portal protein|Terminase large subunit	DNAB Like Replicative Helicase|phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_342	u1328224ctg_len-50505_circular-yes_depth-10-8-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctV7QWP	50535	DTR	74	3	2	0	Large Terminase|Head tail adaptor|Tail length tape measure protein 	Helicase of the snf2 family|DNA polymerase B		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_347	u3972141ctg_len-27320_circular-yes_depth-8-7-5_mult-1.00 (with DTR)	unclassified virus sp. ct2I2RQ	27350	DTR	47	2	0	0	Tail collar fibre protein|Tail collar fibre protein				prodigal-gv	11	NaN
ct3_ERR10905741_1b_353	u3793271ctg_len-47631_circular-yes_depth-9-8-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctJJI0P	47661	DTR	79	2	2	0	Large Terminase|Tail length tape measure protein 	DNA polymerase B|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_36	u1693132ctg_len-208226_circular-yes_depth-204-137-24_mult-1.00 (with DTR)	unclassified virus sp. ctQN1HW	208256	DTR	252	2	0	0	Major Capsid protein|Capsid protein			unclassified virus	prodigal-gv	11	NaN
ct3_ERR10905741_1b_379@C17	u3529280ctg_len-2212616_circular-yes_depth-6-6-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctB5CQA	45716	None	72	7	2	0	minor tail protein |tail tube protein|tail component|Major Capsid Protein|Portal|Terminase|Terminase small subunit	Helicase ATPase|Replication protein O		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_379@C181	u3529280ctg_len-2212616_circular-yes_depth-6-6-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctJLSBL	61197	None	71	11	3	0	tail protein|Distal Tail Protein|tail tape measure protein |tail tube protein|tail component|type I neck protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid protein|Portal|Large Terminase	Helicase of the snf2 family|dsDNA helicase|DNA Polymerase I		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_380@C96	u1965514ctg_len-1592218_circular-yes_depth-8-7-2_mult-1.00 (with DTR)	Caudoviricetes sp. ct8QRVK	28186	None	34	4	0	0	Major Capsid Protein|Portal protein|Large Terminase|DNA packaging protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_386	u566787ctg_len-44330_circular-yes_depth-9-6-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctQLAWO	44360	DTR	77	9	3	0	Minor structural protein|minor tail protein|major tail protein|major tail protein|type I neck protein|Major Capsid Protein|Prohead core protein protease|Portal protein|Large Terminase	DNA polymerase sliding clamp|Replicative helicase|phage replisome organiser		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_ERR10905741_1b_390	u3468984ctg_len-27629_circular-yes_depth-9-7-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctHCDGV	27659	DTR	45	11	0	0	type I neck protein|Minor capsid protein|head to tail adaptor|Major Capsid protein|minor structural protein|Large Terminase|Portal Protein|Receptor Binding Protein|tail tape measure protein |tail protein |tail completion protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
