gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_53	32690	32932	243	1	0.272	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_54	32929	33267	339	1	0.271	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_55	33282	33677	396	1	0.338	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_56	33674	34003	330	1	0.255	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_57	34005	34415	411	1	0.253	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_58	34417	34806	390	1	0.310	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_59	34784	35188	405	1	0.304	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_60	35169	35459	291	1	0.347	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_61	35461	35817	357	1	0.297	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_62	35907	36218	312	1	0.359	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_63	36250	36621	372	1	0.341	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_64	37028	37387	360	1	0.311	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_65	37389	37736	348	1	0.296	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_66	37738	38154	417	1	0.302	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_67	38505	38906	402	1	0.333	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_68	39367	39738	372	1	0.341	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_69	39740	40141	402	1	0.388	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_70	40222	40599	378	1	0.341	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_71	41995	42159	165	-1	0.321	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_72	43752	44126	375	1	0.245	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_73	45133	46233	1101	-1	0.468	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_74	46230	46727	498	-1	0.402	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_75	46720	47247	528	-1	0.352	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_76	47244	48089	846	-1	0.369	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_77	48086	49900	1815	-1	0.350	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_78	49897	50460	564	-1	0.355	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_79	50444	50803	360	-1	0.367	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_80	50800	51495	696	-1	0.417	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_81	51488	51895	408	-1	0.368	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_82	53180	53506	327	-1	0.306	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_83	53535	54413	879	-1	0.377	11	GGA/GAG/AGG	GENOMAD.225300.VP	1.635e-18	89	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_84	54432	54797	366	-1	0.328	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_85	54794	55264	471	-1	0.376	11	AGGAG	GENOMAD.197584.VP	5.665e-15	74	0	0	0	1246	Caudoviricetes	NA	NA	PF02075;COG0817;TIGR00228	Holliday junction resolvasome RuvABC endonuclease subunit
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_86	55297	55839	543	-1	0.331	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_87	55832	55945	114	-1	0.325	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_88	55942	56841	900	-1	0.290	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_89	56820	57524	705	-1	0.305	11	GGA/GAG/AGG	GENOMAD.135492.VV	4.092e-08	56	0	0	0	1	NA	NA	NA	PF17338;TIGR04471;COG4422	Gene product 88
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_90	57568	59157	1590	-1	0.331	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_91	59161	60252	1092	-1	0.365	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_92	60260	60775	516	-1	0.308	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_93	60777	61391	615	-1	0.298	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_94	61388	62314	927	-1	0.334	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_95	62467	62775	309	-1	0.272	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_96	62778	63080	303	-1	0.304	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_97	63151	63399	249	-1	0.265	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_98	63418	64347	930	-1	0.416	11	AGGAG	GENOMAD.052305.VV	1.992e-61	216	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_99	64398	64937	540	-1	0.417	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_100	64964	65326	363	-1	0.298	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_101	65339	66388	1050	-1	0.367	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_102	66395	67768	1374	-1	0.314	11	None	GENOMAD.052038.VV	9.279e-65	232	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_103	67740	68384	645	-1	0.243	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_104	68386	69639	1254	-1	0.313	11	AGGAG	GENOMAD.119211.VV	2.592e-14	78	0	0	0	1246	Caudoviricetes	NA	NA	PF19668	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_105	69652	72330	2679	-1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_106	72353	73429	1077	-1	0.363	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_107	73550	75865	2316	-1	0.354	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_108	75855	76379	525	-1	0.238	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_109	76390	77088	699	-1	0.268	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_110	77116	77448	333	-1	0.306	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_111	77453	78223	771	-1	0.397	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_112	78262	78726	465	-1	0.331	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_113	78733	79062	330	-1	0.297	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_114	79077	79610	534	-1	0.363	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_115	79695	81053	1359	-1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_116	81056	81844	789	-1	0.275	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_117	81831	82271	441	-1	0.322	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_118	82274	84475	2202	-1	0.326	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_119	84468	86369	1902	-1	0.317	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_120	86323	86574	252	-1	0.274	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_121	86552	86923	372	-1	0.293	11	GGAG/GAGG	GENOMAD.168167.VV	1.671e-06	48	0	0	0	1246	Caudoviricetes	NA	NA	TIGR02646	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_122	86936	87664	729	-1	0.394	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_123	87666	92585	4920	-1	0.312	11	None	GENOMAD.104147.VV	3.453e-08	61	0	0	0	1246	Caudoviricetes	NA	NA	PF00562;TIGR03670;K03046	DNA-directed RNA polymerase subunit B
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_124	92588	94099	1512	-1	0.327	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_125	94112	95218	1107	-1	0.288	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_126	95222	95668	447	-1	0.324	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_127	95679	96365	687	-1	0.291	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_128	96370	96783	414	-1	0.283	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_129	96785	97642	858	-1	0.312	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_130	97675	99363	1689	-1	0.331	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_131	99365	99811	447	-1	0.260	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_132	99813	100703	891	-1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_133	100696	100887	192	-1	0.198	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_134	100998	101423	426	-1	0.258	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_135	101439	103556	2118	-1	0.305	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_136	103553	105898	2346	-1	0.338	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_137	105888	106592	705	-1	0.244	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_138	106643	107554	912	1	0.306	11	AGGA	GENOMAD.132996.VV	0.0002521	45	0	0	0	1	NA	NA	NA	PF13365;TIGR02038;COG0265	periplasmic serine pepetdase DegS
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_139	107551	108099	549	-1	0.295	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_140	108278	108556	279	1	0.262	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_141	108688	109197	510	1	0.267	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_142	109265	109564	300	1	0.330	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_143	109681	110559	879	1	0.370	11	GGAG/GAGG	GENOMAD.062517.VV	5.205e-11	66	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_144	110569	111369	801	1	0.335	11	None	GENOMAD.057285.VV	1.688e-27	115	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_145	111372	111950	579	1	0.283	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_146	111975	112448	474	1	0.411	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_147	112448	113911	1464	1	0.331	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_148	113895	114326	432	1	0.273	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_149	114337	115887	1551	1	0.295	11	None	GENOMAD.071524.VV	5.557e-25	113	0	0	1	1	NA	NA	NA	PF04865;COG3299	Baseplate J-like protein
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_150	115884	117119	1236	1	0.261	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_151	117129	117446	318	1	0.296	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_152	117450	118073	624	1	0.298	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_153	118078	119202	1125	1	0.332	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_154	119269	119652	384	1	0.266	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_155	119692	121647	1956	-1	0.266	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_156	121678	123015	1338	1	0.296	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_157	122990	124735	1746	-1	0.310	11	None	GENOMAD.028112.VV	2.725e-119	397	0	0	1	1246	Caudoviricetes	NA	NA	PF05876;PF20454;COG5525;TIGR01547	Phage terminase, large subunit GpA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_158	124800	125072	273	1	0.275	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_159	125081	126259	1179	1	0.303	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_160	126268	128499	2232	1	0.271	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_161	128523	130103	1581	1	0.293	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_162	130100	131728	1629	1	0.291	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_163	131725	132792	1068	1	0.257	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_164	132816	135530	2715	1	0.287	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_165	135544	136626	1083	1	0.292	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_166	136653	137843	1191	1	0.307	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_167	137800	138495	696	1	0.211	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_168	138507	139304	798	1	0.291	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_169	139305	141188	1884	1	0.357	11	None	GENOMAD.048728.VV	1.247e-119	400	0	0	1	1246	Caudoviricetes	NA	NA	PF04860;TIGR01537;COG4695	Phage portal protein
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_170	141210	141479	270	1	0.304	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_171	141510	142250	741	1	0.308	11	GGAG/GAGG	GENOMAD.062252.VV	1.238e-20	94	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_172	142216	142593	378	1	0.270	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_173	142593	143822	1230	1	0.280	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_174	143836	144285	450	1	0.322	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_175	144298	148206	3909	1	0.327	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_176	148208	149299	1092	1	0.266	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_177	149296	150945	1650	1	0.302	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_178	150932	151315	384	1	0.260	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_179	151317	151907	591	1	0.266	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_180	151891	152325	435	1	0.326	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_181	152336	153028	693	1	0.229	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u2573017ctg_len-154091_circular-yes_depth-16-8-1_mult-1.00_182	153018	154121	1104	1	0.314	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_1	3	857	855	1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_2	902	1201	300	1	0.630	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_3	1315	2139	825	1	0.582	11	GGAGG	GENOMAD.114979.VC	1.959e-29	121	0	0	0	1246	Caudoviricetes	NA	NA	PF12684	PDDEXK-like domain of unknown function (DUF3799)
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_4	2185	2712	528	1	0.648	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_5	2819	3223	405	1	0.662	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_6	3268	3732	465	-1	0.688	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_7	3789	4889	1101	-1	0.658	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_8	4929	6035	1107	-1	0.647	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_9	6076	7410	1335	-1	0.600	11	GGAG/GAGG	GENOMAD.024159.VV	1.385e-05	50	0	0	0	7001	Wroclawvirus	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_10	7429	8775	1347	-1	0.601	11	GGAGG	GENOMAD.020310.VV	2.849e-05	49	0	0	0	1246	Caudoviricetes	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_11	8820	9215	396	-1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_12	9661	10221	561	-1	0.622	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_13	10371	11057	687	-1	0.584	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_14	11054	11764	711	-1	0.581	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
u251892ctg_len-397841_circular-yes_depth-10-9-5_mult-1.00_15	12282	12518	237	-1	0.608	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
