contig	input_name	organism	virus_seq_length	end_feature	gene_count	virion_hallmark_count	rep_hallmark_count	RDRP_hallmark_count	virion_hallmark_genes	rep_hallmark_genes	RDRP_hallmark_genes	taxonomy_hierarchy	ORF_caller	gcode	avg_read_depth
ct3_DRR290133_1b_179	u827320ctg_len-41350_circular-yes_depth-67-67-67_mult-1.00 (with DTR)	Caudoviricetes sp. ct4LATZ	41380	DTR	59	3	3	0	Large Terminase|Portal protein|Major Capsid protein	phage replisome organiser|Replicative helicase|DNA annealing helicase and endonuclease		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_180	u2174173ctg_len-30131_circular-yes_depth-117-50-25_mult-1.00 (with DTR)	Caudoviricetes sp. ctGNSNK	30161	DTR	40	7	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tape measure protein |Neck appendage protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_181	u2143102ctg_len-26184_circular-yes_depth-186-10-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctCRPSG	26214	DTR	36	6	1	0	Major Capsid Protein|Head Tail Connector Protein|minor tail protein|Large Terminase|Portal Protein|tail component	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_182	u2532978ctg_len-30780_circular-yes_depth-130-48-17_mult-1.00 (with DTR)	Caudoviricetes sp. ctN2G6B	30810	DTR	41	7	0	0	virion protein|Large Terminase|Portal Protein|Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tape measure protein 			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_183	u1336112ctg_len-31499_circular-yes_depth-152-29-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctVJ22R	31529	DTR	43	9	0	0	Minor capsid protein|Minor capsid protein|tail tube protein|tail tape measure protein |Neck appendage protein|virion protein|Large Terminase|Portal Protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_184	u1115839ctg_len-30405_circular-yes_depth-158-25-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctH61VX	30435	DTR	38	7	0	0	Neck appendage protein|tail tape measure protein |Minor capsid protein|Minor capsid protein|Major Capsid Protein|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_185	u338645ctg_len-31263_circular-yes_depth-115-36-33_mult-1.00 (with DTR)	Caudoviricetes sp. ctDAAQR	31293	DTR	42	8	0	0	Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tape measure protein |Neck appendage protein|virion protein|Large Terminase|Portal Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_186	u1744897ctg_len-69335_circular-yes_depth-88-88-14_mult-1.00 (with DTR)	Caudoviricetes sp. ctE8O4G	69365	DTR	61	5	2	0	virion assembly protein|tail tape measure protein |Major Capsid protein|Portal Protein|Large Terminase	dsDNA helicase|replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_189	u1600277ctg_len-28871_circular-yes_depth-79-76-35_mult-1.00 (with DTR)	Caudoviricetes sp. ct2NCJC	28901	DTR	39	5	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	dsDNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_19@C358	u2183174ctg_len-4903739_circular-yes_depth-13-13-12_mult-1.00 (with DTR)	Caudoviricetes sp. ct4WDYT	17531	None	20	5	0	0	Putative phage tail protein|minor tail protein|Major Capsid Protein|Portal protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_19@C210	u2183174ctg_len-4903739_circular-yes_depth-13-13-12_mult-1.00 (with DTR)	Caudoviricetes sp. ctGPTCN	37678	None	40	10	0	0	tail tape measure protein |tail tube protein|tail completion protein|Head Tail Connector protein|Head Tail Connector Protein|Major Capsid Protein|prohead serine protease|Portal Protein|Large Terminase|Small Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_19@C324	u2183174ctg_len-4903739_circular-yes_depth-13-13-12_mult-1.00 (with DTR)	Caudoviricetes sp. ctVC9UW	42466	None	57	9	0	0	Large Terminase|Portal protein|minor head component F|Putative phage serine protease XkdF|Major Capsid protein|Head Tail Connector Protein|tail component|minor tail protein|Minor tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_19@C0	u2183174ctg_len-4903739_circular-yes_depth-13-13-12_mult-1.00 (with DTR)	Caudoviricetes sp. ctAZ48X	69559	None	102	12	2	0	Small Terminase|Large Terminase|Portal Protein|Major Capsid Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail completion protein|tail tube protein|tail tape measure protein |Structural protein 	DNA helicase|DNA annealing helicase and endonuclease		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_190	u2669765ctg_len-25757_circular-yes_depth-111-35-31_mult-1.00 (with DTR)	Caudoviricetes sp. ctDL7S8	25787	DTR	33	6	1	0	minor tail protein|Head Tail Connector Protein|phage major capsid protein, HK97 family|tail component|Portal Protein|Large Terminase	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_191	u243463ctg_len-30374_circular-yes_depth-129-30-13_mult-1.00 (with DTR)	Caudoviricetes sp. ctLQICH	30404	DTR	38	9	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tube protein|tail tape measure protein |Neck appendage protein|virion protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_192	u1349951ctg_len-34621_circular-yes_depth-64-64-43_mult-1.00 (with DTR)	Caudoviricetes sp. ct7TO3M	34651	DTR	39	2	0	0	Large Terminase|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_193	u1894808ctg_len-49736_circular-yes_depth-128-32-4_mult-2.00 (with DTR)	Caudoviricetes sp. ctCBSP5	49766	DTR	59	8	0	0	tail tape measure protein |Large Terminase|Portal Protein|Major Capsid Protein|tail tape measure protein |Large Terminase|Portal Protein|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_195	u1716999ctg_len-93547_circular-yes_depth-64-64-23_mult-1.00 (with DTR)	Caudoviricetes sp. ct8NI41	93577	DTR	80	6	2	0	Structural protein |stabilisation protein|Structural protein |Terminase large subunit|Portal protein|Major Capsid Protein	ATP dependent DNA helicase|Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_196	u2281132ctg_len-86244_circular-yes_depth-77-67-7_mult-1.00 (with DTR)	Caudoviricetes sp. ctCPAS2	86274	DTR	89	4	1	0	Large Terminase|Major Capsid protein|head to tail adaptor|Portal protein	replicative DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_197	u1113217ctg_len-26709_circular-yes_depth-145-6-3_mult-1.00 (with DTR)	Caudoviricetes sp. ctZJH31	26739	DTR	38	7	2	0	tail tape measure protein |minor tail protein|Head Tail Connector Protein|phage major capsid protein, HK97 family|tail component|Portal Protein|Large Terminase	DNA helicase|DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_198	u1844904ctg_len-29298_circular-yes_depth-68-61-22_mult-1.00 (with DTR)	Caudoviricetes sp. ctDDMGH	29328	DTR	39	5	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	dsDNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_199	u952024ctg_len-25023_circular-yes_depth-141-7-2_mult-1.00 (with DTR)	Caudoviricetes sp. ct7RW6S	25053	DTR	32	6	1	0	Large Terminase|Portal Protein|tail component|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_2	u2636471ctg_len-20881_circular-yes_depth-28-18-7_mult-1.00 (with DTR)	Matshushitaviridae sp. ctOWJJI	20911	DTR	42	3	0	0	Tail fiber protein |Major Capsid protein|Large Terminase			-_Viruses;-_Singelaviria;k_Helvetiavirae;p_Dividoviricota;c_Laserviricetes;o_Halopanivirales;f_Matshushitaviridae	prodigal-gv	11	NaN
ct3_DRR290133_1b_20@C160	u1748411ctg_len-2852486_circular-yes_depth-17-14-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctWW432	30912	None	30	8	0	0	Minor tail protein|minor tail protein|tail tube protein|Head Tail Connector Protein|Major Capsid protein|prohead serine protease|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_200	u2677134ctg_len-25021_circular-yes_depth-109-24-19_mult-1.00 (with DTR)	Caudoviricetes sp. ctLRYNY	25051	DTR	33	7	1	0	tail tape measure protein |Large Terminase|Portal Protein|tail component|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_204	u1926091ctg_len-30755_circular-yes_depth-122-18-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctAYU8B	30785	DTR	40	9	0	0	virion protein|Neck appendage protein|tail tape measure protein |tail tube protein|Minor capsid protein|Minor capsid protein|Major Capsid Protein|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_205	u2327320ctg_len-31551_circular-yes_depth-57-57-35_mult-1.00 (with DTR)	Caudoviricetes sp. ctJ8FZF	31581	DTR	39	4	1	0	phage major capsid protein, HK97 family|Head Tail Connector protein|Portal protein|Large Terminase	CMG helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_209	u2111607ctg_len-38492_circular-yes_depth-84-52-6_mult-1.00 (with DTR)	Caudoviricetes sp. ctFZLVU	38522	DTR	47	6	0	0	minor tail protein |major tail protein|Major Capsid protein|Prohead core protein protease|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_21	u1375147ctg_len-137258_circular-yes_depth-16-15-6_mult-1.97 (with DTR)	Caudoviricetes sp. ctCNGSA	137288	DTR	114	8	2	0	head closure knob|Portal protein|Large Terminase|tail protein|head closure knob|Portal protein|Large Terminase|tail protein	DNAB Like Replicative Helicase|DNAB Like Replicative Helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_210	u2595890ctg_len-30696_circular-yes_depth-98-21-19_mult-1.00 (with DTR)	Caudoviricetes sp. ct2L89E	30726	DTR	42	7	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tape measure protein |Neck appendage protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_212	u773206ctg_len-25789_circular-yes_depth-47-47-47_mult-1.00 (with DTR)	Caudoviricetes sp. ctDO5MM	25819	DTR	34	11	0	0	tail completion protein|Portal Protein|prohead serine protease|phage major capsid protein, HK97 family|Head Tail Connector Protein|Head Tail Connector protein|Large Terminase|Small Terminase|Genome packaging NTPase|major tail protein|major tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_213	u554563ctg_len-54174_circular-yes_depth-87-40-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctL7SBM	54204	DTR	60	2	2	0	Major Capsid protein|Large Terminase	Helicase of the snf2 family|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_214	u435756ctg_len-40152_circular-yes_depth-82-41-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctPCEY6	40182	DTR	49	5	0	0	minor tail protein |major tail protein|Major Capsid protein|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_215	u1323996ctg_len-94286_circular-yes_depth-95-36-1_mult-1.00 (with DTR)	Caudoviricetes sp. ctUJA76	94316	DTR	93	6	2	0	Structural protein |stabilisation protein|Terminase large subunit|Portal protein|Major Capsid Protein|Capsid decoration protein 	Helicase ATPase|Putative replisome organiser protein		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_216	u478252ctg_len-28068_circular-yes_depth-93-31-11_mult-1.00 (with DTR)	Caudoviricetes sp. ctHK8SP	28098	DTR	38	5	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_218@C203	u1676703ctg_len-9871014_circular-yes_depth-65-42-22_mult-1.39 (with DTR)	Caudoviricetes sp. ctYI8FR	2490	None	3	2	0	0	head to tail adaptor|head to tail adaptor			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_218@C595	u1676703ctg_len-9871014_circular-yes_depth-65-42-22_mult-1.39 (with DTR)	Caudoviricetes sp. ctZUNIS	2490	None	3	2	0	0	head to tail adaptor|head to tail adaptor			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_219	u803193ctg_len-27790_circular-yes_depth-106-16-8_mult-1.00 (with DTR)	Caudoviricetes sp. ctDE2TY	27820	DTR	34	5	1	0	minor tail protein|Head Tail Connector Protein|phage major capsid protein, HK97 family|Portal Protein|Large Terminase	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_220	u1480689ctg_len-19822_circular-yes_depth-57-55-16_mult-1.00 (with DTR)	Matshushitaviridae sp. ctC7JKW	19852	DTR	42	3	1	0	Large Terminase|Major Capsid protein|Tail fiber protein 	Rep protein		-_Viruses;-_Singelaviria;k_Helvetiavirae;p_Dividoviricota;c_Laserviricetes;o_Halopanivirales;f_Matshushitaviridae	prodigal-gv	11	NaN
ct3_DRR290133_1b_221	u1247617ctg_len-19822_circular-yes_depth-53-53-25_mult-1.00 (with DTR)	Matshushitaviridae sp. ctVZ4HU	19852	DTR	41	3	1	0	Tail fiber protein |Major Capsid protein|Large Terminase	Rep protein		-_Viruses;-_Singelaviria;k_Helvetiavirae;p_Dividoviricota;c_Laserviricetes;o_Halopanivirales;f_Matshushitaviridae	prodigal-gv	11	NaN
ct3_DRR290133_1b_222@C209	u61430ctg_len-3594202_circular-yes_depth-47-41-33_mult-1.00 (with DTR)	Matshushitaviridae sp. ctZZ357	21605	None	42	3	1	0	Large Terminase|Major Capsid protein|Tail fiber protein 	Rep protein		-_Viruses;-_Singelaviria;k_Helvetiavirae;p_Dividoviricota;c_Laserviricetes;o_Halopanivirales;f_Matshushitaviridae	prodigal-gv	11	NaN
ct3_DRR290133_1b_222@C47	u61430ctg_len-3594202_circular-yes_depth-47-41-33_mult-1.00 (with DTR)	Caudoviricetes sp. ctFTEWB	77188	None	123	21	0	0	Large Terminase|Portal protein|minor capsid component|Major Capsid protein|head to tail adaptor|virion morphogenesis protein|tail sheath|tail tape measure protein |baseplate assembly protein|Tail protein|tail sheath|Virion morphogenesis family|head to tail adaptor|major capsid subunit gpT|Large Terminase|Portal protein|Capsid decoration protein |minor capsid component|minor tail protein|baseplate assembly protein|Tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_223	u1994570ctg_len-26602_circular-yes_depth-113-7-4_mult-1.00 (with DTR)	Caudoviricetes sp. ctAV31S	26632	DTR	39	7	1	0	minor tail protein|Large Terminase|Portal Protein|tail component|Major Capsid Protein|Major Capsid protein|Head Tail Connector Protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_224	u1006024ctg_len-31275_circular-yes_depth-43-43-35_mult-1.00 (with DTR)	Caudoviricetes sp. ctRFG6V	31305	DTR	38	6	0	0	Terminase small subunit|Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein 			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_225	u2555245ctg_len-34969_circular-yes_depth-102-14-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctMB4GI	34999	DTR	58	8	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail completion protein|tail tape measure protein 			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_226	u2546887ctg_len-40487_circular-yes_depth-58-47-16_mult-1.00 (with DTR)	Caudoviricetes sp. ctSIYML	40517	DTR	49	5	0	0	minor tail protein |major tail protein|Major Capsid protein|Portal Protein|Large Terminase			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_228	u1984478ctg_len-116401_circular-yes_depth-53-42-20_mult-1.00 (with DTR)	Caudoviricetes sp. ctHW89H	116431	DTR	101	5	2	0	Terminase large subunit|Portal protein|Major Capsid Protein|Structural protein |stabilisation protein	DNA polymerase|Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_229	u419356ctg_len-54347_circular-yes_depth-55-44-17_mult-1.00 (with DTR)	Caudoviricetes sp. ctSBCKR	54377	DTR	60	2	2	0	Major Capsid protein|Large Terminase	Helicase of the snf2 family|Helicase of the snf2 family		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_23	u392634ctg_len-63529_circular-yes_depth-22-14-5_mult-1.00 (with DTR)	Caudoviricetes sp. ct1SR6R	63559	DTR	87	3	2	0	Large Terminase|Portal Protein|Major Capsid Protein	replicative DNA helicase|DNA polymerase II, small subunit		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_232	u1052478ctg_len-34224_circular-yes_depth-102-7-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctOJ0XS	34254	DTR	58	8	0	0	Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail completion protein|tail tape measure protein |Large Terminase|Portal protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_233	u1086747ctg_len-27978_circular-yes_depth-98-8-2_mult-1.00 (with DTR)	Caudoviricetes sp. ctPC1K4	28008	DTR	38	6	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein|minor tail protein 	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_236@C188	u2393373ctg_len-3709755_circular-yes_depth-44-33-24_mult-1.00 (with DTR)	Matshushitaviridae sp. ct4P2EG	23811	None	48	3	1	0	Large Terminase|Major Capsid protein|Tail fiber protein 	Rep protein		-_Viruses;-_Singelaviria;k_Helvetiavirae;p_Dividoviricota;c_Laserviricetes;o_Halopanivirales;f_Matshushitaviridae	prodigal-gv	11	NaN
ct3_DRR290133_1b_236@C58	u2393373ctg_len-3709755_circular-yes_depth-44-33-24_mult-1.00 (with DTR)	Caudoviricetes sp. ctTZ78Q	38509	None	57	9	0	0	tail sheath|Virion morphogenesis family|head to tail adaptor|major capsid subunit gpT|Large Terminase|Portal protein|minor capsid component|minor tail protein|baseplate assembly protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_238	u237142ctg_len-34952_circular-yes_depth-34-34-33_mult-1.00 (with DTR)	Caudoviricetes sp. ct2905U	34982	DTR	54	11	0	0	Tail assembly chaperone|Distal Tail Protein|major tail protein|Minor capsid protein|Minor capsid protein|Head Tail Connector Protein|Major Capsid Protein|Minor capsid protein|Portal protein|Large Terminase|Terminase small subunit			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_239	u2706107ctg_len-31731_circular-yes_depth-64-27-9_mult-1.00 (with DTR)	Caudoviricetes sp. ctFM7X5	31761	DTR	43	8	0	0	Large Terminase|Portal Protein|Major Capsid Protein|Minor capsid protein|Minor capsid protein|tail tube protein|tail tape measure protein |Neck appendage protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_24	u2177813ctg_len-39423_circular-yes_depth-16-12-12_mult-1.00 (with DTR)	Caudoviricetes sp. ctCR853	39453	DTR	61	7	2	0	phage terminase, small subunit, putative, P27 family|Large Terminase|Portal Protein|prohead serine protease|Major Capsid Protein|Head Tail Connector Protein|Tail tube protein	replisome organiser protein|Helicase ATPase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_240	u1258035ctg_len-28812_circular-yes_depth-54-25-17_mult-1.00 (with DTR)	Caudoviricetes sp. ctNI4GC	28842	DTR	39	6	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein|Large Terminase	dsDNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_242@C55	u1597898ctg_len-2469580_circular-yes_depth-35-35-20_mult-1.00 (with DTR)	Caudoviricetes sp. ct5I3XH	29082	None	33	9	0	0	Large Terminase|Portal protein|minor capsid component|Virion morphogenesis family|Major Capsid Protein|head to tail adaptor|tail completion protein|Tail tube protein|tail tape measure protein 			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_243	u798624ctg_len-68470_circular-yes_depth-78-11-5_mult-1.22 (with DTR)	Caudoviricetes sp. ctJQY1S	68500	DTR	109	15	1	0	Large Terminase|Portal Protein|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|tail completion protein|tail tape measure protein |Large Terminase|Portal Protein|Major Capsid Protein|Head Tail Connector Protein|Head Tail Connector protein|type I neck protein|tail completion protein|tail tape measure protein 	Primosomal protein 1		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_245	u1737676ctg_len-32340_circular-yes_depth-39-33-19_mult-1.00 (with DTR)	Caudoviricetes sp. ctUFAB7	32370	DTR	47	5	1	0	Large Terminase|Portal Protein|phage major capsid protein, HK97 family|Head Tail Connector Protein|minor tail protein	DNA helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_246	u2389111ctg_len-32505_circular-yes_depth-31-31-31_mult-1.00 (with DTR)	Caudoviricetes sp. ctZ3CG3	32535	DTR	44	9	0	0	Large Terminase|Portal Protein|minor capsid protein|minor structural protein|Major Capsid protein|head closure knob|putative tail component|tail completion protein|minor tail protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_247	u2151626ctg_len-36368_circular-yes_depth-34-34-23_mult-1.00 (with DTR)	Caudoviricetes sp. ctJNI8K	36398	DTR	41	2	0	0	Large Terminase|Major Capsid Protein			-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_248	u66009ctg_len-130030_circular-yes_depth-46-35-4_mult-1.00 (with DTR)	Caudoviricetes sp. ct61WNT	130060	DTR	229	9	2	0	Major Capsid protein|tail sheath|Baseplate wedge protein|Baseplate wedge protein|Baseplate wedge protein|Capsid decoration protein |Terminase|Portal protein|Major Capsid Protein	DNA helicase|DNAB Like Replicative Helicase		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
ct3_DRR290133_1b_25	u767024ctg_len-55860_circular-yes_depth-21-12-5_mult-1.00 (with DTR)	Caudoviricetes sp. ctV8WF3	55890	DTR	67	2	1	0	Large Terminase|Major Capsid Protein	DNA polymerase sliding clamp		-_Viruses;-_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;c_Caudoviricetes	prodigal-gv	11	NaN
