contig	gene_start	gene_stop	gene_name	gene_orient	contig_length	dtr_seq	evidence_acession	evidence_description	Evidence_source	vscore_category	chunk_name	chunk_length	chunk_start	chunk_stop
ct3_18_vina_1a_17	9780	9941	ct3_18_vina_1a_17_18	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_17	9922	10077	ct3_18_vina_1a_17_19	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	77	550	ct3_18_vina_1a_18_1	-	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	850	1128	ct3_18_vina_1a_18_2	-	10079		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_18	1359	1583	ct3_18_vina_1a_18_3	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	1580	1822	ct3_18_vina_1a_18_4	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	1815	3719	ct3_18_vina_1a_18_5	+	10079		PFAM:PF05840.12	Rep-protein	rep_hall_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_18	3716	3910	ct3_18_vina_1a_18_6	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	3907	4212	ct3_18_vina_1a_18_7	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	4212	4643	ct3_18_vina_1a_18_8	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	4615	5271	ct3_18_vina_1a_18_9	+	10079		PDB:4KFU_C	Genome-packaging-NTPase	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_18	5523	6332	ct3_18_vina_1a_18_10	+	10079		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_18	6345	6659	ct3_18_vina_1a_18_11	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	6659	6781	ct3_18_vina_1a_18_12	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	6781	7008	ct3_18_vina_1a_18_13	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	7079	7918	ct3_18_vina_1a_18_14	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	7918	8925	ct3_18_vina_1a_18_15	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	8925	9407	ct3_18_vina_1a_18_16	+	10079		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10079
ct3_18_vina_1a_18	9400	9783	ct3_18_vina_1a_18_17	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	9780	9941	ct3_18_vina_1a_18_18	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_18	9922	10077	ct3_18_vina_1a_18_19	+	10079			hypothetical protein		hypothetical_protein	NaN		0	10079
ct3_18_vina_1a_2	1	417	ct3_18_vina_1a_2_1	+	10018		NF040522	VC1465 family Xer recombination activation factor. 	mmseqs_cdd	nonviral_gene	NaN		0	10018
ct3_18_vina_1a_2	407	547	ct3_18_vina_1a_2_2	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	544	714	ct3_18_vina_1a_2_3	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	711	914	ct3_18_vina_1a_2_4	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	916	1278	ct3_18_vina_1a_2_5	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	1256	1711	ct3_18_vina_1a_2_6	-	10018		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10018
ct3_18_vina_1a_2	1653	1973	ct3_18_vina_1a_2_7	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	1970	2497	ct3_18_vina_1a_2_8	-	10018		cd22641	Bizionia argentinensis C24 protein and similar proteins. C24 is a putative receptor-binding tip-like protein from Bizionia argentinensis JUB59. It may interact with lipopolysaccharide and membrane receptors. The C24 trimer binds a unique Mg2+ ion and shares structural similarity with the bacteriophage T4 long tail fiber receptor-binding tip, which adopts an overall rocket shape. However, there are marked differences in its domain organization, size and sequence identity. The C24 polypeptide chain contains four distinct domains: a globular proximal shoulder domain, a globular collar domain, an elongated, intertwined metal-binding needle domain and a globular receptor-binding-like unique distal head domain. This is a multi-domain model which includes all these four domains of C24 protein.	mmseqs_cdd	nonviral_gene	NaN		0	10018
ct3_18_vina_1a_2	2497	3024	ct3_18_vina_1a_2_9	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	3036	3530	ct3_18_vina_1a_2_10	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	3530	3904	ct3_18_vina_1a_2_11	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	3882	4094	ct3_18_vina_1a_2_12	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	4104	4364	ct3_18_vina_1a_2_13	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	4374	5165	ct3_18_vina_1a_2_14	-	10018		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10018
ct3_18_vina_1a_2	5180	5275	ct3_18_vina_1a_2_15	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	5405	6055	ct3_18_vina_1a_2_16	-	10018		PDB:4KFU_C	Genome-packaging-NTPase	hallmark_hmm	common_virus	NaN		0	10018
ct3_18_vina_1a_2	6045	6530	ct3_18_vina_1a_2_17	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	6512	6718	ct3_18_vina_1a_2_18	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	6721	7032	ct3_18_vina_1a_2_19	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	7029	7247	ct3_18_vina_1a_2_20	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	7412	8134	ct3_18_vina_1a_2_21	+	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	8643	9251	ct3_18_vina_1a_2_22	-	10018			hypothetical protein		hypothetical_protein	NaN		0	10018
ct3_18_vina_1a_2	9470	9751	ct3_18_vina_1a_2_23	+	10018		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10018
ct3_18_vina_1a_3	3	176	ct3_18_vina_1a_3_1	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	238	414	ct3_18_vina_1a_3_2	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	386	2287	ct3_18_vina_1a_3_3	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	2287	2634	ct3_18_vina_1a_3_4	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	2631	2858	ct3_18_vina_1a_3_5	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	3007	3222	ct3_18_vina_1a_3_6	+	10597		PFAM:PF10078.8	HTH-DNA-binding-protein	phrogs_hmm	hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	3561	3992	ct3_18_vina_1a_3_7	+	10597		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10597
ct3_18_vina_1a_3	4019	4129	ct3_18_vina_1a_3_8	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	4365	4571	ct3_18_vina_1a_3_9	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	4568	4954	ct3_18_vina_1a_3_10	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	4932	5390	ct3_18_vina_1a_3_11	-	10597		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10597
ct3_18_vina_1a_3	5329	5523	ct3_18_vina_1a_3_12	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	5525	6232	ct3_18_vina_1a_3_13	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	6232	6774	ct3_18_vina_1a_3_14	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	6774	7223	ct3_18_vina_1a_3_15	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	7226	7603	ct3_18_vina_1a_3_16	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	7584	7790	ct3_18_vina_1a_3_17	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	7802	8050	ct3_18_vina_1a_3_18	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	8064	8861	ct3_18_vina_1a_3_19	-	10597		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10597
ct3_18_vina_1a_3	9165	9839	ct3_18_vina_1a_3_20	-	10597		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10597
ct3_18_vina_1a_3	9823	10320	ct3_18_vina_1a_3_21	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_3	10313	10597	ct3_18_vina_1a_3_22	-	10597			hypothetical protein		hypothetical_protein	NaN		0	10597
ct3_18_vina_1a_4	3	176	ct3_18_vina_1a_4_1	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	238	414	ct3_18_vina_1a_4_2	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	386	2287	ct3_18_vina_1a_4_3	-	10593		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	2284	2634	ct3_18_vina_1a_4_4	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	2631	2858	ct3_18_vina_1a_4_5	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	3007	3276	ct3_18_vina_1a_4_6	+	10593		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_4	3557	3988	ct3_18_vina_1a_4_7	+	10593		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10593
ct3_18_vina_1a_4	4015	4125	ct3_18_vina_1a_4_8	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	4361	4567	ct3_18_vina_1a_4_9	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	4564	4950	ct3_18_vina_1a_4_10	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	4928	5386	ct3_18_vina_1a_4_11	-	10593		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_4	5325	5519	ct3_18_vina_1a_4_12	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	5521	6228	ct3_18_vina_1a_4_13	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	6228	6770	ct3_18_vina_1a_4_14	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	6770	7219	ct3_18_vina_1a_4_15	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	7222	7599	ct3_18_vina_1a_4_16	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	7580	7786	ct3_18_vina_1a_4_17	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	7798	8046	ct3_18_vina_1a_4_18	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	8060	8857	ct3_18_vina_1a_4_19	-	10593		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_4	9161	9835	ct3_18_vina_1a_4_20	-	10593		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_4	9819	10316	ct3_18_vina_1a_4_21	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_4	10309	10593	ct3_18_vina_1a_4_22	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	3	176	ct3_18_vina_1a_5_1	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	238	414	ct3_18_vina_1a_5_2	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	386	2287	ct3_18_vina_1a_5_3	-	10593		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	2284	2634	ct3_18_vina_1a_5_4	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	2631	2858	ct3_18_vina_1a_5_5	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	3007	3276	ct3_18_vina_1a_5_6	+	10593		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_5	3557	3988	ct3_18_vina_1a_5_7	+	10593		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10593
ct3_18_vina_1a_5	4015	4125	ct3_18_vina_1a_5_8	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	4361	4567	ct3_18_vina_1a_5_9	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	4564	4950	ct3_18_vina_1a_5_10	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	4928	5386	ct3_18_vina_1a_5_11	-	10593		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_5	5325	5519	ct3_18_vina_1a_5_12	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	5521	6228	ct3_18_vina_1a_5_13	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	6228	6770	ct3_18_vina_1a_5_14	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	6770	7219	ct3_18_vina_1a_5_15	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	7222	7599	ct3_18_vina_1a_5_16	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	7580	7786	ct3_18_vina_1a_5_17	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	7798	8046	ct3_18_vina_1a_5_18	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	8060	8857	ct3_18_vina_1a_5_19	-	10593		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_5	9161	9835	ct3_18_vina_1a_5_20	-	10593		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_5	9819	10316	ct3_18_vina_1a_5_21	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_5	10309	10593	ct3_18_vina_1a_5_22	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	3	176	ct3_18_vina_1a_6_1	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	238	414	ct3_18_vina_1a_6_2	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	386	2287	ct3_18_vina_1a_6_3	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	2284	2634	ct3_18_vina_1a_6_4	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	2631	2858	ct3_18_vina_1a_6_5	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	3007	3276	ct3_18_vina_1a_6_6	+	10593		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_6	3557	3988	ct3_18_vina_1a_6_7	+	10593		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10593
ct3_18_vina_1a_6	4015	4125	ct3_18_vina_1a_6_8	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	4361	4567	ct3_18_vina_1a_6_9	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	4564	4950	ct3_18_vina_1a_6_10	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	4928	5386	ct3_18_vina_1a_6_11	-	10593		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_6	5325	5519	ct3_18_vina_1a_6_12	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	5521	6228	ct3_18_vina_1a_6_13	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	6228	6770	ct3_18_vina_1a_6_14	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	6770	7219	ct3_18_vina_1a_6_15	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	7222	7599	ct3_18_vina_1a_6_16	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	7580	7786	ct3_18_vina_1a_6_17	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	7798	8046	ct3_18_vina_1a_6_18	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	8060	8857	ct3_18_vina_1a_6_19	-	10593		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_6	9161	9835	ct3_18_vina_1a_6_20	-	10593		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10593
ct3_18_vina_1a_6	9819	10316	ct3_18_vina_1a_6_21	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_6	10309	10593	ct3_18_vina_1a_6_22	-	10593			hypothetical protein		hypothetical_protein	NaN		0	10593
ct3_18_vina_1a_7	3	176	ct3_18_vina_1a_7_1	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	238	414	ct3_18_vina_1a_7_2	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	386	2287	ct3_18_vina_1a_7_3	-	10594		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	2287	2634	ct3_18_vina_1a_7_4	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	2631	2858	ct3_18_vina_1a_7_5	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	3005	3274	ct3_18_vina_1a_7_6	+	10594		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_7	3558	3989	ct3_18_vina_1a_7_7	+	10594		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10594
ct3_18_vina_1a_7	4016	4126	ct3_18_vina_1a_7_8	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	4362	4568	ct3_18_vina_1a_7_9	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	4565	4951	ct3_18_vina_1a_7_10	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	4929	5387	ct3_18_vina_1a_7_11	-	10594		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_7	5326	5520	ct3_18_vina_1a_7_12	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	5522	6229	ct3_18_vina_1a_7_13	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	6229	6771	ct3_18_vina_1a_7_14	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	6771	7220	ct3_18_vina_1a_7_15	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	7223	7600	ct3_18_vina_1a_7_16	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	7581	7787	ct3_18_vina_1a_7_17	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	7799	8047	ct3_18_vina_1a_7_18	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	8061	8858	ct3_18_vina_1a_7_19	-	10594		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_7	9162	9836	ct3_18_vina_1a_7_20	-	10594		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_7	9820	10317	ct3_18_vina_1a_7_21	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_7	10310	10594	ct3_18_vina_1a_7_22	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	3	176	ct3_18_vina_1a_8_1	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	238	414	ct3_18_vina_1a_8_2	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	386	2287	ct3_18_vina_1a_8_3	-	10594		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	2287	2634	ct3_18_vina_1a_8_4	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	2631	2858	ct3_18_vina_1a_8_5	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	3005	3274	ct3_18_vina_1a_8_6	+	10594		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_8	3558	3989	ct3_18_vina_1a_8_7	+	10594		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10594
ct3_18_vina_1a_8	4016	4126	ct3_18_vina_1a_8_8	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	4362	4568	ct3_18_vina_1a_8_9	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	4565	4951	ct3_18_vina_1a_8_10	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	4929	5387	ct3_18_vina_1a_8_11	-	10594		CDD:PHA02564	virion-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_8	5326	5520	ct3_18_vina_1a_8_12	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	5522	6229	ct3_18_vina_1a_8_13	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	6229	6771	ct3_18_vina_1a_8_14	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	6771	7220	ct3_18_vina_1a_8_15	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	7223	7600	ct3_18_vina_1a_8_16	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	7581	7787	ct3_18_vina_1a_8_17	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	7799	8047	ct3_18_vina_1a_8_18	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	8061	8858	ct3_18_vina_1a_8_19	-	10594		PDB:2W0C_J	Major-Capsid-protein	hallmark_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_8	9162	9836	ct3_18_vina_1a_8_20	-	10594		PDB:4KFU_C	Genome-packaging-NTPase	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_8	9820	10317	ct3_18_vina_1a_8_21	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_8	10310	10594	ct3_18_vina_1a_8_22	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	3	176	ct3_18_vina_1a_9_1	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	238	414	ct3_18_vina_1a_9_2	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	386	2287	ct3_18_vina_1a_9_3	-	10594		PFAM:PF05840.12	replication-initiation-protein	phrogs_hmm	hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	2287	2634	ct3_18_vina_1a_9_4	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	2631	2858	ct3_18_vina_1a_9_5	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	3005	3274	ct3_18_vina_1a_9_6	+	10594		PDB:4IA8_B	helix-turn-helix-protein	common_virus_hmm	common_virus	NaN		0	10594
ct3_18_vina_1a_9	3558	3989	ct3_18_vina_1a_9_7	+	10594		pfam12375	Phage protein. This family of proteins is found in bacteria and viruses. Proteins in this family are typically between 112 and 194 amino acids in length.	mmseqs_cdd	common_virus	NaN		0	10594
ct3_18_vina_1a_9	4016	4126	ct3_18_vina_1a_9_8	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	4362	4568	ct3_18_vina_1a_9_9	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
ct3_18_vina_1a_9	4565	4951	ct3_18_vina_1a_9_10	-	10594			hypothetical protein		hypothetical_protein	NaN		0	10594
